Timestep,L_ASIS,L_Ankle_Lat,L_Heel,L_Knee_Lat,L_PSIS,L_Shank_Front,L_Shank_Rear,L_Shank_Upper,L_Thigh_Front,L_Thigh_Rear,L_Thigh_Upper,L_Toe_Lat,L_Toe_Med,L_Toe_Tip,R_ASIS,R_Ankle_Lat,R_Heel,R_Knee_Lat,R_PSIS,R_Shank_Front,R_Shank_Rear,R_Shank_Upper,R_Thigh_Front,R_Thigh_Rear,R_Thigh_Upper,R_Toe_Lat,R_Toe_Med,R_Toe_Tip
79,0.00559449,0.00388797,0.00651156,0.0055385,0.00429837,0.00309647,0,0.00196694,0.00485287,0.00386623,0.00489688,0.00734788,0.00291413,0.00424681,0.0144543,0.00625814,0.00596494,0.00960777,0.00612256,0.0034432,0.00371765,0.00575834,0.00906451,0.0091094,0.0090359,0.00871419,0.00562651,0.00419492
80,0.00616411,0.00675931,0.00334113,0.00730776,0.0044568,0.00687327,0.0377256,0.00563474,0.00487542,0.00524601,0.00532824,0.00683461,0.00508562,0.00612424,0.0153699,0.00609742,0.00596013,0.00979805,0.00614671,0.00395614,0.00353283,0.00570818,0.0106036,0.00931834,0.00922543,0.00820314,0.00514347,0.00414733
81,0.00594995,0.00741473,0.00407709,0.00801126,0.00463965,0.00773729,0.0428249,0.00646902,0.00557274,0.00527557,0.00514753,0.00718671,0.00545676,0.00637188,0.015805,0.0059562,0.00594225,0.00986891,0.0061135,0.00437131,0.00364514,0.00574355,0.011176,0.00978817,0.0094718,0.0080311,0.00512874,0.0041824
82,0.00569074,0.0072468,0.00412328,0.00803337,0.00464887,0.00784813,0.04178,0.00676139,0.00588704,0.00493742,0.00488779,0.0074223,0.00533995,0.00623542,0.0160328,0.00579951,0.00579605,0.00987097,0.00593623,0.00470069,0.00381392,0.00580039,0.0111296,0.0101325,0.00978652,0.00746602,0.00461139,0.00435051
83,0.00558702,0.00706929,0.00386594,0.00801874,0.00469166,0.00789211,0.0407179,0.00685536,0.00564241,0.00489104,0.00475053,0.00740991,0.00502927,0.00619293,0.0161942,0.00568782,0.00577686,0.00991057,0.00590394,0.00493502,0.00396207,0.00587963,0.0112786,0.0103085,0.0100557,0.00678919,0.00411439,0.00428339
84,0.00588387,0.00701945,0.00372327,0.00767425,0.00481334,0.00781932,0.0404456,0.00686122,0.00519826,0.0052842,0.00480017,0.00721162,0.00480102,0.00620094,0.0161547,0.00554398,0.00584381,0.00999122,0.00591032,0.00511316,0.00414784,0.0059683,0.0115147,0.0104377,0.0101322,0.00636296,0.00430206,0.0036672
85,0.00635289,0.00717608,0.00389704,0.00704275,0.00500712,0.00755947,0.0403069,0.00648031,0.00440172,0.0056607,0.0050337,0.00693844,0.00475057,0.00617261,0.0160902,0.00533602,0.005661,0.00980585,0.00619875,0.00520564,0.00439862,0.00603379,0.0119777,0.0106155,0.0101974,0.00584199,0.00397406,0.00366335
86,0.00588264,0.00306401,0.0067044,0.00532099,0.00499951,0.0045187,0,0.00235432,0.00371907,0.00446594,0.00441004,0.00761499,0.00277279,0.00415052,0.0156209,0.00527501,0.00554255,0.00967877,0.00580214,0.00527576,0.0046519,0.00615428,0.0119003,0.0106378,0.0101296,0.00562545,0.00378556,0.0038851
87,0.00594763,0.00293753,0.00674437,0.00533769,0.00503522,0.00490069,0,0.0020843,0.00364808,0.00468703,0.00456316,0.00766282,0.00277551,0.00414975,0.0155425,0.00506853,0.00542177,0.0095802,0.00597432,0.0052979,0.00474035,0.00612894,0.0119106,0.0105839,0.0101884,0.00543016,0.00377542,0.00382556
88,0.00599245,0.00280994,0.0068656,0.00531896,0.00504044,0.00524949,0,0.00227676,0.00388015,0.0049215,0.00464007,0.00769449,0.0027622,0.0041699,0.0152812,0.00451877,0.00549213,0.00960566,0.00588488,0.00530132,0.0045121,0.00606003,0.011899,0.0104978,0.0103008,0.00489429,0.00374212,0.00373329
89,0.00650932,0.00705198,0.00458026,0.00683149,0.00504066,0.00835015,0.040153,0.006146,0.0047257,0.00637726,0.00572318,0.00715163,0.00450656,0.00606358,0.01576,0.00378504,0.00642326,0.00946339,0.00543066,0.00524674,0.00412255,0.00579681,0.0121624,0.0106454,0.0107128,0.00420016,0.0037952,0.00362158
90,0.00626326,0.002562,0.00729876,0.00539269,0.00532231,0.00606327,0,0.00334438,0.00438039,0.00520373,0.00483787,0.0078376,0.00296079,0.00396863,0.0152319,0.00388848,0.00623236,0.0092485,0.00523046,0.00511548,0.00426274,0.0056001,0.0115498,0.0102978,0.0104061,0.00414606,0.00385612,0.00349448
91,0.0068251,0.00694457,0.00455915,0.00703871,0.00552103,0.00877164,0.0397341,0.00672609,0.00542438,0.00679308,0.00607852,0.00739371,0.0044225,0.0058292,0.015951,0.0043719,0.00484623,0.00855782,0.00545718,0.00510051,0.00505539,0.00544302,0.0112858,0.00985926,0.0101882,0.00386587,0.00316191,0.00330533
92,0.00644962,0.00220472,0.00771198,0.00573206,0.00533368,0.00639959,0,0.00403146,0.00547847,0.00530468,0.00509782,0.00816356,0.003147,0.00389213,0.0152274,0.00463876,0.0048111,0.00809372,0.00547861,0.00493388,0.0052423,0.00517582,0.0107661,0.00949905,0.0097744,0.00360294,0.0029152,0.00324081
93,0.00661432,0.00204364,0.0078408,0.0062386,0.00512353,0.00683836,0,0.00446088,0.00716583,0.00508851,0.00506677,0.00840935,0.0033528,0.00389665,0.0150879,0.00430652,0.0052873,0.00779117,0.00532747,0.00465418,0.00484279,0.00487746,0.0107427,0.00954743,0.00978178,0.00328556,0.00292838,0.00323593
94,0.00672452,0.00203253,0.00806899,0.00638339,0.00512243,0.00721986,0,0.00496976,0.00789162,0.00521763,0.00534515,0.00866485,0.0035207,0.0039287,0.014935,0.00429243,0.00564813,0.00750439,0.00521257,0.00448314,0.00460801,0.00478001,0.0106745,0.00928723,0.00965778,0.00345137,0.00326983,0.00316679
95,0.00678851,0.0019823,0.0081882,0.00627877,0.00528513,0.00734528,0,0.00516218,0.00732023,0.00578797,0.00589889,0.00880943,0.00365705,0.00393304,0.0147375,0.00456922,0.00509415,0.0071213,0.00536029,0.00447584,0.00467614,0.00485954,0.0104675,0.008931,0.00943074,0.00331706,0.00303796,0.00309474
96,0.00675253,0.00190598,0.00826344,0.006073,0.00533957,0.00755748,0,0.0050726,0.00621837,0.00645342,0.00667664,0.00883223,0.00368213,0.00391975,0.0146918,0.00479848,0.00456061,0.00661345,0.00549475,0.00449563,0.00485953,0.00497185,0.0103491,0.00867188,0.00923264,0.00309818,0.00252524,0.00305259
97,0.00670595,0.0017509,0.00848322,0.00618861,0.00565036,0.0078407,0,0.00527785,0.00636757,0.00675085,0.00737121,0.00891151,0.00369156,0.00389843,0.01474,0.00504402,0.00431909,0.00614502,0.00558308,0.00454087,0.00506962,0.00503414,0.0102053,0.00848074,0.00902141,0.00291836,0.00233478,0.00286342
98,0.00689063,0.0015919,0.0088032,0.0065013,0.00621784,0.0081956,0,0.00572479,0.00707801,0.00699429,0.00781769,0.00904209,0.00376528,0.00385935,0.0147736,0.00519454,0.00417426,0.00560239,0.00486702,0.0046147,0.00530363,0.00506338,0.00992229,0.00843164,0.00876045,0.00284803,0.00215764,0.00280187
99,0.00727261,0.00149944,0.00900234,0.00607849,0.00641719,0.0086668,0,0.0060137,0.0078109,0.00725907,0.0079996,0.00915774,0.00392227,0.00386482,0.0147219,0.00538857,0.00406885,0.0053049,0.00372424,0.00476799,0.00556508,0.00498931,0.00975306,0.00811282,0.00856941,0.00304702,0.00205129,0.0028876
100,0.00769202,0.00139856,0.00916599,0.00625232,0.00596714,0.00881186,0,0.00610076,0.00753633,0.00768159,0.0082542,0.00913178,0.00391369,0.00382155,0.0146829,0.00572954,0.0040301,0.00529875,0.00506161,0.00493968,0.00579608,0.00514961,0.00997859,0.00807102,0.00861142,0.00323958,0.00214944,0.0029622
101,0.00796885,0.00110049,0.00957941,0.00717578,0.00572768,0.009126,0,0.00649454,0.00784728,0.00797116,0.00851459,0.00922793,0.00393665,0.00373814,0.0148281,0.00593603,0.00407841,0.00533848,0.00601942,0.00504415,0.00588884,0.00542166,0.0101589,0.00817612,0.0086911,0.00336911,0.00243879,0.00285155
102,0.00822008,0.00094692,0.00985439,0.00774211,0.00587945,0.00960111,0,0.00687622,0.00771596,0.00858787,0.00884556,0.00925479,0.00396704,0.00368065,0.0149951,0.00605899,0.00421979,0.00534982,0.00599442,0.00511979,0.00585762,0.0055249,0.01031,0.0083535,0.00874152,0.00333373,0.00246479,0.00283772
103,0.00845792,0.000870506,0.0100521,0.00798335,0.00605917,0.0100561,0,0.00737485,0.00795503,0.00939277,0.00910723,0.00940828,0.00408533,0.00366362,0.0151312,0.00622736,0.00439143,0.00544689,0.00567896,0.00532375,0.00585417,0.0055899,0.0105113,0.0085299,0.00882558,0.0032406,0.00237509,0.00303003
104,0.00864349,0.000854827,0.0103531,0.00810695,0.00600634,0.0101733,0,0.00781471,0.00870838,0.00951316,0.00940121,0.00969883,0.00420161,0.0035475,0.0153012,0.00633713,0.00461619,0.00554249,0.0056806,0.00557495,0.00587421,0.00560502,0.0107454,0.00869246,0.00897892,0.00313846,0.00251211,0.00320197
105,0.00871949,0.000994914,0.0105663,0.00790574,0.00609572,0.00979058,0,0.00811478,0.00933277,0.00920402,0.00976029,0.00980898,0.00428367,0.00354936,0.0155185,0.00636852,0.0048482,0.00551656,0.0059085,0.00579197,0.00592441,0.00573203,0.010981,0.00900896,0.00921074,0.00311404,0.00270368,0.0032204
106,0.00884671,0.001041,0.0107227,0.00859365,0.00620657,0.0100515,0,0.00844724,0.0108134,0.00906558,0.0100266,0.00996784,0.00453569,0.00363236,0.015744,0.00656734,0.00503458,0.00564613,0.00596678,0.00607227,0.0060061,0.0059878,0.0113456,0.00937084,0.00941359,0.00320721,0.00310258,0.00323069
107,0.00899057,0.00121222,0.0110439,0.00886618,0.00638082,0.00980265,0,0.00868998,0.0112849,0.0090816,0.0102698,0.0100667,0.00463853,0.0036611,0.0158034,0.00677342,0.00532887,0.00599692,0.00582492,0.00643577,0.0060535,0.00634797,0.0118677,0.00954733,0.00961909,0.00326938,0.00348733,0.00330314
108,0.00925377,0.00128303,0.0113373,0.00858369,0.00644493,0.00962014,0,0.00870138,0.0102018,0.00946832,0.0108228,0.00999793,0.00454262,0.00359506,0.0160551,0.00675506,0.00559585,0.00612404,0.00572305,0.00679066,0.00615359,0.00671655,0.0122979,0.00985303,0.00986647,0.00329636,0.00370359,0.00339743
109,0.00965933,0.00141858,0.0116087,0.00820661,0.00632509,0.00942489,0,0.00874962,0.00936894,0.00973151,0.0113264,0.00981064,0.0044251,0.0034466,0.0166694,0.00659209,0.00579898,0.0061147,0.00572868,0.00706738,0.00624739,0.0071118,0.0128778,0.0101535,0.0101749,0.00336144,0.0037351,0.00354034
110,0.00993169,0.00170629,0.0120046,0.00811308,0.00663403,0.00934351,0,0.00935795,0.00934865,0.00994772,0.0115748,0.00980354,0.00444472,0.00329393,0.0172432,0.00656792,0.0059719,0.00632697,0.00581453,0.00726916,0.00631733,0.00745231,0.0137571,0.0105263,0.0105537,0.00348385,0.00378623,0.00363038
111,0.0101354,0.0015964,0.0117737,0.0083331,0.00697678,0.0094847,0,0.00877353,0.00961628,0.0103967,0.0115192,0.00987731,0.00452537,0.00342287,0.0173895,0.00658182,0.00622316,0.0065713,0.00591786,0.00741121,0.00635888,0.00769383,0.0143746,0.0109857,0.0108054,0.00357313,0.00393071,0.0037224
112,0.0101683,0.0016585,0.0117503,0.00864572,0.00669322,0.00981287,0,0.0089947,0.0104094,0.010563,0.0115173,0.0100393,0.00459639,0.00342133,0.0170911,0.00663806,0.00645623,0.00667821,0.00637447,0.00750838,0.00641504,0.00782536,0.0151544,0.011249,0.0108665,0.00365019,0.00406984,0.00380355
113,0.0104148,0.00193548,0.0120336,0.00911414,0.00661401,0.0101527,0,0.00932937,0.0113861,0.0104991,0.0113151,0.0100337,0.00454063,0.00327175,0.0171361,0.00663574,0.00674847,0.00695251,0.00727924,0.00760311,0.00639923,0.00790269,0.0157144,0.0116854,0.011148,0.00371126,0.00412467,0.00389589
114,0.0105728,0.00217841,0.0121233,0.00922943,0.00665032,0.0102005,0,0.00949046,0.0113122,0.010764,0.0115692,0.00993324,0.00455537,0.00322385,0.017504,0.00657825,0.00685628,0.00718584,0.00689368,0.00764678,0.00638181,0.00799483,0.0156902,0.0120554,0.0114011,0.00377138,0.00415765,0.0039043
115,0.0105444,0.00231489,0.0120858,0.00910679,0.00658786,0.0101176,0,0.00950397,0.0105993,0.0111341,0.0123525,0.00984198,0.00466053,0.00333143,0.0179089,0.00662818,0.00697191,0.0073313,0.00745486,0.00770297,0.00644249,0.00807841,0.0156593,0.0124138,0.0116521,0.00371153,0.00422496,0.00395331
116,0.0106615,0.00227882,0.0120834,0.00911965,0.00692305,0.0102701,0,0.00972781,0.0105136,0.0115895,0.0129676,0.00981684,0.00474137,0.00333083,0.0181159,0.00671937,0.00711095,0.00730825,0.00653391,0.00774935,0.00651773,0.00807568,0.0157086,0.0126655,0.0117955,0.00380269,0.00435516,0.00392887
117,0.0108748,0.002214,0.0121996,0.00902246,0.00733464,0.0105516,0,0.0101487,0.0110163,0.0117828,0.0132174,0.00985612,0.00476216,0.00320686,0.0180822,0.00682135,0.00721513,0.0074413,0.00546091,0.00779464,0.00657237,0.00808946,0.015742,0.0128225,0.0119279,0.00404671,0.00446813,0.00394104
118,0.011029,0.0023885,0.0123169,0.00908677,0.00783486,0.010629,0,0.0105241,0.011492,0.0121093,0.0131704,0.00982199,0.00480396,0.00320042,0.018301,0.00682241,0.00729661,0.0073948,0.00407219,0.00784905,0.00658617,0.00811167,0.0157704,0.0128792,0.0120234,0.00423623,0.00453016,0.004001
119,0.0112778,0.00267629,0.0123777,0.00910865,0.00788953,0.0105959,0,0.0103731,0.0113165,0.0122592,0.0132331,0.00968143,0.00470899,0.00309089,0.0184658,0.00682626,0.00744172,0.00738794,0.00393898,0.00793684,0.00659666,0.00819241,0.0158422,0.0129593,0.0122306,0.00431176,0.00455904,0.00406084
120,0.011428,0.00282361,0.0125094,0.00934997,0.00786376,0.0105661,0,0.0101537,0.0113446,0.0119131,0.0136191,0.00958298,0.00463458,0.00299595,0.0186782,0.00690832,0.00761379,0.00731823,0.00443183,0.00809212,0.00661416,0.00830168,0.0161131,0.013125,0.0125945,0.0041788,0.00469311,0.00413344
121,0.0113668,0.00289391,0.0126759,0.00953771,0.00781263,0.0105583,0,0.0100743,0.0116214,0.0118446,0.0136911,0.00952074,0.00461099,0.00298565,0.0190214,0.00698389,0.00765225,0.0075119,0.00493771,0.0082114,0.00672942,0.00842149,0.0164076,0.0132194,0.0130072,0.00383186,0.00458667,0.00417398
122,0.0115536,0.00293789,0.0127847,0.00977802,0.00771046,0.0108274,0,0.010132,0.0119972,0.012364,0.0135984,0.00949148,0.00467213,0.00298293,0.0193566,0.00704624,0.00765586,0.0078589,0.00535007,0.00838301,0.00692556,0.00860778,0.0166752,0.013195,0.0133514,0.00344501,0.0042916,0.00416626
123,0.0116673,0.00309906,0.0129189,0.0101386,0.00745856,0.0111019,0,0.0104569,0.0126026,0.0130782,0.0134011,0.00949544,0.00475499,0.00296923,0.0196725,0.006927,0.00765835,0.00808192,0.00586333,0.0086669,0.00724704,0.00882071,0.0167983,0.0131247,0.0135184,0.00318076,0.00410155,0.00416247
124,0.0118709,0.00331145,0.0130085,0.0102232,0.00717446,0.0111751,0,0.0109469,0.0127897,0.0134464,0.0137374,0.009445,0.00478211,0.00295225,0.0198044,0.00675842,0.00754971,0.00811747,0.00615159,0.0089542,0.00747904,0.00893749,0.0164556,0.012973,0.0132194,0.00303924,0.00411016,0.00434227
125,0.0119982,0.00352155,0.0130957,0.0101607,0.00734004,0.0111337,0,0.0111797,0.0124943,0.0132773,0.0145056,0.00931482,0.00472335,0.00286859,0.0198596,0.00658994,0.00746093,0.00813102,0.00671648,0.00907598,0.00755171,0.00893773,0.016081,0.0128724,0.0128197,0.0032915,0.00428947,0.00455117
126,0.0120335,0.0037428,0.0132826,0.0103913,0.00743618,0.0110723,0,0.0111345,0.0126631,0.0130554,0.0149581,0.00923443,0.00469981,0.00281259,0.0201282,0.00650373,0.007331,0.00854582,0.00745187,0.00906413,0.00752494,0.0089062,0.0158797,0.0127948,0.0126114,0.00391286,0.00485734,0.0045482
127,0.0122008,0.00394239,0.0134302,0.0106684,0.00737366,0.0111689,0,0.0109746,0.0129221,0.0134053,0.0148425,0.00921455,0.00473576,0.00286617,0.0205187,0.00641827,0.00722732,0.00875897,0.00809748,0.00887559,0.00731441,0.00879636,0.0158032,0.0126026,0.0125713,0.00446014,0.00515899,0.00452664
128,0.0120721,0.00413943,0.0134624,0.0104154,0.00638557,0.0113252,0,0.0109653,0.0133005,0.0141591,0.0149733,0.00897038,0.0047974,0.00289976,0.0183962,0.00615165,0.00450643,0.00579982,0.00594411,0.00623095,0.00467923,0.00573651,0,0.0175217,0,0.00760014,0.00550969,0.00430648
129,0.0123267,0.00421877,0.0133774,0.0101515,0.0065048,0.0111616,0,0.0108029,0.0131831,0.0136595,0.0152104,0.00871684,0.00479846,0.00284453,0.0175424,0.00601091,0.00418059,0.00595857,0.00489505,0.00609005,0.00464897,0.00551066,0,0.0167977,0,0.00783933,0.00581424,0.00445199
130,0.0126651,0.00429644,0.0133628,0.00998626,0.00742205,0.0111345,0,0.0111366,0.0131423,0.0130236,0.0152605,0.00872608,0.00482546,0.00275797,0.0189575,0.00599607,0.00662001,0.0089732,0.00580248,0.00809659,0.00686718,0.00786039,0.014286,0.0113097,0.0117609,0.0053072,0.0056317,0.00451092
131,0.0128236,0.00419625,0.0133841,0.0101954,0.0075634,0.0109589,0,0.0116924,0.0134994,0.0134643,0.0154804,0.00857261,0.00480445,0.00326774,0.0187311,0.00578101,0.00663075,0.00868276,0.00549051,0.0077108,0.00666578,0.00747503,0.013826,0.0109509,0.0114924,0.00544672,0.00568965,0.00441033
132,0.0127547,0.00406697,0.0153646,0.0116169,0.00759571,0.0110921,0,0.0118628,0.0137713,0.0134654,0.0149032,0.00734967,0,0.00393015,0.0183708,0.00563936,0.00651685,0.00872433,0.00547388,0.00743488,0.00646664,0.00716676,0.0131916,0.0104902,0.011141,0.00559061,0.0056114,0.00443725
133,0.0133661,0.00419594,0.0136774,0.0116891,0.00751497,0.0116034,0,0.0117384,0.0153683,0.0139521,0.0153242,0.00836621,0.00505872,0.00369934,0.0180389,0.00553911,0.00634184,0.0085762,0.00541451,0.00734372,0.00634587,0.00690948,0.0129051,0.0100038,0.0107946,0.00568033,0.00572171,0.00433999
134,0.0137739,0.0041515,0.0134737,0.0117148,0.00720821,0.0114421,0,0.0115182,0.0150084,0.0135421,0.0159619,0.00788162,0.00495131,0.00367749,0.0174036,0.0053751,0.00621842,0.00823816,0.00534187,0.00724012,0.00624374,0.00665278,0.0123728,0.00955172,0.0104869,0.00565306,0.00554765,0.00432197
135,0.0139115,0.00450571,0.0132149,0.0117167,0.00691626,0.0115456,0,0.0115292,0.0158639,0.0130533,0.0165263,0.00756904,0.00499904,0.00373563,0.0173062,0.00518479,0.00625309,0.00801668,0.00521944,0.00713543,0.00616476,0.00649634,0.0117443,0.00912098,0.0102889,0.00560979,0.00552249,0.00423311
136,0.0140536,0.00506254,0.0130215,0.0115446,0.00660799,0.0116902,0,0.0114831,0.0162821,0.0130911,0.0165518,0.00739181,0.00503687,0.00372517,0.0172534,0.00495413,0.00633509,0.00809269,0.00508096,0.00700158,0.00603872,0.00636032,0.0111783,0.00867975,0.0102747,0.0056865,0.00582009,0.00403963
137,0.0142542,0.00542653,0.0131491,0.0115413,0.00624496,0.0120218,0,0.0116015,0.0164676,0.0133408,0.0164357,0.00724574,0.00498541,0.00356969,0.0170794,0.00479791,0.00641641,0.0082923,0.00500515,0.00677478,0.00577458,0.00609644,0.0107576,0.00830011,0.0101046,0.00572581,0.00598083,0.0038802
138,0.0144432,0.00552894,0.0133302,0.0117749,0.00595437,0.0120612,0,0.0120463,0.0169879,0.0133675,0.0163014,0.00724802,0.0049444,0.00332088,0.0167116,0.00461585,0.00659664,0.00830369,0.00492218,0.00650265,0.00536037,0.00572624,0.0105028,0.00805394,0.00971209,0.00565019,0.00577892,0.00381485
139,0.0143379,0.00563774,0.0132417,0.0120703,0.00569428,0.0119641,0,0.0126804,0.0178814,0.0133295,0.0166681,0.00717807,0.00493496,0.00311242,0.016367,0.00435961,0.00697631,0.00820362,0.00449073,0.00633203,0.00487001,0.00537145,0.0101094,0.00778409,0.00923287,0.00573412,0.00620303,0.00348746
140,0.0143258,0.00562783,0.0130637,0.0120184,0.00575224,0.0120013,0,0.0128624,0.0176039,0.0139254,0.0169262,0.0070364,0.00494602,0.00296386,0.0160357,0.00419776,0.00745786,0.00828985,0.00433143,0.00638347,0.00446446,0.00520009,0.00970292,0.00754711,0.00892071,0.00564125,0.00640101,0.00322153
141,0.0146919,0.00549141,0.0127918,0.011676,0.0057241,0.0119599,0,0.0123726,0.0159035,0.0143629,0.0175407,0.00653049,0.00473846,0.00276358,0.0157933,0.00410593,0.00750633,0.00854752,0.00396551,0.0061815,0.00410729,0.0050101,0.0093337,0.007188,0.00846388,0.00540686,0.00599829,0.00314642
142,0.015005,0.00547077,0.0125465,0.0114161,0.00571988,0.0118972,0,0.0120805,0.0154405,0.0142307,0.0180733,0.00617129,0.00459832,0.00261136,0.015511,0.00414064,0.00758061,0.00887086,0.00378031,0.00593446,0.00381448,0.00474165,0.0092189,0.00685013,0.00807417,0.00512958,0.00548995,0.00313892
143,0.0155583,0.00558042,0.0123139,0.0114116,0.0057055,0.0121724,0,0.0123479,0.0161681,0.0143736,0.0184458,0.00612871,0.00464221,0.00251762,0.0152475,0.00407008,0.00805162,0.00917091,0.00380099,0.00589462,0.00362326,0.00463798,0.00923783,0.00659158,0.00765097,0.00510833,0.00599795,0.00274102
144,0.0157381,0.00573579,0.0121351,0.0114817,0.0056569,0.0124158,0,0.0129942,0.017456,0.0146675,0.0185947,0.00619617,0.00478835,0.0026178,0.0150973,0.0040012,0.00843226,0.00914001,0.00362934,0.00589084,0.00353142,0.00465417,0.00928014,0.00641688,0.00744501,0.00507993,0.00660515,0.00241015
145,0.0156429,0.00584806,0.0119974,0.0117556,0.00558488,0.0123534,0,0.0133463,0.0180864,0.0147434,0.0188328,0.00604713,0.0047728,0.00269148,0.0149369,0.00398964,0.00850179,0.00893275,0.00357193,0.00592284,0.00350549,0.00468348,0.00916697,0.0062238,0.00719392,0.00485912,0.00640328,0.00235539
146,0.0150077,0.00595412,0.0119497,0.0121594,0.00519687,0.0122737,0,0.0130972,0.0191365,0.0149861,0.0188429,0.00591581,0.00473666,0.00276011,0.0146798,0.00399074,0.00856077,0.00866315,0.00414726,0.0061004,0.00360092,0.00479601,0.00902123,0.0060941,0.00675675,0.0046094,0.00609309,0.00232236
147,0.0148341,0.00597802,0.0116185,0.0123613,0.00458832,0.0121596,0,0.0128264,0.0210055,0.0193773,0.0194262,0.00579593,0.00473384,0.00279847,0.013893,0.00397797,0.00853462,0.00874967,0.00479989,0.00616745,0.00381619,0.00487138,0.00880909,0.00606176,0.00615651,0.00446051,0.00584137,0.00231317
