Timestep,L_ASIS,L_Ankle_Lat,L_Heel,L_Knee_Lat,L_PSIS,L_Shank_Front,L_Shank_Rear,L_Shank_Upper,L_Thigh_Front,L_Thigh_Rear,L_Thigh_Upper,L_Toe_Lat,L_Toe_Med,L_Toe_Tip,R_ASIS,R_Ankle_Lat,R_Heel,R_Knee_Lat,R_PSIS,R_Shank_Front,R_Shank_Rear,R_Shank_Upper,R_Thigh_Front,R_Thigh_Rear,R_Thigh_Upper,R_Toe_Lat,R_Toe_Med,R_Toe_Tip
All Timesteps RMSE,0.00864094,0.00477563,0.00539557,0.00717564,0.00696012,0.0053321,0.00631528,0.00603532,0.00945679,0.00692999,0.0076918,0.00863924,0.00561709,0.00547612,0.00963262,0.0047595,0.00419484,0.005357,0.0127719,0.00379509,0.00464104,0.00445598,0.00882841,0.00628039,0.00679672,0.00629267,0.00440339,0.0036448
0,0.0101823,0.0104531,0.00566417,0.00498369,0.00782714,0.00685739,0.0117528,0.00860632,0.0142625,0.0104778,0.0148854,0.0100836,0.00769405,0.00921579,0.00508993,0.00335366,0.00208667,0.00191673,0.00711437,0.0057617,0.006066,0.0051295,0.0101226,0.00423124,0.00622986,0.00131325,0.00303502,0.00379142
1,0.0098606,0.0106779,0.00582078,0.00557748,0.00786872,0.00654493,0.0116502,0.00877471,0.0171304,0.0100451,0.0143472,0.010386,0.0080233,0.00934321,0.00503677,0.00303461,0.00177269,0.00130581,0.00614462,0.00551949,0.00592056,0.0050821,0.00975907,0.00399637,0.00564699,0.00126149,0.00301465,0.00402853
2,0.00940868,0.0106659,0.00574939,0.00586016,0.00754592,0.00625804,0.012127,0.0083317,0.0155098,0.0104327,0.0146481,0.010159,0.00795481,0.00931578,0.00510738,0.00301906,0.00157956,0.00123609,0.00594464,0.00531161,0.0058065,0.00499285,0.00936716,0.0038591,0.00553248,0.00128154,0.00296544,0.00422224
3,0.00903883,0.0106807,0.00580119,0.00585847,0.00752637,0.00609654,0.0125644,0.00799887,0.0145666,0.0108951,0.014608,0.00996128,0.00782601,0.00928637,0.00519337,0.00348338,0.001635,0.00144537,0.00609351,0.00514084,0.00570211,0.00499249,0.00904701,0.00365009,0.00532758,0.0012064,0.00292785,0.00443199
4,0.00880731,0.010863,0.00579093,0.00577034,0.00748436,0.00585792,0.0120669,0.00768276,0.0137163,0.0113859,0.0144542,0.00995133,0.00774292,0.00923464,0.00531971,0.00394785,0.00162858,0.00176444,0.00642253,0.00496965,0.00545336,0.00492748,0.00867373,0.00349975,0.00533921,0.00107465,0.00308035,0.00448598
5,0.00861791,0.0111578,0.00555817,0.00569953,0.00708293,0.00542596,0.0108857,0.00710844,0.0134672,0.0109321,0.0144906,0.00996497,0.00752183,0.00904818,0.00520115,0.00425504,0.00147312,0.00210991,0.00638319,0.00481274,0.00516727,0.00479571,0.00825663,0.00342749,0.00532337,0.00101399,0.00332778,0.00445073
6,0.00856932,0.0113136,0.00535158,0.00567751,0.00671263,0.00506931,0.0108191,0.00642091,0.0131877,0.0105383,0.0145449,0.00988591,0.0075252,0.00898385,0.00518199,0.00444912,0.00149138,0.00248376,0.00609936,0.00481647,0.00503713,0.00473823,0.00791055,0.00339818,0.00484109,0.000971464,0.00355405,0.00452995
7,0.00852122,0.011406,0.00519117,0.00546783,0.00659677,0.00481456,0.0108502,0.00598718,0.0128882,0.0104802,0.0144496,0.00982494,0.00761439,0.00896181,0.00542792,0.00463952,0.00156212,0.00279657,0.00583303,0.00489249,0.00497285,0.00473876,0.00757791,0.00330862,0.00458326,0.000986453,0.00376518,0.00460648
8,0.008269,0.0115252,0.00497122,0.00512401,0.0064772,0.00447582,0.00989357,0.00588878,0.0127245,0.010413,0.0142128,0.00978284,0.00763069,0.00885607,0.00573173,0.00508387,0.00171498,0.00309772,0.00597995,0.00493466,0.00495051,0.00483099,0.00729448,0.00318056,0.00432283,0.00114684,0.00397753,0.00473602
9,0.00802805,0.0115995,0.00483113,0.00483454,0.00634775,0.00435888,0.00935293,0.00604773,0.0124067,0.0107223,0.0138969,0.00972938,0.00762767,0.00883966,0.00615164,0.00569256,0.0018597,0.00345009,0.00616353,0.00485167,0.00491451,0.00487492,0.00701974,0.00302355,0.00426152,0.00139529,0.00431331,0.00486231
10,0.00774673,0.0116792,0.00463084,0.00481498,0.0062167,0.00429931,0.00900999,0.00603804,0.0123833,0.0103765,0.0139622,0.00954359,0.00748296,0.00875755,0.00673498,0.00608748,0.00186752,0.00383995,0.00617766,0.00478581,0.00490732,0.00499746,0.00673066,0.00303117,0.00419412,0.00183848,0.00472465,0.00486383
11,0.00752652,0.0119622,0.00439355,0.0048527,0.00637834,0.00457356,0.00838373,0.00602565,0.012258,0.010394,0.0140127,0.00944303,0.00738061,0.00872489,0.00728071,0.00623092,0.00186791,0.00417637,0.00646539,0.00482442,0.00489911,0.00517771,0.0063492,0.00314274,0.00413165,0.00233077,0.00505384,0.00490258
12,0.00766499,0.0121559,0.00417409,0.00475666,0.00577639,0.00450615,0.00877553,0.00590733,0.0122788,0.0101329,0.0140406,0.00925488,0.00729771,0.00877393,0.00753182,0.0066935,0.00183679,0.00448691,0.00641636,0.00498311,0.00495023,0.00542736,0.00601824,0.00322003,0.00388457,0.00279032,0.00545702,0.00497417
13,0.00765287,0.0120237,0.00387307,0.00456821,0.0056939,0.00446558,0.00886743,0.00595384,0.0121567,0.00988438,0.0140478,0.00910918,0.00734024,0.00877155,0.00769446,0.00720671,0.00184396,0.00480453,0.00631948,0.00511553,0.0050046,0.00569972,0.00584743,0.00335395,0.0037434,0.00338633,0.00597493,0.00494351
14,0.0077136,0.0123547,0.00364468,0.00441097,0.00583281,0.00439448,0.00902655,0.00600842,0.0120826,0.00979473,0.013994,0.00895194,0.00740502,0.00888993,0.00795545,0.0075696,0.00201214,0.00507703,0.00609623,0.00518028,0.00508295,0.00599156,0.00591245,0.00354355,0.00380601,0.00373115,0.00634064,0.00494776
15,0.0076155,0.012747,0.00348305,0.0043984,0.00609095,0.00432699,0.00858614,0.00606681,0.0120082,0.00970922,0.013967,0.00893881,0.00717479,0.00885291,0.00825322,0.00778191,0.00218319,0.00540095,0.00611043,0.00523039,0.00518193,0.00630074,0.00583829,0.00361978,0.00421646,0.00380022,0.00652444,0.00515132
16,0.00747322,0.0125243,0.0034741,0.00451411,0.0057915,0.00414267,0.00858859,0.00612828,0.011964,0.00942951,0.0138231,0.00876758,0.00704318,0.00878664,0.00854385,0.00787313,0.00229174,0.00573525,0.00601863,0.00533634,0.00537248,0.00663941,0.00573458,0.00377034,0.00438711,0.00417025,0.0068732,0.00509356
17,0.00737657,0.0119946,0.00355773,0.00453526,0.00572659,0.00415252,0.00869768,0.0063992,0.0118713,0.00939306,0.0136808,0.00866045,0.00700727,0.00871604,0.00910322,0.00773519,0.00249392,0.00600442,0.00617051,0.00556242,0.00559064,0.0069636,0.00568099,0.00390439,0.00460624,0.0045706,0.00699194,0.00511881
18,0.00720705,0.0118689,0.00346646,0.00431964,0.00571738,0.0040612,0.00867531,0.00643381,0.0116923,0.00938434,0.0135171,0.00845503,0.0069519,0.00865052,0.00972519,0.00789585,0.00270292,0.00629832,0.00644524,0.00594525,0.00591204,0.0073363,0.00572612,0.00403399,0.00473526,0.00466676,0.00712103,0.00533131
19,0.00715791,0.0117728,0.0032934,0.00411609,0.0054674,0.00392071,0.00905535,0.00616755,0.0116328,0.00909144,0.0133687,0.00817322,0.00691074,0.00862002,0.010041,0.0080172,0.00294425,0.00662403,0.00652278,0.00632867,0.00633587,0.00768461,0.00605243,0.00410918,0.00457105,0.00488844,0.00729438,0.00516484
20,0.00716841,0.0115121,0.00321772,0.00385761,0.00528527,0.0038096,0.0101117,0.00586903,0.0113364,0.00883473,0.0131169,0.00794637,0.00691895,0.00866455,0.0102336,0.00799074,0.00308147,0.00686286,0.00636472,0.0067157,0.00687748,0.00804557,0.00621051,0.00422974,0.00459496,0.00510129,0.00765193,0.00491683
21,0.00717853,0.0112485,0.00315291,0.00366491,0.00521803,0.00358689,0.0107875,0.00567139,0.0110137,0.00867977,0.012757,0.00780111,0.00688613,0.00863711,0.0101352,0.008074,0.00315834,0.00692048,0.00604658,0.00714592,0.00744276,0.00843468,0.005014,0.00440941,0.00492435,0.00494161,0.00789908,0.00508685
22,0.00721805,0.0110436,0.00309042,0.00360293,0.0052564,0.00333386,0.0109991,0.00547087,0.010954,0.00854715,0.0125344,0.00762849,0.00679925,0.00854939,0.00978692,0.00756208,0.00353676,0.00688071,0.00604247,0.00743836,0.00793127,0.00887386,0.00352095,0.00474291,0.00524562,0.00460443,0.0076333,0.00511352
23,0.00721885,0.010877,0.00301348,0.00358622,0.00541598,0.00329711,0.0109315,0.00523045,0.010889,0.00844792,0.0124127,0.00740253,0.00670335,0.0084343,0.0100712,0.00691023,0.00385318,0.00712484,0.00633751,0.00759439,0.00837556,0.00932324,0.00331189,0.00475435,0.00517757,0.00451138,0.00713222,0.00476221
24,0.00724667,0.0107262,0.00297157,0.00337937,0.00503888,0.00332557,0.0110157,0.00505375,0.0109601,0.0084456,0.0122121,0.00716669,0.00663774,0.00836129,0.0105887,0.00652275,0.00392303,0.00721686,0.00668208,0.00766153,0.00883945,0.00953337,0.00399899,0.00464441,0.00505806,0.00433082,0.00674404,0.00438558
25,0.00727627,0.0105472,0.00292248,0.00319801,0.00472479,0.00333344,0.0112042,0.00498208,0.0109889,0.00839215,0.0120054,0.00692716,0.00658032,0.00830891,0.010305,0.00647619,0.00409912,0.00740344,0.00677617,0.00770084,0.00935735,0.00988593,0.00377965,0.00477026,0.00531756,0.00391639,0.00633464,0.00464354
26,0.00727747,0.0104064,0.00288351,0.00324097,0.00582326,0.00318622,0.011527,0.00498093,0.0108012,0.00820882,0.0120621,0.00681577,0.00659653,0.0082755,0.0101318,0.00592485,0.00423907,0.00758518,0.00649273,0.007668,0.00976883,0.0101731,0.00468096,0.00480922,0.00554788,0.00391503,0.00595488,0.0048441
27,0.00730646,0.0102513,0.0028421,0.00329688,0.00600551,0.00292417,0.0114974,0.0049496,0.0104408,0.00801298,0.0121918,0.00668584,0.00661229,0.00816664,0.0100387,0.0049513,0.0043389,0.00754477,0.00672098,0.00776504,0.00996705,0.0102444,0.00511508,0.00483755,0.00557664,0.00409535,0.0055947,0.00459248
28,0.00717654,0.0101669,0.00262631,0.00317113,0.00514353,0.00265076,0.0101972,0.0050835,0.0100588,0.00782878,0.0119396,0.00646629,0.00637955,0.00793387,0.00985974,0.00395683,0.00450826,0.00748987,0.00690095,0.00748335,0.00996383,0.0101471,0.00557252,0.00486115,0.00553993,0.0044309,0.00519299,0.00421274
29,0.00683373,0.0103131,0.00220458,0.00282329,0.00534562,0.00273939,0.00772395,0.00551999,0.010152,0.00761729,0.0113137,0.00633641,0.0062233,0.00762271,0.00976241,0.00324692,0.00460054,0.00753582,0.00702381,0.0069832,0.00976248,0.00997155,0.00611664,0.0050016,0.00561032,0.00479226,0.00507261,0.00380609
30,0.0066045,0.0103403,0.00196411,0.00257082,0.00546008,0.00301708,0.00714755,0.00574301,0.0100538,0.00726156,0.0110348,0.00610372,0.00607008,0.00749813,0.00970954,0.00269052,0.00448347,0.00762656,0.00729168,0.00666703,0.00941013,0.00976844,0.00724429,0.00499325,0.00573238,0.00513786,0.00501176,0.00346524
31,0.00665492,0.0103521,0.00188818,0.00248974,0.0053949,0.00302573,0.00770037,0.00561522,0.00986869,0.00694391,0.0109646,0.00576766,0.00584835,0.00755696,0.00955477,0.00182307,0.00420528,0.00777323,0.00704509,0.00641709,0.00888233,0.00939135,0.00817228,0.00496332,0.00581189,0.00548697,0.00492365,0.00324755
32,0.00680805,0.0103387,0.00189164,0.00249219,0.00561125,0.00276302,0.00934084,0.00517747,0.00980863,0.00687415,0.0108086,0.00543066,0.00579969,0.00768624,0.00944546,0.00113114,0.003843,0.00797967,0.007223,0.00620665,0.00821503,0.00892826,0.00841013,0.00512333,0.00593377,0.00605637,0.00481625,0.00351906
33,0.00669454,0.0101385,0.00167024,0.00241259,0.00592415,0.00277272,0.00905161,0.00508871,0.00981049,0.00674984,0.0104109,0.0052524,0.00561799,0.00754578,0.0095342,0.000609322,0.00355387,0.0080065,0.00704186,0.00595025,0.00743922,0.0082825,0.00803617,0.00523682,0.00593539,0.00653555,0.00474174,0.00377424
34,0.00667897,0.0101901,0.00170314,0.00242287,0.00625252,0.00254467,0.0102105,0.00477848,0.00975332,0.00662129,0.0101706,0.0051121,0.00566712,0.00765352,0.00961293,0.000390762,0.00332779,0.00796811,0.00741797,0.00577649,0.00664218,0.00756182,0.00791389,0.00525948,0.00600482,0.0069252,0.00487104,0.00383844
35,0.0065981,0.0102217,0.00164256,0.00241079,0.00618205,0.00246647,0.0100936,0.00467011,0.00945872,0.00646396,0.00990914,0.00492634,0.00558781,0.00759388,0.00962636,0.000819575,0.00299132,0.00784403,0.0075655,0.00554614,0.00566978,0.00691959,0.00756564,0.00534265,0.00605557,0.0071611,0.00514782,0.00369002
36,0.00642196,0.010181,0.00154062,0.00238163,0.00570126,0.00247113,0.00846402,0.00501612,0.00917417,0.00615427,0.0096237,0.00473417,0.00538607,0.00734791,0.0095898,0.00134647,0.00271411,0.00772211,0.00732733,0.00514903,0.00462369,0.00626221,0.00716533,0.00536412,0.00599364,0.00732531,0.00566594,0.00324986
37,0.00641774,0.00989264,0.00165586,0.00249358,0.00575376,0.00223465,0.00838168,0.00569232,0.00921163,0.00576335,0.0094274,0.00457199,0.00539754,0.00727993,0.00956453,0.00182593,0.00247627,0.00772948,0.00680256,0.00465362,0.0037649,0.00550993,0.00714342,0.0052754,0.00588501,0.007615,0.00578087,0.00328578
38,0.0062887,0.00992397,0.00173823,0.00235435,0.00570945,0.00237627,0.00678432,0.00606806,0.0090725,0.0055325,0.00904264,0.0044951,0.00503827,0.00702688,0.00953213,0.00204433,0.00219577,0.00771812,0.00688637,0.00429694,0.00298609,0.00462153,0.00724145,0.00533455,0.00592801,0.00828028,0.00530118,0.00428846
39,0.00608457,0.00989002,0.00182156,0.00222181,0.00600046,0.00253832,0.00582889,0.00596693,0.00844359,0.00537055,0.00867486,0.00435448,0.00482442,0.00677697,0.00961101,0.00235813,0.00193775,0.00757471,0.00662564,0.00386471,0.00229006,0.00383819,0.00666298,0.00547727,0.00597176,0.00870099,0.00537704,0.00465257
40,0.00603071,0.00958587,0.00190528,0.00222033,0.00623711,0.00244613,0.00572796,0.00566392,0.00797425,0.00512792,0.00857776,0.00422757,0.00474124,0.00670882,0.00958976,0.00274223,0.00166701,0.0074638,0.00643757,0.00337188,0.00182003,0.00307006,0.00627327,0.00554804,0.00598801,0.00889755,0.00555909,0.004683
41,0.00609525,0.00914684,0.00194731,0.00227125,0.00643318,0.00219871,0.00676702,0.00526457,0.00779886,0.00487418,0.00854328,0.00401,0.00482254,0.00673307,0.00958988,0.00307717,0.0016366,0.00731916,0.00595198,0.00287097,0.00159208,0.00244379,0.00635932,0.0054426,0.00590487,0.00911872,0.00555628,0.00486567
42,0.00611941,0.00883815,0.00193192,0.00205607,0.00620974,0.00203833,0.00755386,0.00509162,0.00792662,0.00486994,0.00823468,0.00376253,0.00468829,0.00668564,0.00944618,0.00337998,0.00168965,0.00729155,0.00642637,0.00244884,0.00191747,0.00186152,0.00645296,0.00559024,0.00601397,0.00937055,0.00535114,0.0053002
43,0.00611927,0.0086479,0.00201873,0.0017871,0.00583787,0.0020773,0.00754469,0.00511787,0.00832387,0.00467235,0.00786477,0.0035888,0.00447088,0.00656778,0.00925285,0.00367086,0.00161226,0.00721767,0.00669119,0.00200721,0.00232857,0.00148664,0.00603518,0.00579935,0.00603491,0.00941395,0.00550387,0.00527582
44,0.00593767,0.00844581,0.00229015,0.00160207,0.00548161,0.00242034,0.00675744,0.00525226,0.0079365,0.00446232,0.00768631,0.00357909,0.00441874,0.0064057,0.00896047,0.00395116,0.00157047,0.00706581,0.00720217,0.00155881,0.00291826,0.00149241,0.00589278,0.00596766,0.00614972,0.00952447,0.0056364,0.00531087
45,0.00553928,0.00829678,0.00280419,0.00171397,0.00513,0.00249014,0.0057331,0.00549935,0.00597745,0.00439646,0.00764305,0.00367684,0.00425676,0.00622874,0.00885198,0.00417028,0.00157044,0.00681647,0.00718023,0.00113193,0.00344142,0.00183076,0.00593658,0.00592929,0.00620357,0.00956204,0.00558717,0.00544398
46,0.00547667,0.0079838,0.00305912,0.00209862,0.0046492,0.0023638,0.00576464,0.00551153,0.00504366,0.00425689,0.00758122,0.00374757,0.00411458,0.00613377,0.00882033,0.00438,0.00158312,0.00654967,0.00633091,0.000759648,0.00407683,0.00239282,0.00592149,0.00575159,0.00604645,0.00960973,0.00576784,0.00540178
47,0.00547908,0.0078255,0.00337533,0.00242147,0.0049089,0.00228509,0.00535207,0.00553687,0.00480969,0.00389591,0.00737627,0.00385812,0.00385464,0.00591743,0.00899433,0.00456779,0.00167863,0.00627223,0.00534308,0.000599162,0.00470579,0.00311078,0.00555006,0.0056638,0.00586112,0.0100047,0.00616478,0.00538348
48,0.00557161,0.00763314,0.00367477,0.00246071,0.0053696,0.0021096,0.00524586,0.00556533,0.00454322,0.00370478,0.00696814,0.00396361,0.00374681,0.00576144,0.00882243,0.00476755,0.00163012,0.00618901,0.00579398,0.000827616,0.00529508,0.00372581,0.00533515,0.00600465,0.00612582,0.0101072,0.00612242,0.0055844
49,0.00552856,0.00731714,0.00407175,0.00267735,0.00489321,0.0018837,0.00517889,0.00544591,0.00416976,0.00348755,0.00636819,0.00412637,0.00384059,0.00579115,0.00867836,0.00507255,0.00131149,0.00606444,0.00603074,0.00115942,0.00584955,0.00428695,0.00523033,0.00613424,0.00628742,0.00988329,0.00560654,0.00591498
50,0.00549113,0.00702292,0.00429945,0.0031027,0.00419617,0.00185006,0.0052128,0.00530941,0.00381783,0.00321479,0.0059819,0.00434276,0.00405206,0.00577948,0.008362,0.00519656,0.00111778,0.00608371,0.00666422,0.00152805,0.00637477,0.00481498,0.00549098,0.00616679,0.00633777,0.00994595,0.00587028,0.00581436
51,0.00543975,0.00688602,0.00455287,0.00319024,0.0039219,0.00184692,0.00503846,0.00515659,0.00356738,0.00286611,0.00578754,0.00449149,0.00407458,0.00563001,0.00832231,0.00518283,0.00119776,0.00602787,0.0067789,0.00223839,0.00696062,0.0053132,0.00542417,0.00627858,0.00632981,0.00994802,0.00611675,0.00559717
52,0.00553155,0.00663657,0.00447136,0.0032329,0.00435247,0.00159602,0.00563701,0.0048958,0.00345223,0.00280578,0.00562547,0.00461289,0.00389178,0.00561334,0.00849288,0.00522636,0.00140677,0.00578302,0.00586423,0.00224478,0.00731985,0.00571275,0.00534966,0.00633218,0.0061488,0.00989537,0.00596352,0.00576539
53,0.00560397,0.00641987,0.00443235,0.0033798,0.00440226,0.00127425,0.00604161,0.00462879,0.00320418,0.002807,0.00527329,0.00474956,0.00351156,0.00559139,0.00859073,0.00533146,0.00148229,0.00559425,0.00527912,0.00229581,0.00767531,0.00602387,0.0053672,0.00629974,0.00596387,0.0101453,0.00573788,0.0063157
54,0.00576945,0.0062102,0.00449267,0.00359749,0.00401208,0.00117115,0.00606764,0.00439069,0.00296653,0.00274383,0.00475843,0.00495359,0.00342229,0.00555511,0.00837375,0.00536129,0.00161523,0.00551323,0.00602766,0.00241483,0.00797261,0.00619029,0.00571244,0.00632672,0.00597312,0.0103607,0.00615034,0.00631521
55,0.00571869,0.00611591,0.00461029,0.00366341,0.00404853,0.00118031,0.00556426,0.0042053,0.00304082,0.00264837,0.00479705,0.00506193,0.0033046,0.00547205,0.00843549,0.00533575,0.00169971,0.00534315,0.00592386,0.00248495,0.00812727,0.00631006,0.00586979,0.00624281,0.00588977,0.0101463,0.00638731,0.00591971
56,0.0057963,0.00603261,0.0046814,0.00361337,0.00443683,0.0013806,0.0047845,0.00418402,0.00341619,0.00260234,0.00467841,0.00515897,0.00330396,0.00530182,0.00849697,0.0055373,0.00157527,0.00523457,0.00657691,0.00255612,0.00823184,0.00639259,0.00599211,0.00630056,0.00590579,0.0101634,0.00599615,0.00590871
57,0.00574012,0.00558254,0.00461942,0.00395455,0.00438321,0.00149622,0.00637143,0.00389311,0.00322813,0.00262201,0.00443206,0.0055545,0.00337995,0.0053772,0.00866454,0.00578102,0.00155711,0.00506451,0.00680062,0.00260997,0.00824875,0.00640536,0.00594833,0.00633165,0.00588688,0.0102377,0.00575387,0.00585062
58,0.00551342,0.00537488,0.00477142,0.00436729,0.00405909,0.00162407,0.00646808,0.00375208,0.00328659,0.00264605,0.00404546,0.00592862,0.00328582,0.00535986,0.00895456,0.00591762,0.0018893,0.00482499,0.00664612,0.00256599,0.00802149,0.00632013,0.0057936,0.00625642,0.00573357,0.00998263,0.00553454,0.00527658
59,0.00530269,0.00533848,0.0048746,0.00464148,0.00406703,0.00171484,0.00632426,0.00370344,0.0030872,0.00258391,0.00395394,0.00615372,0.0033726,0.00531876,0.00912305,0.00591868,0.00228015,0.00469919,0.0064412,0.00246014,0.00778262,0.00620944,0.00578119,0.00615243,0.00558839,0.00971279,0.00540966,0.00486724
60,0.00516051,0.00544631,0.00505223,0.00479893,0.0042722,0.00173408,0.00456769,0.00373291,0.00330329,0.00250486,0.00444092,0.00624549,0.00323802,0.00507908,0.00927831,0.00586168,0.00235612,0.00467334,0.00629397,0.00238194,0.0077633,0.00614175,0.00587991,0.00605707,0.00553527,0.00973236,0.00545502,0.00502478
61,0.00513099,0.00553163,0.00522747,0.00479256,0.004593,0.00177321,0.00361609,0.0037822,0.00316435,0.0026132,0.00474638,0.00633107,0.00309901,0.00500182,0.00947116,0.0059553,0.00231749,0.00465061,0.00616801,0.0022565,0.00744799,0.00604392,0.00586691,0.00591532,0.00546604,0.0101227,0.00505945,0.00543688
62,0.00527764,0.00532999,0.0053186,0.00490534,0.00476832,0.00171518,0.00456696,0.00370537,0.00283359,0.00268811,0.00468741,0.00658953,0.00310629,0.00515945,0.00968714,0.00613814,0.00239487,0.00475173,0.00619549,0.00212597,0.00699744,0.00602118,0.00577759,0.00587604,0.00538664,0.0106197,0.00511171,0.00568577
63,0.00537541,0.00533673,0.00557823,0.00499132,0.00464702,0.00164774,0.00403357,0.00364341,0.0029289,0.00262266,0.00452606,0.00677064,0.00300955,0.00506617,0.00989472,0.00614799,0.00227163,0.00492165,0.00621132,0.00209321,0.00697181,0.00601927,0.0057178,0.00586419,0.00532918,0.0105123,0.00535392,0.00588585
64,0.0054137,0.00506665,0.00536194,0.00510365,0.00442892,0.00188836,0.00592741,0.00348839,0.00263959,0.00263628,0.0045024,0.00686455,0.00323428,0.0052102,0.0100397,0.0062418,0.00231867,0.00513377,0.006343,0.00204586,0.00697132,0.00589527,0.00560758,0.00582713,0.00526498,0.0103204,0.00540536,0.00598651
65,0.00538159,0.00480654,0.0052225,0.00527613,0.00444571,0.00213071,0.00731502,0.00322042,0.00301129,0.00257351,0.00455403,0.00700176,0.00358632,0.00521987,0.0101496,0.00626527,0.00236869,0.00535859,0.00644332,0.00191857,0.00666092,0.00569705,0.00556065,0.00575434,0.00518321,0.0104304,0.00549961,0.00588911
66,0.00533982,0.00462694,0.00524221,0.00564763,0.00446516,0.0023484,0.00729001,0.00290918,0.00410291,0.00250247,0.00455081,0.00717872,0.00360621,0.00510833,0.0103795,0.0062558,0.00255517,0.00570829,0.00645123,0.0017702,0.00653928,0.00553603,0.00556298,0.0056638,0.00508647,0.0105684,0.00575321,0.00579362
67,0.00531726,0.00457861,0.00536329,0.00581986,0.00442534,0.00238051,0.00664165,0.00287611,0.00469834,0.00252268,0.00457394,0.00723509,0.00347843,0.00496626,0.0106302,0.00628229,0.00276579,0.00601964,0.00640575,0.00166193,0.00637796,0.00545175,0.00553968,0.00558107,0.00507574,0.0105276,0.0055655,0.00577656
68,0.00524094,0.00461632,0.00561925,0.00563277,0.00445637,0.00233138,0.00512201,0.00311301,0.00448352,0.0027164,0.00460934,0.0071804,0.00326724,0.00479446,0.0109977,0.00634046,0.00300128,0.00626607,0.0064653,0.00143789,0.00632074,0.00533123,0.00547176,0.00562223,0.00510945,0.0105385,0.00548428,0.00578755
69,0.00509909,0.00454614,0.00604666,0.00558557,0.0044891,0.0021795,0.00326501,0.00323143,0.00481916,0.0029106,0.00471309,0.00730819,0.00307959,0.00453553,0.0114104,0.00629956,0.00320519,0.00652777,0.00649974,0.00129615,0.00632965,0.00540845,0.00564305,0.00575219,0.00524804,0.0105878,0.00580258,0.00566193
70,0.0052473,0.00422049,0.00594814,0.0058268,0.00448752,0.00246664,0.00420671,0.0031624,0.00493968,0.00305645,0.00461365,0.00757275,0.00316343,0.00453782,0.0116827,0.00621952,0.00356497,0.0067772,0.00632629,0.00128989,0.00629038,0.00564763,0.00590381,0.00591862,0.00549661,0.0104606,0.00607332,0.00547119
71,0.00556322,0.00412965,0.0058492,0.00592438,0.00467868,0.00257064,0.00495725,0.0032019,0.00468526,0.00312626,0.00444846,0.00768025,0.00320695,0.00455219,0.0117629,0.00622409,0.00381653,0.00702799,0.0065724,0.00129426,0.00615518,0.0058866,0.00626897,0.00622795,0.00583066,0.0103097,0.00616274,0.00520777
72,0.00562844,0.00413127,0.00608259,0.00575574,0.00472021,0.00245544,0.00392537,0.00338779,0.00436344,0.00301031,0.00446097,0.0074793,0.00316348,0.00456533,0.0119738,0.00622428,0.00410197,0.00732666,0.006572,0.00131914,0.00595318,0.00600612,0.00663503,0.00642835,0.00616943,0.0100776,0.00631885,0.00483073
73,0.00570927,0.00429096,0.00661183,0.00548487,0.00460929,0.00222212,0.00234562,0.00361057,0.00422656,0.00305811,0.00456552,0.00742443,0.00297122,0.00434737,0.0122591,0.00615479,0.00459919,0.00763451,0.00671815,0.00138273,0.00583546,0.00601908,0.00705278,0.0066983,0.00648786,0.00979198,0.00642875,0.00446992
74,0.00554407,0.00432816,0.00698393,0.00555464,0.00438969,0.00217806,0.00280476,0.00348501,0.00413594,0.00320503,0.00469972,0.00743892,0.00281895,0.00419075,0.0126668,0.00605946,0.00501954,0.00793924,0.00633142,0.00156462,0.00552019,0.00599224,0.00711278,0.00716526,0.00691818,0.00935551,0.00587421,0.00439131
75,0.00537934,0.00427006,0.00717873,0.00573032,0.00435576,0.00220004,0.00332574,0.00294441,0.00403265,0.00350118,0.00476009,0.00742205,0.00272401,0.00410186,0.0130618,0.00622009,0.00515958,0.00812533,0.00624446,0.00174407,0.00514406,0.00586886,0.00672046,0.00765654,0.00742178,0.00911302,0.00513666,0.0043728
76,0.00525911,0.00423952,0.00738539,0.00566029,0.00425423,0.00217705,0.00407309,0.00232099,0.00412385,0.00369199,0.00488517,0.00743159,0.00268834,0.00399726,0.0134464,0.00631417,0.00529652,0.00828642,0.00627441,0.00197694,0.00474797,0.0057687,0.00677473,0.00823521,0.00797588,0.00912424,0.00543444,0.00422709
77,0.00521213,0.00426098,0.00742308,0.00533862,0.00423406,0.0021007,0.00453151,0.00188039,0.00460916,0.00381738,0.00502611,0.00735233,0.00265584,0.00392122,0.0138042,0.00623791,0.00577387,0.00856105,0.00624426,0.00233149,0.00433426,0.00568371,0.00754629,0.00873787,0.00851628,0.00906784,0.00595535,0.00416867
78,0.00543041,0.00415507,0.00644614,0.00537915,0.00429868,0.00260201,0.00248526,0.00200816,0.00504923,0.00399149,0.00508087,0.00718784,0.00289049,0.00421417,0.0141478,0.00623212,0.00585552,0.00905812,0.00618453,0.00284762,0.00394387,0.00569796,0.00826262,0.0088169,0.00887951,0.00894011,0.00590618,0.00411498
