time,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,pos_arm_flex_r,pos_arm_add_r,pos_arm_rot_r,pos_elbow_flex_r,pos_pro_sup_r,pos_wrist_flex_r,pos_wrist_dev_r,pos_arm_flex_l,pos_arm_add_l,pos_arm_rot_l,pos_elbow_flex_l,pos_pro_sup_l,pos_wrist_flex_l,pos_wrist_dev_l,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation,vel_arm_flex_r,vel_arm_add_r,vel_arm_rot_r,vel_elbow_flex_r,vel_pro_sup_r,vel_wrist_flex_r,vel_wrist_dev_r,vel_arm_flex_l,vel_arm_add_l,vel_arm_rot_l,vel_elbow_flex_l,vel_pro_sup_l,vel_wrist_flex_l,vel_wrist_dev_l,tau_pelvis_tilt,tau_pelvis_list,tau_pelvis_rotation,tau_pelvis_tx,tau_pelvis_ty,tau_pelvis_tz,tau_hip_flexion_r,tau_hip_adduction_r,tau_hip_rotation_r,tau_knee_angle_r,tau_ankle_angle_r,tau_subtalar_angle_r,tau_mtp_angle_r,tau_hip_flexion_l,tau_hip_adduction_l,tau_hip_rotation_l,tau_knee_angle_l,tau_ankle_angle_l,tau_subtalar_angle_l,tau_mtp_angle_l,tau_lumbar_extension,tau_lumbar_bending,tau_lumbar_rotation,tau_arm_flex_r,tau_arm_add_r,tau_arm_rot_r,tau_elbow_flex_r,tau_pro_sup_r,tau_wrist_flex_r,tau_wrist_dev_r,tau_arm_flex_l,tau_arm_add_l,tau_arm_rot_l,tau_elbow_flex_l,tau_pro_sup_l,tau_wrist_flex_l,tau_wrist_dev_l,acc_pelvis_tilt,acc_pelvis_list,acc_pelvis_rotation,acc_pelvis_tx,acc_pelvis_ty,acc_pelvis_tz,acc_hip_flexion_r,acc_hip_adduction_r,acc_hip_rotation_r,acc_knee_angle_r,acc_ankle_angle_r,acc_subtalar_angle_r,acc_mtp_angle_r,acc_hip_flexion_l,acc_hip_adduction_l,acc_hip_rotation_l,acc_knee_angle_l,acc_ankle_angle_l,acc_subtalar_angle_l,acc_mtp_angle_l,acc_lumbar_extension,acc_lumbar_bending,acc_lumbar_rotation,acc_arm_flex_r,acc_arm_add_r,acc_arm_rot_r,acc_elbow_flex_r,acc_pro_sup_r,acc_wrist_flex_r,acc_wrist_dev_r,acc_arm_flex_l,acc_arm_add_l,acc_arm_rot_l,acc_elbow_flex_l,acc_pro_sup_l,acc_wrist_flex_l,acc_wrist_dev_l,missing_grf_data,missing_grf_reason,calcn_r_probably_contacting_ground,calcn_l_probably_contacting_ground,calcn_r_contact_cop_x,calcn_r_contact_cop_y,calcn_r_contact_cop_z,calcn_r_contact_moment_x,calcn_r_contact_moment_y,calcn_r_contact_moment_z,calcn_r_contact_force_x,calcn_r_contact_force_y,calcn_r_contact_force_z,calcn_l_contact_cop_x,calcn_l_contact_cop_y,calcn_l_contact_cop_z,calcn_l_contact_moment_x,calcn_l_contact_moment_y,calcn_l_contact_moment_z,calcn_l_contact_force_x,calcn_l_contact_force_y,calcn_l_contact_force_z,marker_error_rms,marker_error_max,residual_norm
1.8,0.058131,-0.0334165,0.0712635,1.68362,1.01726,-0.241126,-0.0833271,0.0947317,-0.127708,0.157308,0.171086,0.0272976,-0.0028653,0.436031,-0.110479,-0.0934236,0.93349,0.0515405,-0.044863,0.00226426,-0.17959,0.0738744,0.0212865,0.0718247,-0.207591,-0.253913,0.887817,0.345695,0.00180393,0.00287048,-0.0777844,-0.228153,-0.039683,0.843644,0.937604,-0.000125259,-0.00320579,-0.022709,0.253444,-0.501914,1.11015,-0.0214755,0.0349084,-1.82428,-0.0877545,0.672222,-1.07004,0.483004,0,0,0.761836,0.504192,-0.975753,-5.23323,0.697564,0,0,-0.277086,-0.372587,0.78322,0.721138,-0.518769,0.734644,1.53113,0.155973,0,0,-0.950147,-0.137869,-0.995157,0.444638,0.07091,0,0,1.75989,1.68631,-1.77505,-2.33363,4.43066,-0.94648,15.2385,-42.3271,1.16442,-6.6332,-52.9645,12.7208,-0.0552282,4.17116,-0.433597,-0.404516,0.990734,1.33284,-0.443771,-0.241636,3.67637,-4.64835,-5.23148,0.237822,-0.639935,-0.138883,1.30042,0.015707,0.122776,-0.0143937,2.89693,-1.19357,-0.305721,1.91239,-0.0172776,0.11626,-0.135396,0.775648,-6.76266,-3.41162,0.250733,-2.42928,-0.449841,0.840886,4.63233,2.03194,1.80928,3.32168,0,0,-21.4413,-6.42816,-4.8473,-44.2703,-8.55078,0,0,-0.226741,8.34158,2.61183,-0.793478,-2.18098,-1.33701,-1.08635,0.31014,0,0,6.92135,6.48682,-0.496758,-10.0471,-0.298051,0,0,0,0,1,0,1.60898,0,-0.177849,0.0107208,-1.33095,0.0572534,-4.99626,620.271,-26.6822,0,0,0,0,0,0,0,0,0,0.00019979,0.0351391,5.92149
1.81,0.0579815,-0.0315583,0.0659032,1.69475,1.0168,-0.240822,-0.101486,0.0943174,-0.120783,0.146789,0.176248,0.0272976,-0.0028653,0.441505,-0.10608,-0.103666,0.87673,0.057661,-0.044863,0.00226426,-0.182383,0.0709827,0.0293798,0.0789567,-0.212997,-0.2467,0.903019,0.347286,0.00180393,0.00287048,-0.0865937,-0.228883,-0.0496843,0.847086,0.938283,-0.000125259,-0.00320579,-0.0149525,0.185818,-0.53603,1.11265,-0.0457683,0.03041,-1.81587,-0.0414312,0.692541,-1.05195,0.516221,0,0,0.547422,0.439911,-1.02423,-5.67594,0.612056,0,0,-0.279354,-0.289172,0.809338,0.713203,-0.540579,0.721274,1.52027,0.159075,0,0,-0.880934,-0.0730011,-1.00012,0.344167,0.0679295,0,0,2.35052,0.569086,-2.24304,-0.724022,3.40607,-1.16229,16.3276,-43.5782,0.380794,-4.53104,-55.8467,12.8171,-0.0552589,3.01927,-0.783004,0.410302,1.41285,1.43441,-0.534561,-0.260367,4.77926,-6.00334,-5.69372,0.23647,-0.674702,-0.172566,1.29997,0.0129626,0.117113,-0.0190774,2.90296,-1.05077,-0.241928,1.88974,-0.0150092,0.118614,-0.1246,0.400976,-5.44565,-2.40547,0.510881,-2.38644,-0.583426,0.951402,2.75432,0.276519,2.51376,4.24012,0,0,-22.4378,-2.41687,1.43522,-45.1574,-7.32133,0,0,0.856881,6.74938,1.14713,-1.17454,-1.3988,-1.85062,-2.66465,0.249088,0,0,6.8505,6.50137,0.179358,-11.6357,-0.52018,0,0,0,0,1,0,1.61236,0,-0.177558,0.00129137,-1.00254,0.0444701,-0.808259,627.481,-27.8334,0,0,0,0,0,0,0,0,0,0.000207629,0.0356423,4.93523
1.82,0.0578721,-0.0302447,0.0603023,1.70593,1.0161,-0.240576,-0.119549,0.0941785,-0.11383,0.136521,0.181834,0.0272976,-0.0028653,0.444735,-0.101923,-0.113765,0.815455,0.0630495,-0.044863,0.00226426,-0.185091,0.068766,0.0375879,0.0859713,-0.218542,-0.239673,0.917956,0.348902,0.00180393,0.00287048,-0.094718,-0.228963,-0.0596676,0.849364,0.938911,-0.000125259,-0.00320579,-0.0109428,0.131361,-0.560085,1.11776,-0.0696326,0.0245757,-1.80636,-0.013888,0.695306,-1.02681,0.558622,0,0,0.323044,0.415742,-1.00987,-6.12751,0.538843,0,0,-0.270785,-0.221678,0.82081,0.701458,-0.554567,0.702768,1.49362,0.161565,0,0,-0.812429,-0.00798738,-0.998331,0.22781,0.0627277,0,0,1.74957,-0.785834,-2.33715,-0.70143,3.12402,-0.666723,17.6297,-45.2879,-0.470142,-2.43013,-58.931,12.9117,-0.054824,1.06052,-1.51285,1.38415,2.17061,1.52863,-0.625033,-0.279694,5.62297,-7.88348,-6.29319,0.237706,-0.732141,-0.21442,1.30982,0.0101448,0.11202,-0.0249222,2.8955,-0.885965,-0.161227,1.87793,-0.0114644,0.124843,-0.113308,-0.103417,-3.87951,-1.00034,0.749856,-2.32572,-0.709005,1.60136,0.618271,-2.01168,3.99279,5.19464,0,0,-23.0248,1.88761,9.9614,-45.136,-6.30484,0,0,1.99602,4.78807,-0.893621,-1.48568,-0.382932,-2.25397,-4.2696,0.181131,0,0,6.48338,6.22898,0.896846,-12.4811,-0.655591,0,0,0,0,1,0,1.61554,0,-0.17729,-0.00367588,-0.606924,0.027694,3.86251,637.74,-29.1002,0,0,0,0,0,0,0,0,0,0.00021444,0.0361576,4.45386
1.83,0.0577523,-0.029319,0.0546015,1.71718,1.01517,-0.240401,-0.137453,0.0941014,-0.107078,0.126652,0.18794,0.0272976,-0.0028653,0.445663,-0.0975766,-0.122867,0.749666,0.0678074,-0.044863,0.00226426,-0.187599,0.067028,0.0457067,0.0928373,-0.224126,-0.23287,0.932465,0.350535,0.00180393,0.00287048,-0.102194,-0.22842,-0.0695612,0.850394,0.939472,-0.000125259,-0.00320579,-0.011977,0.0925661,-0.570088,1.12526,-0.0928899,0.0174857,-1.79034,-0.00770529,0.675189,-0.986881,0.610569,0,0,0.0927955,0.434618,-0.91026,-6.57887,0.475795,0,0,-0.250825,-0.173797,0.811873,0.686601,-0.558396,0.680228,1.45093,0.163377,0,0,-0.747595,0.0543024,-0.989363,0.102999,0.0561718,0,0,0.889373,-0.723703,-2.01473,-1.15585,3.31558,-0.424444,19.393,-47.0032,-1.35902,-0.357303,-62.3,13.0291,-0.05381,-1.38685,-2.82179,2.4161,3.22993,1.61132,-0.705919,-0.298652,6.41533,-9.52101,-6.83759,0.25381,-0.785795,-0.251826,1.3216,0.00745976,0.106828,-0.030012,2.88759,-0.75132,-0.0818009,1.88311,-0.00739296,0.133582,-0.10396,-0.406923,-2.24618,0.610386,0.978743,-2.22295,-0.820405,2.47471,-1.35632,-4.45106,6.09028,5.97037,0,0,-23.2924,5.68291,20.2186,-43.4501,-5.68802,0,0,2.8879,2.81236,-3.1539,-1.67725,0.777677,-2.55297,-5.98575,0.0922495,0,0,5.99718,5.63851,1.88019,-12.7232,-0.839842,0,0,0,0,1,0,1.61853,0,-0.177044,-0.0024738,-0.177315,0.00829502,9.08616,651.271,-30.4672,0,0,0,0,0,0,0,0,0,0.000220257,0.0365788,4.22884
1.84,0.0575918,-0.028618,0.0489616,1.72853,1.01402,-0.240308,-0.155109,0.0938887,-0.100771,0.117392,0.194643,0.0272976,-0.0028653,0.444262,-0.0926621,-0.129948,0.679533,0.0719966,-0.044863,0.00226426,-0.189819,0.0655712,0.05351,0.0995356,-0.229633,-0.226323,0.946376,0.352178,0.00180393,0.00287048,-0.10907,-0.227313,-0.0792668,0.850151,0.93995,-0.000125259,-0.00320579,-0.0160462,0.0701043,-0.563984,1.13505,-0.115119,0.0092816,-1.7656,-0.0212685,0.630679,-0.925978,0.670272,0,0,-0.140128,0.491447,-0.708073,-7.01337,0.418914,0,0,-0.221946,-0.145673,0.780334,0.669829,-0.550619,0.654698,1.39107,0.164299,0,0,-0.687623,0.110687,-0.970561,-0.0242328,0.0477734,0,0,0.224069,0.275955,-1.39581,-2.53854,4.93991,-1.15866,21.6062,-48.5836,-2.25353,1.68248,-66.0491,13.184,-0.0522375,-4.04396,-4.26732,3.25438,4.58384,1.67129,-0.752345,-0.31582,7.28418,-10.9664,-7.24073,0.285871,-0.811142,-0.278288,1.33379,0.00505625,0.101375,-0.0336072,2.86308,-0.711,-0.024217,1.89353,-0.00386719,0.141573,-0.0975401,-0.390445,-0.784621,2.19915,1.18014,-2.05469,-0.907282,3.43051,-2.85745,-6.68273,8.66729,6.39485,-4.60867e-09,1.18993e-10,-23.0877,8.27798,31.2503,-39.2114,-5.52672,-9.19667e-09,-1.1267e-10,3.38919,1.06973,-5.2902,-1.70415,2.02101,-2.80647,-7.87452,-0.0144231,4.01966e-10,-3.714e-10,5.54933,4.76,3.07691,-12.6593,-1.11566,2.45727e-10,-6.17735e-11,0,0,1,0,1.62141,0,-0.176828,0.00576078,0.258986,-0.0123737,14.8664,668.344,-31.9319,0,0,0,0,0,0,0,0,0,0.000224678,0.0368211,5.85354
1.85,0.0573923,-0.0279954,0.0435417,1.74,1.01267,-0.240306,-0.172422,0.0933903,-0.0951324,0.108999,0.201985,0.0272976,-0.0028653,0.440552,-0.0869199,-0.133904,0.605478,0.075633,-0.044863,0.00226426,-0.191699,0.0642215,0.0607843,0.106063,-0.234937,-0.220057,0.959499,0.35382,0.00180393,0.00287048,-0.115392,-0.22573,-0.0886647,0.848643,0.940316,-0.000125259,-0.00320579,-0.0199506,0.0622581,-0.541993,1.14685,-0.135666,0.000208784,-1.73129,-0.049843,0.563852,-0.839305,0.734221,-4.60867e-11,1.18993e-12,-0.371005,0.574227,-0.395571,-7.40548,0.363647,-9.19667e-11,-1.1267e-12,-0.188054,-0.134976,0.727432,0.652787,-0.530409,0.626634,1.31233,0.164155,4.01966e-12,-3.714e-12,-0.63213,0.158287,-0.939792,-0.150826,0.0366168,2.45727e-12,-6.17735e-13,-0.0700974,0.911749,-0.754947,-2.88113,5.57443,-2.04795,24.2643,-50.07,-3.12991,3.65051,-70.2614,13.3839,-0.0499777,-6.51768,-4.92618,3.62569,6.17871,1.69011,-0.731597,-0.328655,7.76152,-12.334,-7.50376,0.35247,-0.796717,-0.292092,1.34199,0.00287388,0.0950873,-0.035666,2.8472,-0.778796,0.00258545,1.90172,-0.00149709,0.146708,-0.0941775,-0.182715,0.282409,3.54773,1.35393,-1.85765,-0.948693,4.54795,-3.68546,-8.45063,11.6157,6.38653,4.60867e-09,-1.18993e-10,-21.9413,9.17252,41.7009,-31.4534,-5.72817,9.19667e-09,1.1267e-10,3.55904,-0.264841,-7.039,-1.54536,3.30139,-3.06705,-9.92826,-0.116617,-4.01966e-10,3.714e-10,5.22526,3.68936,4.28972,-12.5184,-1.41829,-2.45727e-10,6.17735e-11,0,0,1,0,1.62423,0,-0.176653,0.0210292,0.684854,-0.0332757,21.1597,689.104,-33.4822,0,0,0,0,0,0,0,0,0,0.000225537,0.0369314,6.70637
1.86,0.0571746,-0.0273446,0.0384765,1.7516,1.01112,-0.240399,-0.18928,0.0925233,-0.0903389,0.101767,0.209966,0.0272976,-0.0028653,0.434648,-0.0802603,-0.133689,0.528278,0.0786967,-0.044863,0.00226426,-0.193224,0.0628452,0.0673548,0.112437,-0.239911,-0.214097,0.971629,0.35545,0.00180393,0.00287048,-0.12119,-0.223778,-0.0976337,0.845883,0.940541,-0.000125259,-0.00320579,-0.0217778,0.0650822,-0.506515,1.16039,-0.154243,-0.00927814,-1.68581,-0.0866975,0.479345,-0.723148,0.798086,0,0,-0.590418,0.665952,0.0214379,-7.72002,0.306366,0,0,-0.152463,-0.137625,0.657042,0.637333,-0.497395,0.595963,1.21304,0.162989,0,0,-0.579877,0.195181,-0.896895,-0.27601,0.0224339,0,0,0.424966,-0.128144,-0.452825,-1.78592,3.35879,-1.06945,27.3745,-51.6366,-3.96542,5.46262,-74.9886,13.6398,-0.0470898,-8.43536,-3.9329,3.41935,7.93211,1.64763,-0.623349,-0.333874,7.69901,-13.6913,-7.73038,0.44503,-0.757855,-0.299999,1.34099,0.000601614,0.0873072,-0.0370713,2.84563,-0.921724,0.00119125,1.90518,-0.000372846,0.148567,-0.0934894,-0.139351,0.811539,4.54164,1.47403,-1.68312,-0.920782,6.19192,-3.79351,-9.73899,14.9017,6.01596,0,0,-19.063,8.19527,49.9744,-19.2963,-6.02894,0,0,3.71957,-1.10809,-8.35308,-1.15617,4.60019,-3.32397,-12.1703,-0.175783,0,0,4.97112,2.60484,5.0979,-12.3377,-1.56471,0,0,0,0,1,0,1.62709,0,-0.176515,0.042207,1.08274,-0.0532794,27.8039,713.258,-35.0979,0,0,0,0,0,0,0,0,0,0.000223733,0.0370159,4.0021
1.87,0.0569429,-0.0266126,0.0338655,1.76336,1.00941,-0.240584,-0.205519,0.091277,-0.0865194,0.0960261,0.218548,0.0272976,-0.0028653,0.426837,-0.0727813,-0.128477,0.449148,0.0811575,-0.044863,0.00226426,-0.194377,0.0613582,0.0730899,0.118695,-0.244425,-0.20847,0.982543,0.357062,0.00180393,0.00287048,-0.126492,-0.221566,-0.106093,0.841889,0.940608,-0.000125259,-0.00320579,-0.0231713,0.0731976,-0.461099,1.17513,-0.171074,-0.018486,-1.62389,-0.124633,0.381955,-0.574131,0.858246,0,0,-0.781047,0.747905,0.521182,-7.91298,0.246076,0,0,-0.115268,-0.148706,0.573512,0.625772,-0.451393,0.562723,1.09134,0.161231,0,0,-0.530166,0.22123,-0.845916,-0.399387,0.0067868,0,0,1.33521,-2.80653,-0.913849,-1.03465,2.04162,0.016677,30.6062,-52.9335,-4.72909,7.13248,-80.2569,13.966,-0.0440201,-9.62067,-1.05979,2.73908,9.79664,1.527,-0.428627,-0.328402,7.20742,-15.0313,-7.85386,0.525909,-0.67621,-0.293721,1.33552,-0.00123875,0.0792778,-0.0367006,2.80489,-1.17387,-0.0327089,1.90149,-0.000615986,0.146926,-0.095573,-0.287816,0.885534,5.00547,1.49912,-1.4833,-0.848762,8.19489,-3.30613,-10.2525,18.2839,5.25845,0,0,-14.2824,5.49066,54.2431,-2.37612,-5.85915,0,0,3.80119,-1.50835,-8.99238,-0.68915,5.81094,-3.5772,-14.2832,-0.206122,0,0,4.80704,1.53379,5.70576,-12.0493,-1.65079,0,0,0,0,1,0,1.63017,0,-0.176403,0.0669495,1.43492,-0.0712678,34.52,739.861,-36.7465,0,0,0,0,0,0,0,0,0,0.000219004,0.0370404,3.96655
1.88,0.0566824,-0.0257921,0.0297551,1.77526,1.00755,-0.240854,-0.220938,0.0897001,-0.0837251,0.0921132,0.227656,0.0272976,-0.0028653,0.417599,-0.0647532,-0.117841,0.36978,0.0830323,-0.044863,0.00226426,-0.195149,0.0597203,0.0779258,0.124883,-0.248357,-0.203201,0.992028,0.358654,0.00180393,0.00287048,-0.131313,-0.2192,-0.113981,0.83669,0.940511,-0.000125259,-0.00320579,-0.0260495,0.0820529,-0.411044,1.19012,-0.185907,-0.0269736,-1.54194,-0.157694,0.279431,-0.391293,0.91083,0,0,-0.923871,0.802811,1.06361,-7.93674,0.187485,0,0,-0.0772559,-0.163789,0.483588,0.61888,-0.393284,0.526951,0.948508,0.15917,0,0,-0.482096,0.236567,-0.788858,-0.519881,-0.00972114,0,0,-1.07949,-2.59461,-1.77546,-0.253298,-0.185039,0.051502,33.1908,-53.16,-5.38342,8.8186,-86.0247,14.3788,-0.0410415,-10.9867,2.20246,1.9646,11.9137,1.31129,-0.2019,-0.308093,4.75377,-14.5226,-7.58285,0.575424,-0.531557,-0.251422,1.29121,-0.00269169,0.067784,-0.0305392,2.6907,-1.5199,-0.104306,1.88766,-0.00250847,0.14021,-0.100759,-0.878175,0.907049,4.96962,1.4228,-1.28757,-0.765765,10.4059,-2.48907,-9.99097,21.5445,4.21367,0,0,-7.61702,1.58969,53.0156,19.041,-4.6334,0,0,3.77702,-1.56992,-8.92846,-0.28525,6.86393,-3.76443,-16.0229,-0.210988,0,0,4.64165,0.526215,6.116,-11.4781,-1.70159,0,0,0,0,1,0,1.63354,0,-0.176322,0.0918974,1.7175,-0.0859198,41.078,767.719,-38.406,0,0,0,0,0,0,0,0,0,0.000212998,0.03718,3.33925
1.89,0.056334,-0.0248808,0.0261416,1.7873,1.00557,-0.2412,-0.235317,0.0878742,-0.0819299,0.0903547,0.237186,0.0272976,-0.0028653,0.407598,-0.0565661,-0.101904,0.292317,0.0844438,-0.044863,0.00226426,-0.195544,0.0579254,0.0818688,0.131044,-0.251604,-0.198308,0.999911,0.360224,0.00180393,0.00287048,-0.13567,-0.216782,-0.121258,0.830344,0.940244,-0.000125259,-0.00320579,-0.0348312,0.0911234,-0.361348,1.20435,-0.198783,-0.0346312,-1.43788,-0.182585,0.179521,-0.175848,0.952967,0,0,-1.00004,0.818708,1.59377,-7.74633,0.141151,0,0,-0.0394857,-0.179488,0.394303,0.616028,-0.324645,0.489307,0.788279,0.15706,0,0,-0.435679,0.24183,-0.727698,-0.634662,-0.0267371,0,0,-1.32765,1.19709,-3.47079,0.162616,1.32581,-0.440898,36.1363,-52.4245,-5.90688,10.0989,-92.1953,14.8977,-0.0387886,-11.4882,5.05288,1.24633,13.8973,1.01288,0.0130543,-0.271999,3.21041,-12.1498,-7.25831,0.521304,-0.421321,-0.207199,1.24467,-0.00393733,0.0581478,-0.023482,2.5306,-1.93284,-0.203943,1.90936,-0.00535886,0.134376,-0.112589,-1.53369,1.06223,4.41033,1.2756,-1.01233,-0.672569,12.6493,-1.64584,-9.13318,24.3965,2.99788,0,0,0.640419,-2.65044,45.4866,43.799,-1.99403,0,0,3.80541,-1.47136,-8.37436,-0.107041,7.691,-3.84663,-17.1645,-0.194301,0,0,4.37951,-0.405796,6.4113,-10.4618,-1.73973,0,0,0,0,1,0,1.6372,0,-0.176271,0.113889,1.9115,-0.0962715,47.4051,795.643,-40.0721,0,0,0,0,0,0,0,0,0,0.000207913,0.0373145,4.14978
1.9,0.0558324,-0.0238634,0.0229692,1.79947,1.00348,-0.241614,-0.248431,0.0858838,-0.081048,0.0910359,0.247016,0.0272976,-0.0028653,0.397662,-0.0486441,-0.0814173,0.219234,0.0856559,-0.044863,0.00226426,-0.195558,0.0559834,0.0849744,0.137193,-0.254081,-0.193799,1.00608,0.361776,0.00180393,0.00287048,-0.139589,-0.214404,-0.127894,0.822951,0.939803,-0.000125259,-0.00320579,-0.0501681,0.101746,-0.317245,1.2171,-0.208906,-0.0413569,-1.31139,-0.199043,0.0881891,0.0681172,0.982946,0,0,-0.993637,0.792204,2.04863,-7.30834,0.12121,0,0,-0.00143164,-0.194202,0.31056,0.614957,-0.247735,0.450841,0.616634,0.155117,0,0,-0.391884,0.237772,-0.663585,-0.73928,-0.0441344,0,0,1.51895,-0.743183,-5.23792,-0.24114,3.33526,-0.557411,39.473,-53.3584,-6.27208,10.7914,-98.6769,15.5168,-0.0371825,-11.6885,7.80309,0.58031,15.8355,0.630499,0.182573,-0.219532,3.42552,-12.556,-7.29883,0.438654,-0.386074,-0.194522,1.26413,-0.00388712,0.0570478,-0.0217913,2.31253,-2.32308,-0.28157,1.93022,-0.00721768,0.132722,-0.122871,-2.06845,0.945178,3.53096,1.10073,-0.67986,-0.537417,14.6215,-1.24001,-8.02778,26.5438,1.72418,0,0,9.609,-6.24765,31.8259,69.7683,1.932,0,0,3.92949,-1.6216,-7.55683,-0.269152,8.25986,-3.77891,-17.5637,-0.149837,0,0,3.89777,-1.23971,6.62156,-8.94487,-1.72852,0,0,0,0,1,0,1.64118,0,-0.176248,0.130245,2.00046,-0.101424,53.5542,822.548,-41.7036,0,0,0,0,0,0,0,0,0,0.000203553,0.037304,6.46437
1.91,0.0551238,-0.0227514,0.0201498,1.81175,1.00132,-0.242081,-0.260083,0.0837694,-0.0809689,0.0943714,0.257017,0.0272976,-0.0028653,0.388686,-0.0413468,-0.0577484,0.153127,0.0870612,-0.044863,0.00226426,-0.19518,0.0538792,0.0873243,0.143316,-0.255732,-0.189669,1.01049,0.363312,0.00180393,0.00287048,-0.143118,-0.212151,-0.133868,0.814664,0.939188,-0.000125259,-0.00320579,-0.0708526,0.111198,-0.281935,1.22811,-0.215704,-0.0467311,-1.16518,-0.211443,0.00791131,0.333556,1.00019,0,0,-0.897547,0.729727,2.36689,-6.61066,0.14053,0,0,0.0378632,-0.210418,0.234991,0.612266,-0.165136,0.413052,0.440997,0.153619,0,0,-0.352906,0.225375,-0.597369,-0.828728,-0.0614196,0,0,3.26805,-2.16122,-6.00342,-1.23977,5.32226,-1.07874,42.2909,-55.2407,-6.47629,11.1622,-105.377,16.2522,-0.0364534,-12.5981,7.80232,0.00911654,17.813,0.205153,0.225257,-0.154447,3.92792,-13.359,-7.57046,0.309402,-0.434193,-0.201949,1.3079,-0.00324304,0.0599045,-0.0224555,2.07466,-2.65921,-0.343747,1.96212,-0.00832507,0.13401,-0.132907,-2.63196,0.927111,2.43716,0.946983,-0.307589,-0.391634,16.0649,-1.48361,-7.09218,27.8081,0.490713,0,0,18.014,-8.60063,13.3302,93.9172,6.43155,0,0,4.15704,-1.97538,-6.65935,-0.82205,8.54529,-3.48039,-17.2431,-0.0488849,0,0,3.1182,-1.8657,6.56222,-7.01671,-1.5098,0,0,0,0,1,0,1.64543,0,-0.176277,0.139157,1.97772,-0.100782,59.6422,847.647,-43.1951,0,0,0,0,0,0,0,0,0,0.000201986,0.0373068,9.07851
1.92,0.0541521,-0.0215467,0.0175742,1.82413,0.999132,-0.242587,-0.270128,0.0815066,-0.081599,0.100488,0.267068,0.0272976,-0.0028653,0.381512,-0.0349096,-0.0327464,0.0964122,0.0891097,-0.044863,0.00226426,-0.194385,0.0515775,0.0890083,0.149356,-0.256529,-0.185886,1.01317,0.364843,0.00180393,0.00287048,-0.146335,-0.210083,-0.139185,0.805675,0.938423,-0.000125259,-0.00320579,-0.0971723,0.120469,-0.257564,1.23758,-0.21878,-0.0506474,-1.00453,-0.226279,-0.0630105,0.611637,1.00509,0,0,-0.717407,0.643721,2.5002,-5.67149,0.204846,0,0,0.0794336,-0.230172,0.168398,0.604045,-0.0796831,0.378248,0.268566,0.15313,0,0,-0.321724,0.206718,-0.531747,-0.898895,-0.0765175,0,0,2.79989,-1.43141,-5.26517,-1.56422,7.18831,-1.63485,44.426,-57.9204,-6.52088,11.2071,-112.164,17.0911,-0.036709,-14.4486,4.55872,-0.623516,19.7026,-0.207484,0.128989,-0.0844401,4.22854,-13.7774,-8.01423,0.149555,-0.580974,-0.232806,1.36581,-0.00251156,0.0656932,-0.025642,1.89965,-2.91461,-0.387706,2.02237,-0.00881417,0.139097,-0.143473,-2.90124,1.28326,1.04815,0.900217,0.120627,-0.249582,16.3523,-2.73217,-6.59713,27.9303,-0.667613,0,0,23.7327,-9.19114,-7.30488,112.268,10.094,0,0,4.20334,-2.67613,-5.58385,-1.90679,8.51763,-3.10336,-16.0957,0.0553588,0,0,2.18473,-2.25917,6.42267,-4.94409,-1.28042,0,0,0,0,1,0,1.64987,0,-0.176377,0.140157,1.85543,-0.094576,65.7555,870.49,-44.371,0,0,0,0,0,0,0,0,0,0.000205337,0.0372991,9.71605
