Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
63,0.0196202,0.00232569,0.00525037,0.0101519,0.011134,0,0.00463912,0.00256163,0.00823894,0.00274958,0.0127405,0.00564482,0,0,0.0130495,0.0200323,0.0179048,0.00830973,0.0079581,0.0123225,0.0055007,0.0105594,0.00932045,0.0047944,0.010178,0.0106674,0,0.0123921,0.0015368,0.0120602,0.00172943,0,0,0.00686653,0.00934044,0.00347508,0.00582919,0.00698995,0.00956333,0.00422311,0.01271,0.0130932,0.0226073,0.0234779,0.0119299,0.0147672,0.00703918,0.00851484,0.012929,0.0105955,0.0084402
64,0.0193202,0.00238302,0.00534234,0.0101874,0.0109367,0,0.004785,0.00236243,0.00818248,0.00279466,0.0126807,0.00532399,0,0,0.0130883,0.0210517,0.0179699,0.00868559,0.00815652,0.0124472,0.00494906,0.0105013,0.00945648,0.00513953,0.0104269,0.0105643,0,0.0118155,0.00194111,0.0120873,0.00161059,0,0,0.00696276,0.00951397,0.0032804,0.00598294,0.00671388,0.00953445,0.00426632,0.0126702,0.0133884,0.0224598,0.0236773,0.0125915,0.0155175,0.00772036,0.0088996,0.0133337,0.0109018,0.00824515
65,0.0189988,0.00256513,0.00552464,0.0102078,0.0107807,0,0.00485798,0.00219739,0.00818583,0.00283823,0.0127407,0.00511285,0,0,0.0132818,0.0219515,0.0182228,0.00919127,0.0083483,0.0123582,0.00388514,0.010409,0.00956905,0.00541887,0.0106217,0.0105577,0,0.0110931,0.00277216,0.0120677,0.00140178,0,0,0.00710521,0.00969166,0.00301255,0.00619022,0.00653615,0.00945075,0.00429415,0.0126136,0.0135623,0.022493,0.023561,0.0132627,0.0155647,0.00837549,0.00919599,0.0134649,0.0112487,0.00809436
66,0.0186656,0.00279757,0.00601511,0.0101429,0.0107591,0,0.00484603,0.00206296,0.00821735,0.0028793,0.0125474,0.00487255,0,0,0.013425,0.0218518,0.0186336,0.00977149,0.00838654,0.0120507,0.00321542,0.010276,0.00954866,0.00566272,0.0108077,0.0103728,0,0.0105351,0.00312234,0.0119241,0.00122236,0,0,0.00718616,0.00970084,0.00285202,0.00641796,0.00641229,0.0092833,0.00435766,0.0126388,0.0138854,0.0228028,0.0235118,0.0138852,0.0156662,0.00912526,0.0095737,0.0137518,0.0117609,0.00802988
67,0.0183629,0.00303002,0.00668415,0.010005,0.0106686,0,0.00494342,0.00196673,0.00815984,0.00289988,0.0119343,0.00449153,0,0,0.0134956,0.0213184,0.0190441,0.0103222,0.00836502,0.0117989,0.00386903,0.0100596,0.00946305,0.00596697,0.0109957,0.00991461,0,0.0101529,0.00275568,0.0117235,0.00099296,0,0,0.00721657,0.00968491,0.00274001,0.00668832,0.00632519,0.00915157,0.00447887,0.0127467,0.0144301,0.0230701,0.0236606,0.0143971,0.0163962,0.00998134,0.0103825,0.0144505,0.0124009,0.00799888
68,0.0181105,0.00325104,0.00709545,0.0099408,0.0104638,0,0.00517578,0.0020268,0.00809597,0.00290777,0.0113601,0.00421682,0,0,0.0135209,0.021514,0.0195425,0.0109282,0.00847342,0.011447,0.00517863,0.00976249,0.00944431,0.00628063,0.0111788,0.00952621,0,0.00972955,0.00243247,0.0115075,0.000689797,0,0,0.00732289,0.00968318,0.00254272,0.0069474,0.00618602,0.00906338,0.00458866,0.0128615,0.0147766,0.0229615,0.0236257,0.0146763,0.0169142,0.010499,0.0112297,0.0149701,0.0128535,0.00787758
69,0.017838,0.00351494,0.00720907,0.0100169,0.0102866,0,0.00535167,0.00224614,0.0082066,0.00297716,0.0112702,0.00430097,0,0,0.0135319,0.0228144,0.0201149,0.0115963,0.00866529,0.0107282,0.00655678,0.00960613,0.00951711,0.00645162,0.0113662,0.00939429,0,0.00925713,0.00232185,0.0112545,0.000545157,0,0,0.00740494,0.009624,0.00233697,0.00716663,0.00602426,0.00894065,0.00460754,0.012907,0.0148886,0.0225899,0.0234116,0.0149017,0.0167324,0.0106042,0.0116136,0.0150451,0.0130251,0.00769311
70,0.0174996,0.00382223,0.00732952,0.0101671,0.0102326,0,0.00543433,0.00241202,0.00849372,0.00312664,0.0115565,0.00460087,0,0,0.0135734,0.0244464,0.0205689,0.0121979,0.00895635,0.00985236,0.00853616,0.00973043,0.00959521,0.00639865,0.0114584,0.00926118,0,0.00887416,0.00217161,0.0110673,0.0005331,0,0,0.00732227,0.00948913,0.00228043,0.0073306,0.0059178,0.00874618,0.00456781,0.0129233,0.0150714,0.0224112,0.023341,0.0152458,0.0163742,0.01061,0.0116437,0.0149805,0.0131146,0.00755918
71,0.0171749,0.00399009,0.0075199,0.010248,0.0101848,0,0.00556481,0.00245945,0.00869148,0.00325242,0.0117569,0.00481403,0,0,0.013694,0.0252023,0.0208084,0.0125774,0.00939915,0.0093216,0.00905491,0.0100425,0.00957454,0.00626952,0.0114276,0.00892714,0,0.00852531,0.0020782,0.011041,0.000556662,0,0,0.00716437,0.00937122,0.00234838,0.00746188,0.00584268,0.00852878,0.00455534,0.0129095,0.0154025,0.0225932,0.023357,0.0156817,0.0161821,0.0106941,0.011633,0.0148757,0.0132202,0.00745492
72,0.0169304,0.00413813,0.00774886,0.0102487,0.0101331,0,0.00583281,0.00258541,0.0086346,0.00325828,0.0116333,0.00481568,0,0,0.013805,0.0249543,0.0209358,0.0127564,0.00963785,0.00909428,0.00853763,0.0103474,0.00950262,0.00621549,0.0113807,0.00860483,0,0.00812922,0.00218329,0.0110642,0.000666717,0,0,0.00708278,0.0092776,0.00246385,0.00771347,0.00571612,0.00830431,0.00454264,0.0128401,0.0156386,0.0227094,0.0231336,0.0160298,0.0158141,0.0107142,0.0115266,0.0144662,0.0130542,0.00727373
