Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe,
All Timesteps RMSE,0.017219,0.00736791,0.00819842,0.00851603,0.0123155,0,0.00746452,0.00563685,0.00774405,0.00553649,0.00894307,0.00645713,0,0,0.0161338,0.0191911,0.0168721,0.00877315,0.0157365,0.0179298,0.0147402,0.014886,0.00919372,0.00397747,0.00701914,0.0116953,0,0.0143757,0.00622541,0.00837537,0.00690128,0,0,0.00747934,0.010477,0.00723785,0.00822246,0.00875125,0.00800433,0.00563532,0.0165987,0.0108606,0.0221856,0.0219736,0.00891553,0.0188274,0.0124574,0.0159147,0.0186551,0.0243274,0.00913119,0
0,0.0148156,0.00991932,0.0146537,0.0112068,0.0101461,0,0.010307,0.00957098,0.0100571,0.00361223,0.00712897,0.00200077,0,0,0.0191089,0.0232901,0.0210048,0.00392245,0.0256496,0.0267736,0.0198932,0.0196445,0.012268,0.00243533,0.00454596,0.0105003,0,0.016197,0.00999664,0.00933927,0.0112604,0,0,0.00602842,0.00922957,0.00454644,0.00878302,0.00525308,0.00654299,0.00487467,0.0211891,0.00688493,0.0258023,0.0219435,0.00693645,0.0137223,0.00696509,0.0131501,0.0174636,0.019505,0.00752238,0
1,0.0151371,0.0103753,0.0135594,0.0108949,0.0113991,0,0.00879749,0.00864306,0.0102362,0.00372498,0.00658549,0.00248612,0,0,0.0183834,0.0226303,0.0209337,0.00403763,0.0249665,0.0260368,0.0196672,0.0194268,0.0123435,0.002059,0.00416876,0.0108584,0,0.016695,0.0093627,0.00937379,0.0113881,0,0,0.00596495,0.00931416,0.00280364,0.00775992,0.00654325,0.00708914,0.00465502,0.0200003,0.00840762,0.025135,0.0221994,0.00632534,0.0149389,0.00756078,0.01188,0.0172029,0.0174434,0.00838359,0
2,0.0152903,0.0103112,0.013104,0.0106517,0.0122695,0,0.00834753,0.00814532,0.0106351,0.00417638,0.00617926,0.00315884,0,0,0.0175725,0.0222253,0.0211434,0.00428874,0.0244497,0.0254001,0.0192403,0.0191004,0.0125178,0.00171697,0.00382674,0.0106533,0,0.0169498,0.00897057,0.00935771,0.0113407,0,0,0.00609094,0.00942358,0.00233625,0.00740869,0.00766303,0.00754699,0.00499221,0.0186745,0.00986921,0.0243803,0.0223985,0.00628003,0.0152639,0.00730875,0.0103318,0.0162214,0.0151259,0.00893617,0
3,0.015375,0.0100679,0.0126831,0.010522,0.0129469,0,0.0083327,0.00774226,0.0111761,0.00465572,0.00587979,0.00386354,0,0,0.0166613,0.0218883,0.0213651,0.00478908,0.0239003,0.0247721,0.0186692,0.01869,0.0127607,0.00147637,0.00351828,0.0102895,0,0.0170519,0.00860191,0.00930776,0.0111718,0,0,0.00626409,0.00957605,0.002281,0.00714621,0.00850019,0.00793413,0.00543407,0.0173701,0.01108,0.0236946,0.0226548,0.00668221,0.0153605,0.00674259,0.00886211,0.0152774,0.0130049,0.00928119,0
4,0.0154697,0.00978661,0.0121343,0.0104889,0.0134904,0,0.00843877,0.00732218,0.0117856,0.00499342,0.00567691,0.00455875,0,0,0.0156418,0.0215451,0.02145,0.00537426,0.0231954,0.024077,0.017904,0.0181408,0.0130276,0.00138255,0.0032602,0.0100222,0,0.0170678,0.00819232,0.00923698,0.0109076,0,0,0.00646751,0.00976206,0.00234033,0.00682669,0.0090822,0.00826376,0.00576116,0.0161422,0.0119902,0.0231619,0.0230033,0.00725015,0.015623,0.00607193,0.00770103,0.0148269,0.0113299,0.00947631,0
5,0.0156011,0.00947975,0.0114365,0.0104841,0.0139051,0,0.00852171,0.00686337,0.0123757,0.00513352,0.00560038,0.00521891,0,0,0.0144779,0.0210992,0.0212757,0.00586001,0.0222196,0.0231923,0.0168791,0.017369,0.013244,0.00145569,0.00309897,0.00994633,0,0.0170263,0.00773804,0.0091567,0.0105519,0,0,0.0067022,0.00998019,0.00241366,0.00640895,0.00945933,0.0085323,0.00590428,0.0150194,0.0126417,0.0228011,0.0234423,0.00781371,0.0162424,0.0054987,0.00695637,0.0150418,0.010186,0.00956854,0
6,0.0158453,0.00908278,0.0106527,0.0103955,0.014178,0,0.00849077,0.00633394,0.0128479,0.00511118,0.00563645,0.00570525,0,0,0.0131059,0.0204038,0.0207333,0.00613749,0.0208998,0.0220042,0.0155468,0.0162935,0.0132955,0.00167542,0.00310033,0.0101562,0,0.0169072,0.00721485,0.00908018,0.0100792,0,0,0.00698352,0.0102484,0.00231891,0.00587971,0.00972643,0.00875506,0.00587183,0.0140233,0.0130188,0.0224055,0.0238433,0.0082218,0.0172336,0.00519758,0,0.0159712,0.0600313,0.00963595,0
7,0.0159357,0.00858746,0.00986205,0.0100215,0.0144336,0,0.00846676,0.00591957,0.013071,0.00504206,0.00590974,0.00632313,0,0,0.0115682,0.0193605,0.0197576,0.00610975,0.0191885,0.0204688,0.0139492,0.0149206,0.013042,0.00196475,0.00323808,0.0102249,0,0.0168,0.00680486,0.00902172,0.0095517,0,0,0.00725653,0.0105054,0.00281585,0.00533371,0.00980413,0.00880947,0.0055812,0.0131601,0.0136014,0.0225527,0.0245735,0.00890101,0.0185889,0.00575762,0,0.0172462,0,0.00961048,0
8,0.0160966,0.00791935,0.00929231,0.00925815,0.0145969,0,0.00836114,0.0054983,0.0129881,0.00501946,0.0062426,0.00670322,0,0,0.00985676,0.0179252,0.0183979,0.00595006,0.0171521,0.0186469,0.0120679,0.0132738,0.0123617,0.00227472,0.00349778,0.0102635,0,0.0166202,0.00638954,0.00899305,0.00890981,0,0,0.00755022,0.0107972,0.00329599,0.00477446,0.00980423,0.00874411,0.00524049,0.0125226,0.0140198,0.0227106,0.0252222,0.00937727,0.0198036,0.00648792,0,0.0186738,0,0.00957518,0
9,0.0161423,0.00710162,0.00904273,0.0080129,0.0147787,0,0.00831281,0.00522039,0.0125546,0.00509749,0.00670652,0.00708258,0,0,0.00814211,0.0161917,0.0167853,0.00581566,0.0148761,0.0166703,0.0100028,0.0115067,0.0112004,0.00254958,0.00380248,0.00984501,0,0.0164346,0.00610926,0.00899241,0.00822044,0,0,0.00781586,0.0110626,0.00421641,0.00429061,0.00971112,0.00853131,0.00500407,0.0120694,0.0145928,0.0234279,0.0260997,0.00989784,0.0206819,0.00729255,0.0506808,0.0197874,0,0.00945158,0
10,0.0164013,0.00612138,0.0087405,0.00628212,0.015029,0,0.00812174,0.0048202,0.011718,0.00517077,0.00690046,0.00693753,0,0,0.00654058,0.0140276,0.0148251,0.00578885,0.012705,0.0147629,0.00812076,0.00994807,0.00950694,0.00279451,0.00407133,0.0104345,0,0.0161384,0.00571965,0.00905198,0.0074497,0,0,0.00810677,0.0113598,0.0043825,0.00409088,0.00974369,0.00832241,0.00462244,0.0118487,0.0148565,0.0234618,0.0265582,0.0101415,0.0218793,0.00811992,0.00938692,0.0216452,0.0123529,0.00953759,0
11,0.0165985,0.00517613,0.00852232,0.004225,0.0152616,0,0.00798654,0.00451162,0.0105846,0.00526177,0.00708026,0.00672639,0,0,0.00559665,0.0118318,0.0128423,0.0058153,0.0106902,0.0130725,0.00650507,0.00874311,0.00750128,0.0029967,0.00431548,0.0109347,0,0.0158445,0.00542065,0.00913733,0.00672837,0,0,0.00834917,0.0115929,0.00475985,0.00410631,0.00990952,0.00814,0.00439538,0.0116463,0.015276,0.0236014,0.0270494,0.0105081,0.0230124,0.00902778,0.0101376,0.0233031,0,0.00968317,0
12,0.0167325,0.00437524,0.00849494,0.00260129,0.0153799,0,0.00792749,0.00428928,0.00941207,0.00523041,0.00726566,0.00652476,0,0,0.00541882,0.0097533,0.0109901,0.00613288,0.0089215,0.0116357,0.00539247,0.00806795,0.00544414,0.00317032,0.00454613,0.0109906,0,0.015565,0.00520718,0.00921849,0.00611049,0,0,0.00852963,0.0117455,0.0053082,0.00434932,0.0100779,0.00789386,0.00430304,0.0116393,0.0155315,0.0237965,0.0273845,0.0106245,0.0235448,0.00954768,0.0106669,0.0241078,0,0.00981481,0
13,0.0167874,0.00386111,0.00846498,0.00203662,0.0153859,0,0.00795945,0.00416867,0.00824025,0.00510247,0.00750337,0.0064327,0,0,0.0060301,0.00798704,0.00926901,0.00632645,0.00752072,0.0105089,0.00502592,0.00787839,0.00366689,0.00331308,0.00477784,0.0106633,0,0.0153251,0.00509176,0.00926654,0.00566174,0,0,0.00862697,0.0117888,0.00599305,0.00465316,0.0102873,0.00764731,0.00437535,0.0117556,0.0156513,0.0240652,0.0275796,0.0105311,0.0236292,0.00982295,0.0110952,0.0242001,0.0159773,0.00994292,0
14,0.0169582,0.0036531,0.00814076,0.00269367,0.0152922,0,0.00794902,0.00395036,0.00717419,0.00483175,0.00758138,0.00617794,0,0,0.00676312,0.00642142,0.00744427,0.00630796,0.00668673,0.00970778,0.00551131,0.0081224,0.00239254,0.00345707,0.00499215,0.0109026,0,0.0150697,0.00489367,0.00930184,0.00537351,0,0,0.00866765,0.0117696,0.00634042,0.00489866,0.0106248,0.00749353,0.00443239,0.0119542,0.0153383,0.0236216,0.027223,0.0100614,0.0239276,0.0101041,0.011366,0.0245605,0,0.0102181,0
15,0.0170763,0.00372046,0.00775727,0.0034813,0.0150978,0,0.00801888,0.00380776,0.0063107,0.00452818,0.00772916,0.00610102,0,0,0.00743223,0.00534713,0.00562374,0.00605748,0.0063231,0.00916715,0.00629743,0.00852104,0.00182125,0.0035741,0.00522055,0.0108248,0,0.0148637,0.00475797,0.00928324,0.00527861,0,0,0.00861306,0.0116517,0.00680525,0.0050117,0.0109979,0.00741974,0.00461991,0.0121374,0.0149408,0.0232576,0.026774,0.00950664,0.0240894,0.0104071,0.0117176,0.0245959,0,0.0104814,0
16,0.0172022,0.00393312,0.00738099,0.00402093,0.0148175,0,0.00811666,0.00368757,0.00566935,0.00429646,0.00787556,0.00610247,0,0,0.00791224,0.00490804,0.00393507,0.00563836,0.0064045,0.00886845,0.00714556,0.00897492,0.00171425,0.00368592,0.00545986,0.0106279,0,0.0146886,0.00462883,0.009227,0.00534177,0,0,0.0084849,0.0114649,0.00728083,0.00506773,0.0113263,0.00738739,0.00483046,0.012412,0.0142968,0.0228239,0.026143,0.0087367,0.0241071,0.0106023,0.0120597,0.0244666,0,0.0107235,0
17,0.017341,0.00422255,0.00706124,0.00435738,0.0145276,0,0.0082131,0.0036024,0.00523718,0.00416032,0.00802187,0.00615287,0,0,0.00819617,0.00505412,0.00294761,0.00509053,0.00689298,0.00882178,0.00791915,0.00937878,0.00173341,0.0037871,0.005726,0.0104054,0,0.0145364,0.00451325,0.00914558,0.00552218,0,0,0.00828969,0.0112364,0.00771096,0.00510373,0.0116275,0.00741928,0.00503598,0.0126812,0.0135666,0.0224071,0.0254886,0.00793518,0.0241422,0.0108324,0.0124191,0.0243619,0,0.0109512,0
18,0.0174828,0.00451939,0.0068935,0.00456799,0.0142582,0,0.00828041,0.0035597,0.00497376,0.0041059,0.00815403,0.00620594,0,0,0.00837698,0.00556775,0.00337452,0.00463576,0.00769245,0.00900951,0.00860849,0.00971701,0.00170419,0.00390391,0.00603152,0.0101891,0,0.0143979,0.00442114,0.00905034,0.00576151,0,0,0.00806183,0.0109877,0.00810888,0.00518503,0.011875,0.00748681,0.0052119,0.0129423,0.0128398,0.022096,0.0249254,0.00717412,0.0241515,0.0110471,0.0127621,0.0242576,0,0.0111478,0
19,0.0176133,0.004775,0.00692959,0.00472428,0.0140434,0,0.00829381,0.00356983,0.00479742,0.00410126,0.00826321,0.00621938,0,0,0.00855795,0.00611248,0.00445861,0.00443265,0.00869329,0.00940292,0.00921003,0.00996444,0.00163086,0.00405806,0.00639217,0.0100047,0,0.0142605,0.00437187,0.00895181,0.00599797,0,0,0.0078368,0.0107365,0.00846128,0.00535016,0.0120554,0.00756144,0.00534081,0.0131991,0.012202,0.0219524,0.0245366,0.00651034,0.024073,0.011171,0.0130519,0.0240958,0,0.0113044,0
20,0.0177164,0.00495248,0.00715428,0.00484315,0.0139,0,0.00824157,0.00364198,0.00461797,0.00412233,0.00834311,0.00616297,0,0,0.00883262,0.00644676,0.00533269,0.00453947,0.00976654,0.0099539,0.00971601,0.0101103,0.00153846,0.00426639,0.00681756,0.00987015,0,0.0141104,0.00438283,0.00885738,0.00617344,0,0,0.00764572,0.010494,0.00875004,0.00559423,0.012166,0.00762587,0.00541743,0.0134641,0.0117107,0.0219999,0.0243547,0.00597379,0.0238525,0.0111245,0.0132612,0.0238269,0,0.0114176,0
