Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.020974,0.0107145,0.0121953,0.00990095,0.0131935,0,0.0393384,0.0181087,0.0111499,0.0124764,0.0160035,0.018313,0,0,0.0151974,0.0208379,0.020235,0.0129204,0.0157389,0.013668,0.0163019,0.0136762,0.0117892,0.00550929,0.00647546,0.013475,0,0.0395759,0.0156898,0.0146384,0.0175162,0,0,0.00507567,0.00550454,0.0120401,0.0129469,0.00731631,0.0105415,0.0104825,0.0150968,0.0169224,0.0239926,0.0266067,0.0154039,0.020644,0.0146752,0.0162558,0.022704,0.0186812,0.00823243
0,0.0174053,0.00851879,0.00945103,0.00905037,0.0104155,0,0.00459491,0.00332404,0.00540457,0.00437003,0.0107684,0.00943829,0,0,0.0171192,0.0179713,0.00948096,0.0122832,0.0154913,0.0225762,0.016484,0.0154151,0.00824911,0.00207105,0.00583833,0.0152287,0,0.0135031,0.00568847,0.00978789,0.00617316,0,0,0.00472115,0.00723555,0.00473553,0.0115265,0.00997521,0.00951673,0.00588444,0.0173611,0.00726732,0.023862,0.0239628,0.00187908,0.0163224,0.00549088,0.0136564,0.0196145,0.0183818,0.00964307
1,0.0175712,0.00860614,0.00931731,0.00902545,0.0104127,0,0.00431561,0.00340345,0.0053602,0.00424816,0.0107834,0.00926797,0,0,0.0171349,0.0178157,0.00940321,0.0122985,0.0153229,0.0224192,0.0163281,0.0152475,0.00831326,0.00191037,0.00577033,0.0151874,0,0.0133161,0.00580586,0.00985475,0.00590774,0,0,0.00474748,0.00720862,0.00477712,0.0114943,0.00987047,0.00935229,0.00563979,0.0167903,0.00751777,0.0234019,0.0238658,0.00219629,0.0158541,0.00546814,0.01443,0.0191435,0.0179331,0.0095897
2,0.017643,0.00865269,0.00916252,0.00895083,0.0104555,0,0.00433458,0.00356159,0.00528502,0.00413112,0.0107032,0.00903055,0,0,0.0170429,0.0176252,0.00934397,0.0121117,0.0152913,0.022453,0.016169,0.0151441,0.0083396,0.00178888,0.00571602,0.0151999,0,0.0133244,0.00590737,0.00998556,0.00563383,0,0,0.0047652,0.00723849,0.00476857,0.0114078,0.00976255,0.00924717,0.0054384,0.016408,0.00780007,0.0231101,0.023857,0.00257622,0.0156941,0.00537701,0.0148267,0.0189429,0.0174721,0.00956714
3,0.0176598,0.00870214,0.00897024,0.00889583,0.0104325,0,0.00454703,0.00375318,0.00520072,0.00402789,0.0105976,0.00880934,0,0,0.0169304,0.0174559,0.00933698,0.0117207,0.0148647,0.0225458,0.0159508,0.015097,0.00839297,0.00170452,0.00576311,0.0152383,0,0.0134114,0.00597378,0.0101737,0.00535807,0,0,0.00475707,0.00725881,0.00467601,0.0112589,0.0096765,0.00921367,0.00528067,0.0160599,0.00807645,0.022896,0.0238158,0.00298055,0.015983,0.00513648,0.0145984,0.0187254,0.0170596,0.00956024
4,0.017687,0.00875676,0.00873056,0.00892701,0.0102889,0,0.00467412,0.00389411,0.005145,0.00392474,0.010521,0.00864121,0,0,0.0169118,0.0174508,0.00938934,0.011354,0.0139842,0.0223775,0.0156453,0.0150171,0.00851628,0.00164673,0.00589464,0.0152471,0,0.013381,0.00602559,0.0103482,0.00509059,0,0,0.0047344,0.00722179,0.00452517,0.011067,0.00961014,0.00918541,0.00512157,0.0155993,0.00835071,0.0227062,0.0235925,0.00337463,0.0159795,0.00480905,0.0136612,0.0179697,0.0166908,0.00954784
5,0.0177641,0.00878304,0.00848261,0.00902488,0.0101349,0,0.00460336,0.00396227,0.00512812,0.003835,0.0103692,0.00837203,0,0,0.0169483,0.0175629,0.00948676,0.0111433,0.0132875,0.0219046,0.0153134,0.0148529,0.00866356,0.00159942,0.00595491,0.0152103,0,0.0132182,0.00610098,0.0104155,0.00483822,0,0,0.00474662,0.00718467,0.00439664,0.0108442,0.00952743,0.00909812,0.00492289,0.0151046,0.00867813,0.0225584,0.0233187,0.00380975,0.0151146,0.0045379,0.0124962,0.0168298,0.0162701,0.00952705
6,0.0178787,0.00879573,0.00826234,0.00916457,0.0100389,0,0.00438984,0.00400365,0.0051452,0.00376746,0.0101608,0.00797913,0,0,0.0169403,0.017531,0.00960855,0.0109353,0.0129276,0.0214107,0.0150415,0.0147177,0.00881736,0.00155213,0.00590337,0.0151527,0,0.0130302,0.00613831,0.0104116,0.00464059,0,0,0.0048122,0.00716065,0.00433179,0.0105879,0.00943171,0.00900582,0.00472892,0.0146985,0.00902238,0.0223959,0.0232225,0.00432953,0.0141748,0.00431767,0.0117836,0.015953,0.0158074,0.00951028
7,0.0179959,0.00883332,0.0080587,0.00934701,0.00996226,0,0.00414172,0.00406255,0.00522036,0.00366922,0.0100916,0.00767976,0,0,0.0168613,0.0172903,0.00962297,0.0105195,0.0126641,0.0211038,0.0148217,0.0147312,0.00898693,0.00151175,0.00584475,0.0150814,0,0.0128751,0.00610012,0.010479,0.00452844,0,0,0.00487844,0.00712962,0.00430302,0.0103301,0.00938309,0.00899202,0.00460658,0.0144284,0.00933689,0.0221785,0.0232713,0.00489001,0.013804,0.0040954,0.0114413,0.0155052,0.0153736,0.00952955
8,0.0181073,0.00887014,0.00784775,0.00954643,0.00987816,0,0.00396196,0.00414273,0.00535345,0.00351808,0.0101193,0.00749606,0,0,0.0167455,0.0171179,0.00946023,0.00995533,0.0122672,0.0208995,0.0145576,0.014776,0.00914549,0.0014802,0.00580894,0.014991,0,0.0127448,0.00608229,0.0106043,0.00446244,0,0,0.00491065,0.0071436,0.0042764,0.0101099,0.00938623,0.00902576,0.00454102,0.014248,0.0097002,0.0219831,0.0232924,0.00546452,0.0136416,0.00391833,0.0110586,0.0152415,0.0149248,0.00958902
