Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe,
All Timesteps RMSE,0.0237735,0.00699498,0.007928,0.0112536,0.0128591,0,0.0117791,0.00687755,0.0114642,0.00662675,0.00791721,0.00527354,0,0,0.018759,0.0227188,0.0206246,0.010929,0.0192954,0.0248558,0.0161585,0.0152356,0.0129765,0.0046002,0.00654296,0.0104031,0,0.0185749,0.00721937,0.00845235,0.00453906,0,0,0.00562703,0.00725686,0.00631454,0.00753709,0.00916283,0.0113148,0.00639892,0.0160501,0.0113993,0.0229136,0.0238461,0.009582,0.0115931,0.010545,0.0600289,0.0130615,0.0165916,0.0106859,0
0,0.0222788,0.0103261,0.0121095,0.0163511,0.0095024,0,0.0125312,0.00764255,0.0113518,0.00416334,0.0046002,0.00241286,0,0,0.0201472,0.0251127,0.0233537,0.00492358,0.0300694,0.0327236,0.0224055,0.0179919,0.0173612,0.00343816,0.00431321,0.0106052,0,0.0186493,0.00865194,0.00741396,0.00641139,0,0,0.00476942,0.00634186,0.00648294,0.00797744,0.00389854,0.011548,0.00594782,0.0174364,0.00925675,0.0242184,0.0237447,0.00753525,0.00579586,0.00624589,0.0111372,0.006776,0.00970476,0.00699761,0
1,0.0220511,0.0105669,0.0110825,0.0162978,0.0104361,0,0.0124855,0.00754729,0.0119633,0.00420437,0.00466831,0.00306016,0,0,0.0203385,0.0256829,0.0240712,0.00526588,0.0285394,0.0320288,0.0208605,0.0177234,0.0178349,0.00341698,0.00425771,0.0100122,0,0.0189097,0.00868878,0.00730896,0.00654897,0,0,0.00466011,0.00622908,0.00485334,0.00687017,0.00504949,0.0121259,0.00549824,0.0174646,0.00999301,0.0243722,0.0243264,0.00808873,0.00644562,0.00679824,0.0108481,0.00619364,0.00902771,0.00790576,0
2,0.0220037,0.0105106,0.0108951,0.0164193,0.0113497,0,0.0124011,0.00753127,0.0128418,0.00462321,0.00490295,0.00387675,0,0,0.0200127,0.0263524,0.0250676,0.00580657,0.0269436,0.0307597,0.0192378,0.0172118,0.0185016,0.00337003,0.00422326,0.00950224,0,0.0191221,0.00875739,0.00721148,0.00664746,0,0,0.00456196,0.00611994,0.00409355,0.00663596,0.00627117,0.0125683,0.00573794,0.0168186,0.0109681,0.0242678,0.0248626,0.00876104,0.00722937,0.00674413,0.010034,0.00664968,0.00789006,0.00865875,0
3,0.0220393,0.0104,0.0108372,0.0164688,0.0121382,0,0.0122961,0.00749323,0.0136255,0.00506541,0.00530558,0.00475148,0,0,0.0197221,0.0270101,0.0258729,0.00652558,0.0256168,0.0297517,0.0178832,0.0166645,0.0191097,0.00332624,0.00424255,0.00902773,0,0.0192957,0.0087724,0.00714121,0.00667626,0,0,0.0044911,0.00603101,0.00348474,0.00656414,0.00735535,0.0128024,0.00640195,0.0160369,0.0120002,0.0241366,0.0254154,0.00950428,0.00754008,0.00655835,0.00934149,0.00742207,0.00666605,0.00926321,0
4,0.0221369,0.0102386,0.0106549,0.0166303,0.0128591,0,0.0121742,0.00740441,0.0144397,0.00536016,0.00582284,0.00561958,0,0,0.0190717,0.0274846,0.0265167,0.00731797,0.024032,0.0283797,0.0163951,0.0158669,0.0197146,0.00330162,0.00432434,0.00864311,0,0.0194242,0.00871127,0.00710512,0.00660393,0,0,0.00446245,0.00597855,0.00289307,0.0064166,0.00832688,0.0129457,0.00710743,0.0150813,0.0132373,0.0241022,0.0261337,0.0105285,0.00765341,0.00625558,0.00873185,0.00825602,0.00549931,0.00975228,0
5,0.0222799,0.00999979,0.010279,0.0168281,0.013463,0,0.0120339,0.00725503,0.0152055,0.00543017,0.00637904,0.00641588,0,0,0.0180871,0.0276416,0.0268446,0.00808301,0.0222437,0.0267469,0.014748,0.0147427,0.0202027,0.00330569,0.00446212,0.00838521,0,0.0195082,0.00857043,0.00710272,0.0064033,0,0,0.00449124,0.00597674,0.00231598,0.00613443,0.00908757,0.0130006,0.00761895,0.0140305,0.0144893,0.0241203,0.0268803,0.0116976,0.00746346,0.00593926,0.00838532,0.00891591,0.00462981,0.010063,0
6,0.0224546,0.00962548,0.00972879,0.0169407,0.0139105,0,0.0118725,0.00704111,0.0158424,0.00530045,0.00689677,0.00706894,0,0,0.0168152,0.0273688,0.0267493,0.00871712,0.0203147,0.0249486,0.0128974,0.0132287,0.0204402,0.00334601,0.00464363,0.00825897,0,0.0195504,0.00835343,0.00713355,0.00605594,0,0,0.00458906,0.00603835,0.00180269,0.00573342,0.00953609,0.0129689,0.00781945,0.0129556,0.0155278,0.0241149,0.0274732,0.0127966,0.00695331,0.00569103,0.0083962,0.00941427,0.00443777,0.0101415,0
7,0.0226514,0.00908051,0.00909417,0.016809,0.0141991,0,0.0116876,0.00676323,0.016265,0.0050795,0.00731299,0.00751718,0,0,0.015347,0.0266204,0.0261986,0.00917275,0.0183256,0.0230869,0.0108483,0.0113113,0.0202835,0.00343044,0.00485802,0.0082705,0,0.0195566,0.00806937,0.00720789,0.00556075,0,0,0.00475885,0.00617106,0.0014168,0.00528227,0.00962831,0.0128529,0.00768542,0.0119189,0.0161851,0.0240396,0.0277809,0.013631,0.00624284,0.00553398,0.00868629,0.00988143,0.00504051,0.00998872,0
8,0.0228717,0.00837376,0.00849865,0.0162741,0.0143552,0,0.0114809,0.0064235,0.0164009,0.00491769,0.00758136,0.00771537,0,0,0.0138072,0.0254267,0.0252411,0.00948228,0.0163795,0.0212599,0.00874007,0.00904509,0.0196179,0.00356689,0.00509758,0.00845926,0,0.0195348,0.00772998,0.00735257,0.004936,0,0,0.00499414,0.00637651,0.00117707,0.00488576,0.00941528,0.0127004,0.00720991,0.010974,0.0164387,0.0238022,0.0277477,0.0141249,0.00564567,0.00541409,0,0.0104349,0.0503752,0.00970402,0
9,0.0230114,0.00758543,0.0080288,0.0152533,0.0144347,0,0.0112509,0.00615488,0.0162363,0.00494942,0.00782789,0.00784796,0,0,0.0123975,0.0239508,0.0240439,0.00976214,0.0146333,0.0195918,0.00688617,0.00654841,0.0184309,0.00375102,0.00538397,0.00848584,0,0.0195232,0.00746209,0.00756006,0.00426459,0,0,0.0052529,0.00661344,0.00160005,0.00452862,0.0089679,0.0124696,0.00656306,0.0101874,0.0164557,0.0238416,0.0276448,0.0143991,0.00525563,0.0051925,0,0.0107762,0,0.00931854,0
10,0.0232284,0.00670812,0.00791354,0.0138313,0.0143924,0,0.0110281,0.0058206,0.0158148,0.00519555,0.00785359,0.00766321,0,0,0.0112776,0.0223072,0.0227293,0.0100645,0.0133131,0.0181904,0.00602301,0.00398422,0.0168422,0.00398772,0.00567234,0.00869102,0,0.0194867,0.00715132,0.00788302,0.00355321,0,0,0.00554245,0.00690168,0.00189561,0.00447038,0.00854677,0.0122034,0.00602815,0.00959666,0.0162203,0.0236792,0.0273069,0.0143213,0.0052586,0.0047519,0,0.0112946,0,0.00900554,0
11,0.0234398,0.00582513,0.00801216,0.0122327,0.0142545,0,0.0108188,0.00552719,0.0152369,0.00556598,0.00778719,0.00735078,0,0,0.0105915,0.0206126,0.0213807,0.0103493,0.0125439,0.0171356,0.00664991,0.00162219,0.0151067,0.00425324,0.00597071,0.00891702,0,0.0194502,0.00689148,0.00827033,0.00289719,0,0,0.00581662,0.00718558,0.00218332,0.00465423,0.00819631,0.0119122,0.00557007,0.00933643,0.0158667,0.0234628,0.0269139,0.0139839,0.00563143,0.00420908,0.0642285,0.0118045,0,0.00884021,0
12,0.023578,0.0051643,0.00829158,0.0109927,0.0305734,0,0.010688,0.00534327,0.0146004,0.00572286,0.00768956,0.00700417,0,0,0.0104781,0.0194356,0.0204078,0.011123,0.0121217,0.0163857,0.00821712,0.00142853,0.013549,0.00453115,0.00625885,0.00916505,0,0.0193848,0.00673802,0.0085927,0.00245953,0,0,0.00599871,0.00737569,0.00240921,0.00515634,0.00821657,0.0116497,0.00549878,0.00905116,0.0157329,0.0233191,0.026687,0.0137526,0.00645835,0.00330865,0.00828948,0.0122969,0.00723251,0.00881912,0
13,0.0237288,0.00437883,0.00824797,0.00977618,0.0137455,0,0.0105448,0.00518698,0.0140454,0.00591824,0.00763813,0.00676998,0,0,0.0103249,0.017275,0.0185747,0.0105678,0.0123294,0.0159528,0.0100513,0.00339118,0.0122727,0.00479552,0.00655254,0.00912343,0,0.0193518,0.00660868,0.00898141,0.00197217,0,0,0.0062107,0.00760163,0.00282301,0.00526256,0.00825659,0.0114561,0.00524254,0.00913601,0.0156799,0.0232811,0.026594,0.0135352,0.0075557,0.00259598,0,0.0126976,0,0.00898279,0
