Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe,
All Timesteps RMSE,0.0161664,0.0117951,0.0150105,0.00836039,0.0168802,0,0.0106429,0.00818757,0.00843787,0.00526117,0.0110873,0.0109395,0,0,0.0162369,0.019083,0.0168049,0.00924199,0.0186628,0.0191454,0.0163593,0.0160425,0.00878499,0.0035922,0.00522918,0.0134264,0,0.0172796,0.00822835,0.00981843,0.0116994,0,0,0.0042045,0.00621119,0.0105124,0.0134591,0.00916575,0.00904501,0.0055513,0.0150042,0.0124888,0.0208827,0.0218075,0.00907593,0.0189143,0.011519,0.0152402,0.0191616,0.0171121,0.00849237,0
0,0.0162717,0.00965685,0.0259904,0.010864,0.013436,0,0.0122491,0.0109451,0.00674379,0.0052613,0.00602145,0.00323809,0,0,0.0225478,0.0205186,0.0143017,0.0125895,0.0338436,0.034164,0.0275702,0.0240057,0.00954597,0.00304096,0.0042481,0.0165605,0,0.0233369,0.0122555,0.0139693,0.0204567,0,0,0.00189469,0.00532577,0.00668573,0.0175177,0.00362794,0.0094222,0.00833525,0.0275302,0.00362977,0.0300616,0.0243491,0.0103064,0.00947985,0.00925189,0.0203821,0.0223423,0.0227003,0.00603919,0
1,0.0164192,0.00938044,0.025592,0.010578,0.0133686,0,0.0116859,0.00992696,0.00678603,0.00533809,0.00587753,0.0033949,0,0,0.0225935,0.0206323,0.0146436,0.0123573,0.0334859,0.0340936,0.0274033,0.0242314,0.00944651,0.00292699,0.00400026,0.0159879,0,0.0237053,0.0116699,0.0141699,0.0206198,0,0,0.00198468,0.00547713,0.00731683,0.0169706,0.00466433,0.00929378,0.00706601,0.0260395,0.00323781,0.0286373,0.0233837,0.00807721,0.0117659,0.0098618,0.0193285,0.022359,0.0217119,0.00714298,0
2,0.0163883,0.00865517,0.0257556,0.010482,0.0135942,0,0.0114784,0.00956015,0.00696824,0.00522065,0.00581076,0.00371719,0,0,0.0223607,0.0207966,0.01522,0.0117485,0.0331692,0.0337099,0.0268895,0.0242377,0.00953855,0.00276593,0.00373688,0.0151785,0,0.0240351,0.0115433,0.0143116,0.0207385,0,0,0.00206889,0.00560814,0.00841832,0.0167874,0.00604305,0.00915441,0.00662333,0.0244903,0.00414653,0.0270925,0.02232,0.00611455,0.0129532,0.0101929,0.0180543,0.0216494,0.0202322,0.00800787,0
3,0.0162105,0.00759258,0.0259686,0.0107274,0.0139149,0,0.0114171,0.00936789,0.00749547,0.00503527,0.00580293,0.00412381,0,0,0.0217332,0.0209405,0.0161178,0.0109816,0.0325417,0.0327347,0.0259893,0.0240834,0.00989183,0.00257795,0.00346756,0.0141124,0,0.0243049,0.0114738,0.0144177,0.0208257,0,0,0.00214368,0.00573871,0.00960825,0.0166725,0.00733549,0.00906792,0.00685122,0.023019,0.00548407,0.0255059,0.0212788,0.00464555,0.0133565,0.0103612,0.0165787,0.0202412,0.0182185,0.00869647,0
4,0.0159881,0.00639501,0.0260787,0.0108048,0.0143061,0,0.0114245,0.00917337,0.00799017,0.00476017,0.00585823,0.00460198,0,0,0.0211436,0.0209851,0.0169002,0.0104972,0.032136,0.0321361,0.0253268,0.0239165,0.0101903,0.00236855,0.00318333,0.0130147,0,0.0245161,0.0113281,0.0144882,0.0208731,0,0,0.00220578,0.0058737,0.0107971,0.0166357,0.00853918,0.00925086,0.00732165,0.0215257,0.00702962,0.0240856,0.0206646,0.00362396,0.013559,0.0101177,0.0149177,0.0188693,0.016038,0.0093233,0
5,0.0157941,0.00515476,0.0260158,0.0107932,0.0147428,0,0.011464,0.00891647,0.0085088,0.00441944,0.00598056,0.00510496,0,0,0.020552,0.020905,0.0175505,0.0101609,0.0317798,0.0316929,0.0247473,0.0236886,0.010484,0.00215705,0.00288918,0.0120116,0,0.0246698,0.0110671,0.014518,0.0208677,0,0,0.00225249,0.00601614,0.0118837,0.0166465,0.00958974,0.00965477,0.00768833,0.0199683,0.00870744,0.0229117,0.02063,0.00357804,0.0137369,0.00940618,0.0130727,0.017831,0.0139368,0.00986615,0
6,0.0156709,0.0039302,0.0257439,0.0108415,0.0151953,0,0.0115087,0.0085894,0.00919297,0.00405245,0.00615403,0.00556077,0,0,0.0198268,0.0206631,0.0181185,0.00993304,0.0312962,0.0311351,0.0241001,0.0233384,0.0108596,0.00197264,0.002603,0.0112005,0,0.024765,0.0106979,0.0144963,0.0207932,0,0,0.00228509,0.00616557,0.012757,0.0166455,0.0103849,0.010097,0.00776273,0.0183628,0.0104109,0.0220183,0.0211631,0.00470353,0.0140284,0.00831551,0.0110962,0.0172918,0.012111,0.0102509,0
7,0.0156362,0.00284517,0.0252586,0.0109209,0.0156092,0,0.0115354,0.00820973,0.00999938,0.00369223,0.0063466,0.00588894,0,0,0.0190125,0.0202549,0.0185058,0.00978036,0.0306954,0.0305024,0.0233798,0.0228437,0.0112905,0.00184079,0.00235371,0.0106964,0,0.0248061,0.0102549,0.014417,0.0206374,0,0,0.00229903,0.00631872,0.0133276,0.0165872,0.0108516,0.0104136,0.00750118,0.0167376,0.0120597,0.0214389,0.0221661,0.00645301,0.0146346,0.00707431,0.00910873,0.0174024,0.0106481,0.0104147,0
8,0.0156886,0.00204966,0.024578,0.0110106,0.015939,0,0.0115268,0.00780898,0.010868,0.00338243,0.00652131,0.00603351,0,0,0.0181496,0.0197022,0.0186515,0.00963259,0.0299584,0.0297781,0.0225451,0.0221825,0.01175,0.00177741,0.00217077,0.0105433,0,0.0248025,0.00978648,0.0142787,0.0203987,0,0,0.00229789,0.00646562,0.0135748,0.0164288,0.0109176,0.0104775,0.00692664,0.0151598,0.0135333,0.0212119,0.0234638,0.00830312,0.0155733,0.00608731,0.00736134,0.0180678,0.00948631,0.0103066,0
9,0.0158118,0.0017552,0.0237381,0.0110881,0.0161667,0,0.0114728,0.00742132,0.0117261,0.00314475,0.00665051,0.00597557,0,0,0.0172354,0.0190118,0.0185373,0.009438,0.0290289,0.0288757,0.0215377,0.0213266,0.0121978,0.00178401,0.00207695,0.0107019,0,0.0247632,0.00934027,0.014087,0.0200842,0,0,0.00228763,0.00659171,0.0135531,0.0161471,0.0105747,0.0102484,0.00611081,0.0136866,0.0147478,0.0213723,0.0248962,0.00993119,0.0166971,0.00570657,0.00624187,0.0190427,0.00862575,0.00993575,0
10,0.0159846,0.00205222,0.0227796,0.0111094,0.0163089,0,0.0113718,0.00707328,0.0124899,0.00298442,0.00671628,0.00572657,0,0,0.0162073,0.0181399,0.018164,0.00920716,0.0278421,0.027691,0.0203105,0.0202483,0.0125572,0.00185107,0.00208057,0.0110658,0,0.0246881,0.00894823,0.0138515,0.0197024,0,0,0.00227185,0.00668177,0.0133547,0.0157385,0.00992108,0.00978296,0.00518456,0.0123513,0.0157255,0.0218999,0.0263494,0.0112238,0.0178363,0.00595008,0.00607652,0.0200764,0.00823738,0.00938375,0
11,0.0162716,0.00266484,0.0217433,0.0110169,0.0163996,0,0.0112646,0.0067817,0.01309,0.00293472,0.00663155,0.00521864,0,0,0.0149484,0.017001,0.0175527,0.00904179,0.0263703,0.0261791,0.0188148,0.0189206,0.0127244,0.00199967,0.00218882,0.0115645,0,0.0245584,0.00862049,0.0135845,0.0192666,0,0,0.00225844,0.00672847,0.0128703,0.0151452,0.00902542,0.00914528,0.00444365,0.0114546,0.0161668,0.0225326,0.0274596,0.0117502,0.018381,0.00601058,0,0.0206798,0.0609806,0.00870026,0
12,0.0163075,0.00363634,0.020643,0.0105889,0.0165137,0,0.0110335,0.00652983,0.0133354,0.00304421,0.00669783,0.00488529,0,0,0.0135309,0.0155543,0.016634,0.00892218,0.0245871,0.0243745,0.0171857,0.0174522,0.0125065,0.00207449,0.00231134,0.0116473,0,0.0243887,0.00835082,0.0132909,0.0187495,0,0,0.00220907,0.00670674,0.012974,0.0146132,0.00829666,0.00855154,0.00361018,0.0103422,0.0173504,0.023788,0.0290066,0.0129708,0.0196764,0.00717244,0,0.0214997,0,0.00815975,0
13,0.0164282,0.0046717,0.0195034,0.00978666,0.0166301,0,0.0108338,0.006312,0.0132225,0.0033551,0.0066051,0.00436607,0,0,0.0118657,0.0138134,0.015521,0.00897365,0.0226017,0.0224205,0.015368,0.0158391,0.0118424,0.00221074,0.00249592,0.0116572,0,0.0241268,0.00810625,0.0129865,0.0181772,0,0,0.00214236,0.00663538,0.0128472,0.0139517,0.00771094,0.00804002,0.00316979,0.00982403,0.018159,0.0245962,0.0298986,0.0136951,0.0203885,0.00777889,0,0.0218446,0,0.0077293,0
14,0.0163891,0.00584239,0.0183906,0.00858219,0.0167509,0,0.0105928,0.00610407,0.0127361,0.00381283,0.00659199,0.00399958,0,0,0.0100498,0.0119473,0.0143399,0.00913047,0.0203968,0.0203953,0.0134157,0.0141669,0.0107409,0.00229948,0.0026759,0.0110353,0,0.023794,0.00787197,0.0126819,0.0175453,0,0,0.00203727,0.00650667,0.0131843,0.0132806,0.00728352,0.00762892,0.00296409,0.00971702,0.0188791,0.0254753,0.0304994,0.0142245,0.0206421,0.00808444,0.0501119,0.0215698,0,0.00738416,0
15,0.0165804,0.00670617,0.0170867,0.00705004,0.0169764,0,0.0105393,0.00590276,0.0119001,0.00420653,0.0062571,0.00327619,0,0,0.00826913,0.00981695,0.0128993,0.00936362,0.0183877,0.0185525,0.0118147,0.0128025,0.0092427,0.00253402,0.00294175,0.0112201,0,0.0233762,0.00760422,0.012422,0.0169327,0,0,0.00190909,0.00636428,0.0124058,0.0126707,0.00730237,0.00746736,0.00294246,0.00986794,0.0190141,0.0246934,0.02984,0.0142203,0.0212026,0.00823002,0.00880102,0.022089,0.0114721,0.00739938,0
16,0.0165796,0.00758704,0.0159013,0.00544871,0.017139,0,0.0104732,0.00569271,0.0109185,0.00446255,0.0061101,0.00286399,0,0,0.00655872,0.00780741,0.0114994,0.00943625,0.0162999,0.0167388,0.0103115,0.0115605,0.00766751,0.00269447,0.00318556,0.0107311,0,0.0229344,0.00733435,0.0121972,0.016328,0,0,0.00173936,0.00618247,0.0122362,0.0121516,0.00750133,0.00745407,0.00303968,0.0100971,0.018941,0.0239945,0.0289162,0.0139811,0.0213179,0.00820251,0.00859709,0.0219948,0,0.00745285,0
17,0.0165553,0.00828727,0.0148807,0.00399358,0.0171765,0,0.0104689,0.00547689,0.0099241,0.00445098,0.00603236,0.002606,0,0,0.00502267,0.00589882,0.010032,0.00931172,0.0143014,0.0150151,0.00908258,0.0105343,0.0062141,0.00284498,0.00344095,0.0100617,0,0.0224807,0.00706215,0.0120183,0.0157802,0,0,0.00153924,0.00597973,0.012175,0.0117812,0.00783217,0.00750491,0.00319567,0.0104339,0.0184262,0.0227968,0.0274501,0.0133603,0.021017,0.00788184,0.00810634,0.0214848,0.0122804,0.00762725,0
