Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe,
All Timesteps RMSE,0.01518,0.011341,0.010784,0.00875445,0.0131311,0,0.00850301,0.00616554,0.00772387,0.00523886,0.0114552,0.010679,0,0,0.0171214,0.0188943,0.0161444,0.0111332,0.0192099,0.0198985,0.0184297,0.0161909,0.009364,0.00317325,0.00603798,0.0141716,0,0.0144834,0.00589429,0.00740669,0.00766587,0,0,0.00497798,0.00625586,0.00871108,0.0106025,0.00888388,0.00824737,0.00582697,0.0161602,0.00948585,0.0203073,0.0198139,0.0081168,0.020897,0.013635,0.0170355,0.0212014,0.0213422,0.00880846,0
0,0.0154102,0.0136407,0.0176162,0.00992529,0.00897844,0,0.00987373,0.00802291,0.00693586,0.00299682,0.00718679,0.00636037,0,0,0.0217241,0.0203084,0.0140028,0.0106254,0.0301299,0.0317551,0.0235897,0.0209693,0.00927541,0.00209444,0.00352857,0.0135983,0,0.0176161,0.00801723,0.00922064,0.013668,0,0,0.00220402,0.00374833,0.00336055,0.0108899,0.00307868,0.00737834,0.00756079,0.0258237,0.00365923,0.0278679,0.0230609,0.00859761,0.006612,0.00958646,0.0186012,0.0165191,0.018005,0.00554279,0
1,0.0150645,0.0137453,0.0165987,0.00990735,0.00950894,0,0.00886189,0.00720545,0.00696299,0.0029516,0.00726175,0.00625888,0,0,0.0213878,0.0201703,0.0144858,0.0094833,0.0293343,0.0312886,0.0232384,0.0210177,0.00958517,0.00220249,0.0036099,0.0129143,0,0.0177363,0.007668,0.00924429,0.0135573,0,0,0.00225415,0.00382132,0.00276533,0.00984711,0.0039292,0.0075247,0.00608862,0.0241307,0.00365247,0.0268987,0.0226745,0.00628585,0.00886356,0.00882819,0.0170424,0.0167369,0.017031,0.0064224,0
2,0.0147617,0.0133165,0.0162853,0.0105653,0.0102,0,0.00845941,0.00692602,0.00760252,0.00291421,0.00743468,0.00639184,0,0,0.0201846,0.0201179,0.0156871,0.00759743,0.0279052,0.0293708,0.0221609,0.0207167,0.010372,0.00223725,0.00370162,0.012127,0,0.0177556,0.00763881,0.00919903,0.0133624,0,0,0.00238693,0.00393036,0.00306896,0.00931884,0.00523871,0.00778985,0.00545344,0.0221687,0.00491185,0.025751,0.0222252,0.00426056,0.0106276,0.00770581,0.0151737,0.0168303,0.0157941,0.00714761,0
3,0.014492,0.012766,0.0161279,0.0109442,0.0108863,0,0.00827014,0.00679338,0.00818719,0.00287252,0.00766907,0.00669299,0,0,0.0190311,0.0200384,0.0167894,0.00652115,0.0269779,0.0280857,0.0214474,0.0203975,0.0109879,0.00224182,0.00379421,0.0112456,0,0.0177131,0.0076434,0.00912652,0.0131215,0,0,0.00250979,0.0040529,0.0036212,0.00897847,0.00652418,0.0079872,0.00574238,0.0203585,0.00625165,0.0244009,0.0214978,0.00327662,0.0117791,0.00678945,0.0132923,0.016437,0.0142461,0.00771809,0
4,0.014292,0.0122611,0.015931,0.0110671,0.0115502,0,0.00819305,0.00665409,0.00867442,0.0028524,0.00798538,0.00715533,0,0,0.0180778,0.0199725,0.0176448,0.0060764,0.026348,0.0273385,0.0209175,0.0200387,0.0114378,0.00221454,0.00389592,0.0103972,0,0.0176477,0.00758363,0.00903749,0.0128663,0,0,0.00260336,0.00415686,0.00429405,0.00874768,0.00771553,0.0082665,0.0065399,0.0187447,0.00740941,0.0230054,0.0207143,0.00316703,0.0127937,0.0059206,0.0114595,0.0159923,0.0126431,0.00822467,0
5,0.0141922,0.0117767,0.0156068,0.011305,0.0122325,0,0.00819352,0.00646369,0.00936249,0.00287658,0.00839318,0.00775545,0,0,0.0169328,0.0198488,0.0184258,0.00619675,0.0255743,0.0263849,0.0202713,0.019531,0.0119393,0.00218037,0.00403187,0.00964559,0,0.0175786,0.00743912,0.00893062,0.0125983,0,0,0.00267665,0.00423844,0.0050042,0.00854361,0.00878841,0.00868614,0.00738122,0.0172807,0.00843752,0.0216617,0.0200618,0.00360093,0.0140002,0.00514389,0.00974302,0.0158237,0.0111613,0.00869927,0
6,0.0141953,0.0113185,0.01514,0.0115532,0.0128802,0,0.00824658,0.00622386,0.0101276,0.00289386,0.00888258,0.00844091,0,0,0.0157302,0.0196166,0.018932,0.00660881,0.0246998,0.0253494,0.0195318,0.0188912,0.0124242,0.00217983,0.00422931,0.00909407,0,0.0175082,0.0072219,0.00879923,0.0122972,0,0,0.00275384,0.00431774,0.00569147,0.0083371,0.00968821,0.00918966,0.0080253,0.0159914,0.00937254,0.0204676,0.0196592,0.00434464,0.0154247,0.00473188,0.0083436,0.0161044,0.00998212,0.00911615,0
7,0.0142891,0.0108468,0.0145424,0.0117217,0.0134616,0,0.00832597,0.00595488,0.0108533,0.00289557,0.00941969,0.00913425,0,0,0.0145311,0.0192005,0.0190233,0.00693902,0.0236907,0.0242128,0.0186765,0.0181201,0.0128306,0.00224535,0.00449754,0.0088079,0,0.017425,0.00695887,0.0086369,0.0119386,0,0,0.00286349,0.00442213,0.00629121,0.00810208,0.010359,0.00967219,0.00836345,0.0148822,0.0102568,0.0195041,0.0195733,0.00529222,0.0169664,0.00489392,0.00743482,0.0168571,0.00922842,0.00943814,0
8,0.0144585,0.0103026,0.0138545,0.0117101,0.013982,0,0.00839993,0.00567287,0.0114248,0.00292665,0.00994781,0.00974678,0,0,0.0132942,0.0184919,0.0186209,0.00701249,0.022496,0.0228897,0.0176824,0.0171984,0.013064,0.0023805,0.00481619,0.00880502,0,0.0173055,0.00667432,0.00844321,0.0115002,0,0,0.00302531,0.00457798,0.00675052,0.00783391,0.0107576,0.0100208,0.00837266,0.0139329,0.0110971,0.0188263,0.0198039,0.00634317,0.0184547,0.00552492,0.00709583,0.0179619,0.00891971,0.0096334,0
9,0.0147973,0.00961367,0.0131643,0.0113836,0.0144163,0,0.00840882,0.00533201,0.0117247,0.00306187,0.010306,0.0100653,0,0,0.0119166,0.0173931,0.0177088,0.00685557,0.0211212,0.0213518,0.0165289,0.0160953,0.0129779,0.0025467,0.00512101,0.00920245,0,0.0170843,0.00634391,0.00822159,0.0109532,0,0,0.0032589,0.00482014,0.00674447,0.00759333,0.0109479,0.0102196,0.00811106,0.0132536,0.0118461,0.0182031,0.0201451,0.00756558,0.0197879,0.00638157,0,0.0193803,0.0599074,0.00975747,0
10,0.0149314,0.00886897,0.012545,0.0105797,0.0149262,0,0.00841568,0.00509701,0.0116563,0.0033525,0.010769,0.0105035,0,0,0.0103429,0.0159185,0.0163747,0.00657438,0.0195398,0.0196094,0.0152602,0.0148446,0.0124212,0.00274214,0.00544118,0.00935176,0,0.0168817,0.00610781,0.00802466,0.010362,0,0,0.00351636,0.00510917,0.00733763,0.00729195,0.0107647,0.010082,0.00748998,0.012335,0.0126441,0.0183807,0.021018,0.00845315,0.0208149,0.00731033,0,0.0204388,0,0.00966786,0
11,0.0151679,0.00802492,0.0121219,0.00913555,0.015365,0,0.00833835,0.00483223,0.0111548,0.00377866,0.0110133,0.0106416,0,0,0.00866184,0.0141887,0.0147593,0.00621438,0.017858,0.0178407,0.0138591,0.013473,0.0112934,0.0029235,0.00568022,0.00954427,0,0.0165907,0.00585915,0.00786847,0.0097083,0,0,0.00380804,0.0054867,0.00760995,0.00704685,0.0104351,0.00979204,0.00686782,0.0116752,0.0131751,0.018691,0.0218286,0.00908715,0.0213599,0.00795981,0,0.0212461,0,0.00952639,0
12,0.0152881,0.00719764,0.0119664,0.00735311,0.0158111,0,0.00823964,0.00465388,0.0104618,0.00414661,0.0112532,0.0107582,0,0,0.00656558,0.0121422,0.0130289,0.00627399,0.0161017,0.0160714,0.0124035,0.0120689,0.00964947,0.00306795,0.00587268,0.00923416,0,0.0162942,0.00567724,0.00778427,0.00904337,0,0,0.00410889,0.00590653,0.00827968,0.00672971,0.0100469,0.00941252,0.00642007,0.0108097,0.0137462,0.0196388,0.0229092,0.00945256,0.0216189,0.00857547,0.0518861,0.0215252,0,0.0092875,0
