Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
1678,0.0148817,0.00533759,0.0100219,0.0106973,0.00479639,0,0.00700304,0.00673209,0.0109177,0.0080976,0.00391142,0.00244405,0,0,0.00890837,0.0133126,0.0157642,0.00902413,0.00708373,0.00449336,0.0102297,0.00832135,0.00976365,0.000709038,0.00055988,0.00553232,0,0.00962727,0.0070914,0.00400584,0.00183626,0,0,0.00182636,0.000950385,0.00410553,0.0087332,0.01162,0.00822222,0.00862087,0.0100692,0.00989328,0.0143682,0.0160526,0.00823228,0.00743814,0.00411952,0.00799039,0.0127555,0.0109508,0.00861045
1679,0.0149593,0.00526977,0.00985665,0.0107344,0.00493293,0,0.00706706,0.00639887,0.0108234,0.00820012,0.00383769,0.00236278,0,0,0.00892179,0.0130796,0.0155393,0.00909303,0.00668328,0.00438733,0.0100991,0.00819185,0.00973304,0.000687976,0.000590948,0.00573954,0,0.00968895,0.00676023,0.00398921,0.00169328,0,0,0.00189363,0.000865875,0.00426838,0.00857081,0.011684,0.00822648,0.00868053,0.00990804,0.00999922,0.0143724,0.0160138,0.00833329,0.00747903,0.00460869,0.00801128,0.0129256,0.0110295,0.00862592
1680,0.0150226,0.00521407,0.00970069,0.0107502,0.00507757,0,0.00723908,0.00619142,0.0107575,0.00824175,0.00376574,0.00217982,0,0,0.00898936,0.0127991,0.0153488,0.00916029,0.00641109,0.00442685,0.0100032,0.00808413,0.00970357,0.00053666,0.000490187,0.00594543,0,0.00974462,0.00651569,0.00413423,0.00158731,0,0,0.0019111,0.000814819,0.00441689,0.00856858,0.0116358,0.008208,0.00869613,0.00978947,0.0100864,0.0143366,0.0161094,0.00841175,0.00757697,0.00494958,0.0079709,0.0131055,0.0110499,0.00850019
1681,0.0150353,0.00517671,0.00973363,0.010752,0.00524824,0,0.00763163,0.00614006,0.0107437,0.00821761,0.00376239,0.00197267,0,0,0.00902464,0.0126052,0.0152688,0.00924604,0.0063086,0.00465743,0.00994456,0.0080718,0.00968609,0.000482412,0.000483581,0.0061262,0,0.00982573,0.0064268,0.0043791,0.00175708,0,0,0.00168341,0.00101031,0.00451152,0.00867955,0.0114496,0.00822151,0.00858673,0.00983325,0.0100921,0.0142508,0.0161722,0.00848448,0.00769987,0.00472254,0.00802145,0.0132693,0.0111347,0.00823223
1682,0.0149881,0.00515638,0.0099958,0.0107552,0.00542393,0,0.00783736,0.00614902,0.0107662,0.00820003,0.0037441,0.00192635,0,0,0.00901053,0.0125105,0.0152837,0.00932974,0.00639953,0.00481272,0.0100006,0.00815644,0.00967352,0.000461617,0.000482095,0.00628025,0,0.00987029,0.00642386,0.00439213,0.00193896,0,0,0.00138561,0.000930061,0.00457626,0.0088728,0.0113398,0.00829236,0.00850139,0.00993364,0.0100211,0.0141256,0.0160804,0.00857017,0.00781313,0.00420638,0.00818362,0.0133674,0.0112699,0.00805438
1683,0.014917,0.00512713,0.0104136,0.0107606,0.00553863,0,0.00768521,0.00617001,0.0108005,0.00819522,0.00374579,0.00194229,0,0,0.00903475,0.0124754,0.015307,0.00939382,0.00665981,0.00477465,0.0101934,0.00828426,0.00965629,0.000541389,0.000540197,0.00638592,0,0.00987113,0.00644243,0.00424012,0.00182161,0,0,0.00147985,0.000812633,0.00461346,0.00909823,0.0114276,0.00838451,0.00851429,0.0100363,0.00987573,0.0139967,0.0159342,0.00869933,0.00785187,0.00393185,0.00828397,0.0134006,0.0113099,0.00810113
1684,0.014891,0.00510451,0.0109607,0.0107664,0.00562912,0,0.00756093,0.00619548,0.0108177,0.00819,0.00390791,0.00192866,0,0,0.00912451,0.0124948,0.0153112,0.00943739,0.00695028,0.00471441,0.0104392,0.00842287,0.00965868,0.000564169,0.000546826,0.00654659,0,0.00989873,0.00648022,0.00431287,0.00179878,0,0,0.00155633,0.000825047,0.0047281,0.00933856,0.011511,0.00844422,0.00857007,0.0101654,0.00971379,0.0138512,0.0158678,0.00889196,0.0077742,0.00416748,0.00827226,0.0134339,0.0112439,0.00816574
1685,0.0149526,0.00511003,0.0115626,0.0107992,0.00589823,0,0.00778788,0.00624432,0.0107942,0.00816852,0.00417017,0.00191782,0,0,0.00921484,0.0125371,0.0153334,0.00949033,0.00714733,0.00477087,0.0106605,0.00857349,0.00969853,0.000603938,0.000566232,0.00703116,0,0.0100249,0.00652523,0.00465524,0.0021396,0,0,0.00144955,0.00090169,0.00520787,0.00970285,0.0114363,0.00847807,0.00869741,0.0102511,0.00969377,0.0136301,0.0159073,0.00912031,0.00762073,0.00487061,0.00835513,0.0134388,0.0112452,0.0080496
1686,0.0150587,0.00512546,0.0120741,0.0108623,0.00636332,0,0.00816109,0.00631211,0.0107568,0.00813538,0.00434408,0.00194245,0,0,0.00928277,0.0125593,0.0153776,0.0095601,0.00728196,0.00492683,0.0108533,0.00872442,0.00975252,0.00048369,0.000465907,0.00776544,0,0.0102282,0.00657165,0.00494401,0.0023389,0,0,0.00127393,0.000815675,0.00597484,0.0102769,0.0113197,0.00853211,0.00891072,0.0101777,0.00981003,0.0133565,0.0158971,0.00927711,0.00754335,0.00551917,0.00860077,0.0133537,0.0113553,0.00787123
1687,0.0150777,0.00514423,0.0124462,0.0109293,0.00669136,0,0.00837732,0.00636723,0.0107748,0.00810278,0.0044847,0.00198431,0,0,0.00936378,0.0125683,0.0153986,0.00961233,0.00743777,0.00509247,0.0110378,0.00886478,0.00977395,0.000481916,0.000473568,0.0081584,0,0.0103961,0.00670076,0.00502957,0.00218044,0,0,0.00129826,0.000758515,0.0063006,0.010899,0.0112776,0.00862034,0.0089726,0.0100059,0.0099037,0.0131836,0.0155757,0.00926584,0.00764832,0.00550151,0.0087747,0.0132538,0.0114037,0.00780674
