Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe,
All Timesteps RMSE,0.0203036,0.00727084,0.00676651,0.00657067,0.0120331,0,0.00955153,0.00524775,0.00689211,0.0056357,0.0097411,0.00636925,0,0,0.0149032,0.0184062,0.0160256,0.00841609,0.0169842,0.0211445,0.0173768,0.0242429,0.00687318,0.00462459,0.00791582,0.0127908,0,0.0155719,0.0056776,0.00926428,0.00596816,0,0,0.00801562,0.0114719,0.00582689,0.00693715,0.00815883,0.00856651,0.00614521,0.0140825,0.0137154,0.02166,0.0226919,0.0110015,0.0292217,0.0193228,0.0197337,0.027421,0.0226435,0.00808255,0
0,0.0163676,0.0082971,0.0117408,0.00777558,0.0106243,0,0.0131127,0.00617685,0.00881472,0.00383531,0.00592942,0.00158912,0,0,0.0116084,0.0195419,0.0206259,0.00853439,0.0213094,0.021769,0.0160703,0.0162119,0.00939814,0.00319432,0.00463611,0.00955419,0,0.0195281,0.00626566,0.00881663,0.00917943,0,0,0.00824275,0.011374,0.00578006,0.0083907,0.00707025,0.00583242,0.00335826,0.0176207,0.011247,0.0253399,0.0241273,0.00776449,0.0282641,0.0150023,0.01444,0.0293742,0.0192215,0.0089189,0
1,0.0175867,0.00885075,0.010495,0.00761843,0.0119679,0,0.0112991,0.0057462,0.00896809,0.0039014,0.00579725,0.00217332,0,0,0.0105687,0.0188253,0.0200981,0.00905865,0.0208081,0.0207754,0.0160427,0.0159089,0.00936168,0.00315214,0.00457853,0.0112104,0,0.018648,0.00647438,0.00887197,0.00915815,0,0,0.00832686,0.0116341,0.00388835,0.0074105,0.00756814,0.00640251,0.00340481,0.0164213,0.0125788,0.0249719,0.0244344,0.00883082,0.0297881,0.0156914,0.0141279,0.0298994,0.0185892,0.00906517,0
2,0.0183212,0.0089617,0.00980866,0.00728254,0.0126113,0,0.010522,0.00553001,0.0090239,0.00430038,0.00576781,0.00272893,0,0,0.00983984,0.0185478,0.0198027,0.00932576,0.0203099,0.0200629,0.0156137,0.0154883,0.00923898,0.00311657,0.00454268,0.0117137,0,0.0182822,0.00646849,0.00890866,0.00910848,0,0,0.00845324,0.0118558,0.00308649,0.00701249,0.00798563,0.00684078,0.0036438,0.0150882,0.013309,0.0242148,0.0243764,0.00932317,0.0303138,0.0155768,0,0.0295611,0.0698268,0.00908265,0
3,0.0184605,0.00891976,0.00924963,0.00686013,0.0130635,0,0.0102135,0.00537063,0.00899181,0.00473186,0.00576633,0.00353521,0,0,0.00904323,0.0183074,0.0194939,0.0094964,0.0195649,0.0192216,0.0150186,0.0149379,0.0090236,0.00307014,0.00449411,0.0117572,0,0.0181735,0.00636943,0.00890625,0.00895599,0,0,0.00860096,0.0120553,0.00274988,0.00680619,0.00809039,0.00707076,0.00377655,0.0139539,0.0141945,0.0241251,0.0247525,0.0101815,0.0307967,0.0158624,0,0.029392,0,0.00891025,0
4,0.0186064,0.00851682,0.00862356,0.00635546,0.0134945,0,0.010023,0.00508295,0.00890765,0.00525518,0.00585366,0.00405532,0,0,0.00789477,0.0175704,0.0188259,0.00942624,0.0184542,0,0.0142617,0.11934,0.0087381,0.00310137,0.00451623,0.0115594,0,0.0180484,0.00608595,0.00887019,0.00851457,0,0,0.00886653,0.0123338,0.00262389,0.00633003,0.0079821,0.00713121,0.00370563,0.0129448,0.0145735,0.0239284,0.0249982,0.0106099,0.0309642,0.0159899,0,0.0289631,0,0.00866332,0
5,0.018498,0.0081463,0.0080912,0.00573281,0.0135078,0,0.00990059,0.00493275,0.00866871,0.00500395,0.00601626,0.00467469,0,0,0.00722387,0.0175978,0.0186186,0.00954722,0.0171209,0,0.0132073,0,0.00819831,0.00313098,0.0045561,0.0108661,0,0.0179896,0.00591695,0.0088282,0.00795424,0,0,0.00913274,0.0125866,0.0031887,0.00578935,0.00775571,0.0069962,0.00378518,0.0123772,0.0150963,0.0245594,0.0257495,0.0111702,0.0307991,0.0161733,0.0437768,0.0284204,0,0.0083373,0
6,0.0186829,0.00757884,0.00716474,0.00481321,0.0138008,0,0.00970601,0.00458773,0.00825757,0.00505945,0.00608721,0.00464958,0,0,0.00596538,0.0164984,0.0175229,0.00938278,0.0156132,0,0.0122742,0,0.00731741,0.00324746,0.00465324,0.0117554,0,0.0178225,0.00556129,0.00883222,0.00714077,0,0,0.00948641,0.0129128,0.00175793,0.00502205,0.00760077,0.00702323,0.00338851,0.0117566,0.0151329,0.0244259,0.0261639,0.011183,0.0312703,0.0163604,0.0136803,0.0287626,0.018443,0.00822808,0
7,0.0188005,0.00693638,0.00648213,0.00369983,0.013958,0,0.00954195,0.00431006,0.00773006,0.00512441,0.00615019,0.0045813,0,0,0.00505738,0.0152328,0.0162552,0.00920543,0.0139005,0,0.011215,0,0.00611091,0.00335532,0.00475954,0.0122751,0,0.0176722,0.00527275,0.00888904,0.00624578,0,0,0.00981758,0.0132004,0.00109609,0.00434798,0.00763394,0.00708282,0.0033134,0.0113225,0.0155718,0.0247037,0.026891,0.0115326,0.0316126,0.0165083,0,0.0289467,0.0695029,0.00816721,0
8,0.0186693,0.00628029,0.00597108,0.0027637,0.0140604,0,0.00949155,0.00424669,0.00711084,0.0053522,0.00634546,0.00482703,0,0,0.00493337,0.0137514,0.0147775,0.00899648,0.0121067,0.0986187,0.0102255,0,0.00459989,0.00340484,0.00487504,0.0123098,0,0.0175902,0.00517853,0.0089765,0.00536272,0,0,0.0100788,0.0133913,0.00133211,0.00387099,0.00768121,0.00710689,0.00325891,0.0112008,0.0165319,0.0256364,0.0280152,0.0123726,0.0317695,0.0166171,0,0.0287885,0,0.00813134,0
