Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe,
All Timesteps RMSE,0.0219858,0.00760193,0.00824342,0.0115315,0.0144437,0,0.0110784,0.00806429,0.011477,0.00637511,0.00838081,0.00587776,0,0,0.0180074,0.022825,0.0210207,0.00919808,0.0176861,0.0226831,0.0137489,0.0146896,0.013042,0.004599,0.00686637,0.0107015,0,0.0177901,0.00834276,0.00915265,0.00364598,0,0,0.00643591,0.00837887,0.00639252,0.00742942,0.00868882,0.011371,0.00666617,0.0152281,0.0113568,0.0225909,0.0236028,0.00985732,0.0116831,0.00977624,0.0149396,0.0132537,0.0243306,0.00998846,0
0,0.0216732,0.0128596,0.0133418,0.0154023,0.00859196,0,0.0113543,0.00915225,0.009703,0.00360465,0.00520997,0.00289677,0,0,0.0213796,0.0225437,0.0190032,0.00526404,0.0340901,0.036825,0.027246,0.0209274,0.0155265,0.00381739,0.00457507,0.0123835,0,0.0183781,0.00960262,0.00917216,0.00581162,0,0,0.00612745,0.00857975,0.00724956,0.00821471,0.00345113,0.0115168,0.00988273,0.0199404,0.00752482,0.0257385,0.0242515,0.00807968,0.00463714,0.00918511,0.013388,0.00786986,0.0120236,0.00766589,0
1,0.0213495,0.0130274,0.0124603,0.0153356,0.00909447,0,0.0114057,0.00925584,0.00986145,0.00346117,0.00519667,0.00304881,0,0,0.0213929,0.022712,0.0194238,0.00521375,0.0333215,0.0366384,0.0261689,0.0204837,0.0157724,0.00377933,0.00460559,0.0119635,0,0.0185384,0.00973573,0.00912186,0.00592151,0,0,0.00595871,0.00850984,0.00585693,0.00720107,0.00371745,0.0116276,0.00824152,0.0193926,0.00861916,0.0256023,0.0241523,0.00871917,0.00494286,0.00985172,0.0130488,0.00686168,0.0109211,0.00745821,0
2,0.0211656,0.0128449,0.0123658,0.0152782,0.00966844,0,0.0114009,0.0094534,0.0102077,0.00357185,0.00522511,0.00341323,0,0,0.0212584,0.0230483,0.0200733,0.00503691,0.0326191,0.0361798,0.0251153,0.0199173,0.0161315,0.00370841,0.00460589,0.0115901,0,0.0186947,0.00995437,0.00905407,0.00606197,0,0,0.00581053,0.00841251,0.00517228,0.00691402,0.00416477,0.011649,0.0064502,0.0184915,0.00961261,0.0251622,0.0238664,0.00927146,0.00534775,0.0101755,0.0125212,0.00576993,0.0097462,0.00729954,0
3,0.021023,0.0125218,0.0124031,0.0153705,0.010277,0,0.0113786,0.0096465,0.01079,0.00380837,0.00535139,0.00397013,0,0,0.0208893,0.0235228,0.0209795,0.00479775,0.031428,0.0350705,0.0236719,0.0191927,0.0166464,0.00361817,0.0045852,0.0109901,0,0.0188603,0.0101725,0.00897476,0.00624839,0,0,0.00566796,0.00830173,0.00449223,0.00678431,0.0048272,0.0117794,0.00510589,0.0174861,0.0105813,0.0246101,0.0236258,0.00981923,0.00544859,0.0102271,0.0118713,0.00449485,0.00867875,0.007361,0
4,0.020919,0.0121738,0.0123912,0.0156117,0.0109518,0,0.0113485,0.00980225,0.0115585,0.00408344,0.00562834,0.00472527,0,0,0.0202764,0.0240591,0.0220229,0.00476372,0.0297589,0.0333804,0.0219101,0.0183411,0.0172841,0.00351487,0.00456417,0.0102105,0,0.0190387,0.0103587,0.008888,0.00647293,0,0,0.00553177,0.00818413,0.00372243,0.00671779,0.00566868,0.0120083,0.00484804,0.0164991,0.011482,0.0240653,0.0235454,0.0103133,0.00520355,0.010052,0.011204,0.00327546,0.00789508,0.00765761,0
5,0.02088,0.0118939,0.012278,0.0157606,0.0116394,0,0.0113158,0.00990077,0.0122456,0.00431906,0.00607616,0.00564499,0,0,0.019795,0.0246025,0.0228689,0.00511921,0.0282354,0.0319248,0.0203548,0.017547,0.0178522,0.00341081,0.00457762,0.00943005,0,0.0192271,0.0104903,0.00879926,0.00669599,0,0,0.00541527,0.00807535,0.0029243,0.00673272,0.00658148,0.0122504,0.00572282,0.0156283,0.0122401,0.0236067,0.0236669,0.0106547,0.00461003,0.00970038,0.0107084,0.00298768,0.00761837,0.00811994,0
6,0.0210362,0.0115456,0.0120078,0.0160961,0.0124133,0,0.0113086,0.00984248,0.013092,0.00448452,0.00656649,0.00647409,0,0,0.0188529,0.0249712,0.0236681,0.00563821,0.0262844,0.0298619,0.0185869,0.0166321,0.0184897,0.0033436,0.00464695,0.00889969,0,0.0193803,0.010463,0.00873204,0.00681164,0,0,0.00536703,0.00802635,0.00218292,0.00674245,0.00762777,0.0126676,0.00695221,0.0144714,0.013152,0.0229981,0.0240397,0.0110874,0.00387033,0.00887659,0,0.0044482,0.0518926,0.00878278,0
7,0.0210994,0.011294,0.0116232,0.016231,0.0130825,0,0.011251,0.0098664,0.0137936,0.00458561,0.00727717,0.00756039,0,0,0.0179581,0.0251845,0.0241075,0.00620005,0.0245029,0.0281197,0.0169724,0.0156499,0.0189213,0.00329393,0.00480955,0.00839393,0,0.019579,0.010513,0.00864858,0.0068511,0,0,0.00534433,0.00799009,0.00156243,0.00672415,0.00837709,0.0129635,0.00775639,0.0136041,0.0140548,0.022861,0.0247146,0.0117525,0.00352089,0.00803453,0,0.00611244,0,0.00928396,0
8,0.0212714,0.0109026,0.0112225,0.0163194,0.0136695,0,0.0112001,0.00979822,0.0144981,0.00459332,0.00791057,0.00840533,0,0,0.0167631,0.0251401,0.0243355,0.00679377,0.0226609,0.0262431,0.0152591,0.0144719,0.0191815,0.0033269,0.00503112,0.00804933,0,0.0197331,0.0104598,0.0085942,0.00668151,0,0,0.00542105,0.00804008,0.00145252,0.00654464,0.00887515,0.0131004,0.00820672,0.0126476,0.0147,0.0226956,0.0252922,0.0123006,0.00342194,0.00700788,0,0.00777116,0,0.0095728,0
9,0.0213175,0.0103959,0.0109021,0.0162056,0.0141401,0,0.0111313,0.00983802,0.0151128,0.00455425,0.00861221,0.00923947,0,0,0.0153936,0.02485,0.0243375,0.00740069,0.0207916,0.0243595,0.0133735,0.0130084,0.0191397,0.00343502,0.00532793,0.00748204,0,0.019892,0.0104932,0.00855351,0.00635176,0,0,0.00555518,0.00813228,0.00229518,0.00615879,0.00891233,0.0128655,0.00843858,0.0118485,0.0149204,0.0232612,0.0259539,0.0125652,0.00316201,0.00582515,0.0642812,0.00865894,0,0.00940133,0
