Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe,
77,0.0237059,0.00727428,0.00508925,0.0133247,0.00792442,0,0.0129817,0.00679313,0.00903766,0.00506231,0.00869996,0.0041018,0,0,0.0152704,0.0248511,0.0235208,0.00532253,0.0104459,0.0183081,0.0110052,0.0147714,0.0124243,0.00542623,0.00882515,0.0129711,0,0.0172792,0.00723811,0.00811739,0.00447561,0,0,0.00534162,0.00713143,0.00377846,0.00844499,0.00258673,0.0107979,0.00410682,0.0129413,0.012965,0.0153414,0.0154526,0.0134872,0.00801531,0.012744,0.00991499,0.0155022,0,0.00528773,0
78,0.0236374,0.00759662,0.00539265,0.0135427,0.00764082,0,0.0128745,0.00676423,0.00896559,0.00511549,0.00867236,0.00400603,0,0,0.0155267,0.0248468,0.0234055,0.00497404,0.0105215,0.0185538,0.0115278,0.0150833,0.0126394,0.00539731,0.00870166,0.0126742,0,0.017316,0.00714588,0.00817542,0.0045305,0,0,0.0054269,0.00723081,0.00352836,0.00814805,0.00252095,0.0102753,0.00377811,0.0130131,0.012589,0.014817,0.0148328,0.0134828,0.00839615,0.0134685,0.0110364,0.0161526,0,0.00493634,0
79,0.0235146,0.0078533,0.00577057,0.0137708,0.00744724,0,0.0126785,0.00675439,0.00894729,0.0051631,0.0086138,0.00397959,0,0,0.0158329,0.0250303,0.0234982,0.00479085,0.0107416,0.0188792,0.011917,0.0153903,0.0128632,0.005329,0.00854461,0.0124765,0,0.0173254,0.00708637,0.00821263,0.00450535,0,0,0.00553283,0.0073453,0.00328106,0.0078683,0.00259718,0.00972681,0.00350114,0.0129042,0.0122134,0.0144115,0.0143794,0.0134288,0.00862843,0.0138982,0.0118306,0.0166193,0,0.00467903,0
80,0.0233437,0.00808126,0.0061932,0.0139803,0.00732277,0,0.0124264,0.00676778,0.00896284,0.00519649,0.00850626,0.00399818,0,0,0.0161807,0.0253227,0.0237031,0.00469963,0.0111233,0.0193208,0.0122265,0.0156877,0.0130783,0.00523617,0.00836814,0.0123952,0,0.0172981,0.00706159,0.00823461,0.00438734,0,0,0.00566039,0.00747992,0.00311133,0.0076745,0.00280722,0.00917464,0.00327752,0.0127393,0.0118297,0.0141515,0.0140874,0.0133369,0.00877036,0.0141218,0.0123522,0.0169701,0,0.00451385,0
81,0.0231389,0.00828451,0.00660002,0.0141464,0.00725865,0,0.0121432,0.00680743,0.00899125,0.0052083,0.0083591,0.00404105,0,0,0.0165451,0.0256292,0.0239213,0.0046423,0.01166,0.0198781,0.0125095,0.0159551,0.0132691,0.00513026,0.0081893,0.0124287,0,0.0172424,0.00707073,0.00825116,0.00418622,0,0,0.00580841,0.00763618,0.00306902,0.0076094,0.00301547,0.00864671,0.0030698,0.0126065,0.0113883,0.013964,0.0138739,0.0131793,0.00886457,0.0142269,0.0126286,0.0171938,0,0.0044054,0
82,0.022917,0.00845741,0.00692605,0.0142505,0.00725058,0,0.0118544,0.00686995,0.00901068,0.00519954,0.00819676,0.00409186,0,0,0.0169027,0.0258615,0.0240656,0.00458842,0.0123364,0.0205409,0.0128147,0.0161736,0.0134211,0.0050249,0.00802379,0.0125514,0,0.0171732,0.00710732,0.00827602,0.0039228,0,0,0.00596912,0.00781157,0.00312678,0.00767832,0.00310936,0.00816426,0.0028605,0.0125373,0.0108728,0.0137575,0.013638,0.0129394,0.00892693,0.0142585,0.0126616,0.0172274,0,0.00430707,0
83,0.0226951,0.00859357,0.00712546,0.0142842,0.00729604,0,0.0115827,0.00694786,0.0090054,0.00518288,0.00804394,0.00413741,0,0,0.0172415,0.0259559,0.0240716,0.00453369,0.0131338,0.0213008,0.013178,0.0163357,0.0135245,0.00493172,0.00788077,0.0127241,0,0.0171063,0.00716181,0.00832444,0.00362229,0,0,0.00612964,0.00799739,0.00323506,0.00784944,0.00306966,0.00773183,0.00266775,0.0125111,0.0103134,0.0134796,0.0133115,0.0126267,0.00894216,0.0142138,0.0124487,0.0169901,0,0.00420434,0
84,0.0224882,0.00869141,0.00718687,0.0142495,0.00739093,0,0.0113436,0.00703308,0.00897088,0.00518086,0.00791481,0.00416523,0,0,0.0175624,0.0258853,0.0239043,0.0044912,0.0140308,0.022152,0.0136195,0.0164444,0.0135768,0.00485699,0.00776061,0.0129044,0,0.0170545,0.00722451,0.00840952,0.00330946,0,0,0.00627914,0.00818169,0.00338127,0.00807021,0.00295036,0.00733309,0.00252831,0.0124759,0.0097568,0.013121,0.0128775,0.0122706,0.00886955,0.0140597,0.0120021,0.0164152,0,0.00410864,0
85,0.0223073,0.0087551,0.00713509,0.0141552,0.00752697,0,0.011145,0.00711849,0.00891224,0.00521899,0.00780966,0.0041612,0,0,0.017877,0.0256623,0.0235596,0.00448578,0.0150031,0.0230869,0.0141435,0.0165067,0.013583,0.00480175,0.00765588,0.0130553,0,0.0170263,0.00728726,0.00853772,0.00300647,0,0,0.00641369,0.00835281,0.00358281,0.008285,0.00282549,0.00694158,0.00247035,0.012376,0.00923446,0.0126936,0.0123627,0.0119018,0.00865887,0.0137629,0.0113519,0.0154709,0,0.00402175,0
86,0.0221587,0.00879334,0.00701983,0.0140115,0.00769084,0,0.0109881,0.00719716,0.00883744,0.00531633,0.00771733,0.00410906,0,0,0.0182014,0.0253322,0.0230602,0.00455208,0.0160237,0.0240909,0.0147378,0.016529,0.0135523,0.00476402,0.00755366,0.0131519,0,0.0170252,0.00734416,0.0087053,0.0027329,0,0,0.00653384,0.00850062,0.00384505,0.00844754,0.00274591,0.00654162,0.00249727,0.012177,0.0087632,0.012215,0.0118147,0.0115369,0.00827676,0.0133169,0.01054,0.0141714,0,0.00392258,0
87,0.0220447,0.00881669,0.00689655,0.0138295,0.00786577,0,0.0108716,0.00726183,0.00875275,0.00547772,0.00762065,0.00399275,0,0,0.0185472,0.0249531,0.0224495,0.00472255,0.0170608,0.0251377,0.0153761,0.0165222,0.013497,0.00474077,0.00743868,0.0131837,0,0.017051,0.00739262,0.008898,0.00250636,0,0,0.00664044,0.00861841,0.00414035,0.00853072,0.00272145,0.00614025,0.00258802,0.011876,0.00835832,0.0117019,0.0112759,0.0111787,0.00773571,0.0127536,0.00961968,0.0125794,0,0.00378598,0
88,0.0219644,0.00892031,0.00684239,0.0132684,0.0079682,0,0.0108112,0.00729854,0.0083127,0.00570597,0.00750155,0.00380813,0,0,0.0193149,0.0244198,0.0213238,0.00529249,0.0189912,0.0272699,0.0168106,0.0168835,0.0132227,0.00474773,0.0072889,0.0132114,0,0.0170911,0.00742432,0.00910072,0.00233233,0,0,0.00674893,0.00870739,0.00440199,0.00860146,0.0027199,0.00577091,0.00270217,0.011471,0.00803853,0.0111649,0.0107756,0.0108322,0.00710896,0.0121219,0.00866701,0.0107821,0,0.0036035,0
89,0.0219239,0.00888622,0.00678924,0.0132365,0.0081509,0,0.0107556,0.00732714,0.00840341,0.00593983,0.00735632,0.00352764,0,0,0.0194703,0.0241423,0.0208843,0.00552317,0.0194846,0.0277227,0.0170578,0.0167152,0.0132672,0.0047228,0.00712054,0.013111,0,0.0171692,0.00747115,0.00926937,0.00224489,0,0,0.00681112,0.00877274,0.00463804,0.00850751,0.00270497,0.0054363,0.00284085,0.0110596,0.00777962,0.0106231,0.0103024,0.0104952,0.00653787,0.0115408,0.00775625,0.00898381,0,0.00339623,0
90,0.0219146,0.00889753,0.00680769,0.0131378,0.00827801,0,0.0107532,0.00733352,0.00841437,0.00616719,0.00718013,0.00317309,0,0,0.0197182,0.0238776,0.020383,0.00581596,0.0201268,0.0283591,0.0174697,0.0166887,0.0132725,0.00471629,0.00691239,0.0129986,0,0.0172539,0.00751621,0.00939477,0.00223333,0,0,0.00686479,0.00882357,0.00475208,0.00841032,0.0026313,0.0051828,0.00299467,0.010647,0.00760764,0.010129,0.00990835,0.0102127,0.00619351,0.0110483,0.00699872,0.00735943,0,0.00320835,0
91,0.0219406,0.008934,0.00687573,0.0130302,0.00834881,0,0.0107824,0.00733143,0.00838612,0.00635434,0.00698637,0.00274783,0,0,0.0199903,0.0236338,0.0198885,0.0061298,0.0208242,0.0290392,0.017973,0.0167563,0.0132586,0.00470508,0.0066877,0.0129064,0,0.0173457,0.00756956,0.00945889,0.0022937,0,0,0.00689438,0.00887187,0.00475821,0.00832953,0.00249399,0.00503801,0.00320484,0.01029,0.007537,0.00977117,0.009666,0.0100084,0.0061954,0.0106901,0.00647602,0.00615121,0,0.00311898,0
92,0.0220021,0.00899186,0.00698165,0.0129412,0.00836345,0,0.0108329,0.00733025,0.00833533,0.00648465,0.00679211,0.00226394,0,0,0.0202504,0.0233958,0.0194093,0.00643877,0.0215615,0.0297157,0.0185669,0.0168886,0.0132339,0.00468622,0.00647365,0.0128618,0,0.0174365,0.00763173,0.00946079,0.00241343,0,0,0.00690024,0.008924,0.00467229,0.0082825,0.00233332,0.00503852,0.00352287,0.0100554,0.00761064,0.00969313,0.00970017,0.00991831,0.00654928,0.0104595,0.00623297,0.00561928,0,0.00322303,0
93,0.0220993,0.00906754,0.00711711,0.0128826,0.00832826,0,0.0108924,0.00733658,0.00827246,0.00656215,0.00661685,0.00174079,0,0,0.0204781,0.0231415,0.0189255,0.00673159,0.0223419,0.0303774,0.0192651,0.0170614,0.013209,0.00466355,0.00629912,0.0128865,0,0.0175166,0.0077009,0.00941421,0.00257504,0,0,0.0068896,0.00898334,0.00453131,0.00827698,0.00222941,0.00522368,0.00398251,0.0100132,0.00787808,0.0100577,0.0101563,0.00997932,0.00715192,0.0103105,0.00626712,0.00584824,0,0.00358088,0
94,0.0222319,0.00915876,0.00727753,0.0128562,0.00825644,0,0.0109495,0.00735388,0.0082063,0.00660691,0.00648017,0.00122021,0,0,0.0206667,0.0228541,0.018412,0.00701857,0.0231691,0.0310313,0.0200678,0.0172543,0.0131982,0.00464788,0.00618193,0.01299,0,0.0175772,0.00777703,0.00934157,0.00276177,0,0,0.00687302,0.00904987,0.0043832,0.00831589,0.00226578,0.0056228,0.0045776,0.0102237,0.00837147,0.0109989,0.0111624,0.0102195,0.00786423,0.0101816,0.00653704,0.0066398,0,0.00417115,0
95,0.0223983,0.00926608,0.00746224,0.012856,0.00816568,0,0.0109958,0.00738389,0.0081401,0.00664343,0.00639951,0.000826021,0,0,0.0208251,0.0225288,0.0178505,0.00733403,0.024051,0.0317032,0.0209609,0.0174548,0.0132134,0.00465246,0.00611899,0.013166,0,0.0176117,0.00786525,0.00926543,0.00296165,0,0,0.00685839,0.00911952,0.00427301,0.00840056,0.00246519,0.00624137,0.00526283,0.0107189,0.00908538,0.0125753,0.012789,0.0106426,0.00856927,0.0100229,0.00697958,0.00771525,0,0.00490747,0
96,0.0225934,0.00939168,0.00767285,0.0128676,0.00807429,0,0.011027,0.007429,0.00806753,0.00668844,0.00638658,0.000836787,0,0,0.0209761,0.022172,0.0172321,0.0077284,0.0250101,0.0324419,0.0219304,0.0176617,0.0132552,0.00468397,0.00608692,0.0133947,0,0.0176193,0.0079763,0.00920149,0.00316853,0,0,0.00684731,0.00918479,0.00422849,0.00852802,0.00277212,0.00705402,0.00597456,0.0114924,0.00996433,0.0147437,0.0150111,0.0112106,0.00918833,0.00981358,0.00753072,0.00888554,0,0.00568872,0
97,0.0228094,0.00956098,0.00791955,0.0128183,0.0079885,0,0.0110419,0.00748797,0.00792622,0.00675218,0.00644515,0.0012225,0,0,0.021186,0.0217634,0.0164879,0.00835072,0.0262197,0.033464,0.023101,0.0179242,0.0132717,0.004736,0.00605472,0.0136606,0,0.0176066,0.0081146,0.00915915,0.00337319,0,0,0.00684064,0.00923928,0.00426518,0.00870325,0.00319343,0.00805676,0.00664826,0.0124303,0.011017,0.0173591,0.0177275,0.0119522,0.00980733,0.00956963,0.00811662,0.010175,0,0.0064573,0
98,0.0230291,0.00972628,0.00818713,0.0127466,0.00793498,0,0.0110402,0.00757894,0.00775804,0.00681701,0.00655876,0.00168838,0,0,0.0214351,0.0213572,0.0157116,0.00911084,0.0275778,0.034669,0.0243454,0.0182272,0.0132798,0.00478747,0.00599846,0.0139173,0,0.0175848,0.00829641,0.00912699,0.00358587,0,0,0.00682546,0.00927362,0.00434744,0.00888372,0.00353607,0.00909589,0.00726037,0.0135984,0.0119083,0.0201737,0.0206235,0.0125304,0.0101686,0.00930635,0.00873932,0.0113381,0,0.00713978,0
99,0.023247,0.00996306,0.008552,0.0120367,0.00787428,0,0.0109913,0.00768715,0.0070249,0.00694695,0.00669678,0.00210189,0,0,0.0221624,0.0206443,0.0142495,0.0111674,0.0307043,0.0378198,0.0271645,0.019103,0.0128367,0.00481414,0.00591371,0.0142077,0,0.0175909,0.00848608,0.00911446,0.00378013,0,0,0.00683233,0.00928107,0.00448846,0.00914585,0.0040345,0.0102445,0.00777028,0.0146966,0.0128344,0.0229352,0.0235501,0.0131341,0.0106568,0.00908424,0.00929321,0.0127456,0,0.00781029,0
