Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_mankle,L_mknee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_mankle,r_mknee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
43,0.0159784,0.00538698,0.00844982,0.00184313,0.0126114,0,0.00849834,0.00562675,0.00560283,0.00450177,0.00814235,0.00735016,0,0,0.0208286,0.0122252,0.00976154,0.0226579,0.0144163,0.0196088,0.0255721,0.034838,0.0217811,0.0176742,0.00288884,0.00331844,0.00607591,0.010504,0,0.0149235,0.00673752,0.00835252,0.0107766,0,0,0.00613949,0.0081987,0.00587654,0.00686987,0.00314904,0.00614475,0.0067195,0.0273142,0.018617,0.0163728,0.0137588,0.0227284,0.0148583,0.0198927,0.0197624,0.0278645,0.0232028,0.0193699,0.013992,0.00328054
44,0.0159932,0.00540331,0.00846622,0.00185683,0.0126224,0,0.00851564,0.00566473,0.00560421,0.00449669,0.00811891,0.00734132,0,0,0.0208445,0.0122223,0.0097524,0.0226666,0.0144034,0.019584,0.0255766,0.0348423,0.0217817,0.0176915,0.00289967,0.00332922,0.00608877,0.0105011,0,0.0148876,0.00676943,0.0083439,0.0107309,0,0,0.00609508,0.00818767,0.00587831,0.00685502,0.00316191,0.00614205,0.00671049,0.027337,0.0186131,0.0163569,0.0137934,0.022684,0.0147068,0.019892,0.0198075,0.0278734,0.0232154,0.019375,0.0140019,0.00326397
45,0.015976,0.00540783,0.00847304,0.00184888,0.0126346,0,0.00855033,0.00573888,0.00562265,0.00450399,0.008127,0.00733437,0,0,0.0208391,0.0122056,0.0097361,0.0226676,0.0143878,0.0195465,0.025546,0.0348016,0.0217874,0.0176952,0.00289906,0.00335062,0.00611404,0.0104933,0,0.0148663,0.0067931,0.00831249,0.0107015,0,0,0.00609534,0.00820532,0.00587885,0.00685842,0.00319923,0.00615436,0.00669957,0.0273671,0.0186204,0.0163212,0.0138483,0.0226075,0.0145832,0.0198956,0.0198224,0.0279573,0.0231881,0.0193812,0.014002,0.00325136
46,0.0159632,0.00540061,0.00846861,0.00183539,0.0126292,0,0.00852893,0.00585981,0.00561987,0.00453601,0.00816764,0.00731563,0,0,0.0208211,0.0121978,0.009738,0.0226561,0.0143936,0.0195277,0.0255137,0.0347461,0.0217911,0.0176844,0.00287637,0.00335788,0.00614793,0.0104892,0,0.0148881,0.00677492,0.00828052,0.0107044,0,0,0.00611393,0.0082519,0.0058766,0.0068623,0.00322259,0.00618561,0.00669289,0.0273856,0.0186292,0.0163105,0.0138758,0.0226261,0.0145899,0.0198891,0.0198041,0.0279964,0.0231466,0.0193689,0.014011,0.00326247
47,0.0159701,0.00540393,0.00847111,0.00183424,0.0126102,0,0.00844583,0.0059616,0.00558877,0.0045708,0.00817488,0.00728272,0,0,0.0208192,0.0122036,0.00975725,0.0226527,0.0144083,0.0195204,0.0255172,0.0347188,0.0217947,0.0176807,0.0028582,0.00335814,0.00616996,0.010491,0,0.0149287,0.00675949,0.00827902,0.0107115,0,0,0.00610436,0.008252,0.00587598,0.00685468,0.00321898,0.00619797,0.00669202,0.0273446,0.0186269,0.0163135,0.0138263,0.0226989,0.0146052,0.0198671,0.0197629,0.0279219,0.0231578,0.0193559,0.0140112,0.00328977
48,0.0159768,0.00541884,0.00847423,0.00183201,0.012605,0,0.00839103,0.0059945,0.00557244,0.00457635,0.00814057,0.00725816,0,0,0.0208312,0.0122039,0.00979016,0.0226564,0.014407,0.0195212,0.0255398,0.0347314,0.0218024,0.0176864,0.00287245,0.00336839,0.00617872,0.0104853,0,0.0149578,0.00676474,0.00828282,0.0106974,0,0,0.00608452,0.00823103,0.00588024,0.00684466,0.00320259,0.00618321,0.0067032,0.0272919,0.01861,0.0163075,0.0137561,0.0227052,0.014586,0.0198546,0.0197289,0.0279054,0.0231881,0.0193511,0.0140101,0.00329485
49,0.016013,0.00543778,0.00847399,0.00180392,0.0126252,0,0.00843707,0.00600552,0.00559127,0.00455024,0.00813393,0.00727053,0,0,0.0208307,0.0121972,0.00980639,0.0226576,0.0143895,0.0195372,0.0255302,0.0347344,0.0218028,0.0176877,0.00290524,0.00341199,0.00614947,0.0104884,0,0.0148921,0.00675059,0.00824895,0.0106559,0,0,0.00609363,0.00820746,0.00587507,0.00687422,0.00315788,0.0061557,0.00671986,0.0273409,0.0185983,0.0163186,0.0137466,0.0226724,0.0146625,0.0198728,0.0197269,0.0280043,0.0231935,0.019371,0.0140568,0.00329707
50,0.0160288,0.00548061,0.00846695,0.00180314,0.0126578,0,0.00850137,0.00603019,0.00561566,0.00452869,0.00817873,0.00729423,0,0,0.0208354,0.0121897,0.00977928,0.0226627,0.0143732,0.0195707,0.0255204,0.0347497,0.0217977,0.0176877,0.00289459,0.00342642,0.00612603,0.0105127,0,0.0148126,0.00671234,0.00821876,0.0106538,0,0,0.00603788,0.00819336,0.00586852,0.00694193,0.00310501,0.00611657,0.00674328,0.0274553,0.0185974,0.0163594,0.0137514,0.022674,0.0147965,0.019881,0.0197218,0.0280136,0.0231791,0.0194003,0.0140984,0.00328903
51,0.0160359,0.00552965,0.00846456,0.00182985,0.012657,0,0.00851727,0.00605313,0.00562603,0.00451985,0.00823994,0.0073192,0,0,0.0208456,0.0121989,0.00978718,0.0226723,0.0143709,0.0195864,0.0255254,0.0347689,0.0217929,0.0176907,0.00286314,0.00343255,0.00610591,0.0105454,0,0.0147544,0.0066948,0.00823398,0.0106498,0,0,0.00606668,0.00819178,0.00586009,0.00700543,0.00304957,0.00609212,0.00676347,0.0274829,0.0185984,0.0163521,0.0137299,0.0226931,0.0148308,0.0198571,0.0197188,0.0278997,0.023171,0.01942,0.0140842,0.00328284
52,0.015972,0.00551233,0.0084402,0.00183436,0.0126234,0,0.00841725,0.0060549,0.00559277,0.00453841,0.00827246,0.00732054,0,0,0.0208565,0.0122144,0.00984167,0.0226652,0.0143577,0.0195978,0.0255802,0.0348002,0.021792,0.0176836,0.00287291,0.0033798,0.00615756,0.0105136,0,0.0148848,0.00672026,0.00830504,0.010695,0,0,0.00609533,0.00824572,0.00586701,0.0069613,0.00310483,0.00610053,0.00673637,0.0273553,0.0185658,0.0162952,0.0136708,0.0226332,0.0148004,0.0197909,0.0196796,0.0277776,0.0231156,0.0194093,0.0139906,0.00323076
53,0.0159918,0.00551956,0.00841254,0.00181914,0.0126099,0,0.00844205,0.00606728,0.00555476,0.00452215,0.00830609,0.00733927,0,0,0.0208527,0.0122173,0.00985844,0.0226658,0.0143522,0.0196049,0.0255946,0.0347605,0.021769,0.0176656,0.00288891,0.00342841,0.00608564,0.0104987,0,0.014859,0.00674087,0.00829419,0.0106544,0,0,0.00613155,0.00823349,0.00587615,0.00691089,0.0031864,0.00614486,0.00670587,0.0272602,0.0185544,0.0162369,0.0136507,0.0225768,0.0149216,0.019788,0.0196933,0.0277949,0.0231474,0.0194241,0.013972,0.00321838
54,0.0160232,0.00553584,0.00839383,0.00181392,0.0126567,0,0.00851276,0.0060994,0.00552293,0.00451402,0.00833115,0.00736654,0,0,0.0208418,0.0122075,0.00980957,0.0226603,0.0143324,0.0195779,0.0255956,0.0347307,0.0217497,0.0176387,0.00289371,0.00346296,0.00599693,0.0104803,0,0.0148029,0.00675447,0.00828137,0.0106292,0,0,0.00598086,0.00821466,0.00588004,0.00689566,0.00329225,0.00616573,0.00667474,0.0273294,0.0185475,0.0162368,0.0136807,0.0225829,0.0150831,0.0198219,0.0196908,0.0278107,0.023176,0.0194173,0.0139856,0.00320517
55,0.0160462,0.00556686,0.00838994,0.00183025,0.0127117,0,0.00855321,0.00613455,0.00554619,0.00451266,0.00834798,0.0073932,0,0,0.0208383,0.0122042,0.00976373,0.0226544,0.0143119,0.0195244,0.0255745,0.0347464,0.0217646,0.017622,0.00289226,0.00348569,0.00596147,0.0104654,0,0.014744,0.00676894,0.00828379,0.0106127,0,0,0.00592232,0.00821326,0.00587843,0.00691097,0.00325909,0.00618586,0.00668846,0.0274466,0.0185462,0.0162502,0.0137557,0.0226275,0.0150372,0.0198557,0.0196791,0.0278079,0.023135,0.019394,0.0140137,0.00320513
56,0.0160534,0.00558099,0.00838816,0.00184052,0.0126844,0,0.00852803,0.00615458,0.00558405,0.00452129,0.00834999,0.0074132,0,0,0.0208486,0.0122088,0.00975315,0.0226534,0.0142939,0.0195042,0.0255418,0.0347737,0.0218042,0.0176192,0.0028963,0.0035175,0.00598147,0.0104701,0,0.0147101,0.00678978,0.00827716,0.0106067,0,0,0.00602061,0.00821323,0.00588136,0.00690934,0.00311945,0.00620749,0.00672814,0.0274318,0.0185485,0.0162504,0.0137962,0.0226531,0.0148625,0.0198618,0.0196788,0.027812,0.0230971,0.0193767,0.0140307,0.00321587
57,0.0159675,0.00551305,0.00843703,0.00183771,0.0126264,0,0.00840049,0.00608187,0.00561862,0.00454096,0.00830245,0.00732396,0,0,0.0208462,0.0122351,0.00972177,0.0226897,0.0143319,0.0195647,0.0255444,0.0347868,0.0218914,0.017672,0.00289153,0.00332563,0.00614417,0.0105129,0,0.0148823,0.00673038,0.00832019,0.0106834,0,0,0.00607815,0.00812714,0.0058544,0.00691802,0.00310748,0.00620911,0.00672973,0.0273731,0.0185781,0.0162127,0.0137962,0.022684,0.0148044,0.0198808,0.0197425,0.0278414,0.0231846,0.0193921,0.0140487,0.0032107
58,0.0159811,0.00550499,0.00846676,0.00182069,0.0126281,0,0.00842902,0.0060732,0.00558306,0.00453293,0.00831851,0.00730199,0,0,0.0208107,0.0122338,0.00968838,0.0226997,0.0143561,0.0196096,0.0255267,0.0347835,0.0219083,0.0176888,0.00289173,0.00331243,0.00611185,0.0105091,0,0.01489,0.00671385,0.00831343,0.010707,0,0,0.0060716,0.00813551,0.00585205,0.00690268,0.00320237,0.00618545,0.0067308,0.0273859,0.0186048,0.0162002,0.0137999,0.0226787,0.0147722,0.0198836,0.0197809,0.0278586,0.0232338,0.019407,0.0140355,0.00324241
59,0.0159963,0.00552234,0.00848885,0.00180826,0.0126554,0,0.00845037,0.00605615,0.005569,0.004525,0.00836025,0.00729078,0,0,0.0207717,0.0122465,0.0096783,0.0226772,0.0143459,0.0195968,0.0254375,0.0347467,0.0219075,0.0176859,0.00289385,0.00330124,0.00610101,0.0104935,0,0.0149021,0.00669831,0.00831607,0.0107108,0,0,0.00607421,0.0081735,0.00583659,0.00689856,0.00325712,0.00616876,0.006731,0.0274596,0.0186334,0.0162373,0.0138802,0.0226538,0.014679,0.0198835,0.0197933,0.0279411,0.0231743,0.0193841,0.0140445,0.00327485
60,0.0160159,0.0055264,0.00850484,0.00181196,0.0126667,0,0.00846276,0.00604414,0.00559512,0.00453915,0.00838196,0.00730137,0,0,0.0207912,0.0122678,0.00967564,0.0226697,0.0143193,0.0195672,0.0253924,0.0347332,0.0219102,0.0176915,0.00290101,0.0033367,0.00607372,0.0104843,0,0.0148861,0.00668474,0.00834619,0.0106809,0,0,0.00603585,0.00817382,0.00583917,0.0068988,0.00319434,0.00615288,0.00670965,0.0274812,0.0186458,0.0163107,0.0139442,0.0226292,0.0146042,0.0199024,0.0197941,0.0280338,0.0231124,0.0193641,0.0140581,0.00327442
61,0.0160357,0.00552091,0.00850722,0.00181194,0.0126524,0,0.00847954,0.00606745,0.00559354,0.00456338,0.00837056,0.00730374,0,0,0.0207807,0.0122732,0.00968599,0.0226783,0.0142973,0.0195152,0.0254224,0.0347169,0.0219114,0.0176908,0.00291445,0.00341578,0.00597585,0.0104962,0,0.0148696,0.00668202,0.00836792,0.0106627,0,0,0.00592111,0.0081868,0.00583826,0.00690312,0.0031303,0.00612698,0.00670111,0.0274694,0.0186621,0.0163553,0.0138877,0.0226315,0.0146127,0.0199394,0.0198114,0.0280322,0.0231259,0.0193443,0.0140486,0.00326769
62,0.0160387,0.0054915,0.00850235,0.00180777,0.0126348,0,0.00845854,0.00610784,0.00556069,0.00454768,0.00831014,0.00724377,0,0,0.0207776,0.0122315,0.00968099,0.0227236,0.0143346,0.019512,0.02551,0.03474,0.0219426,0.0177088,0.0028807,0.00329288,0.00604994,0.0105017,0,0.0149324,0.00672619,0.00843935,0.0107146,0,0,0.00605051,0.0080727,0.00586165,0.00689327,0.00317009,0.00612003,0.00671425,0.0274262,0.018683,0.0163826,0.0137827,0.0226228,0.0146436,0.0199255,0.0197927,0.0279557,0.0231269,0.0193461,0.0140105,0.003249
63,0.0160766,0.00546293,0.00849808,0.00182183,0.0126257,0,0.00843306,0.00608293,0.00556255,0.00455163,0.00828806,0.00722569,0,0,0.0207949,0.0122043,0.00968136,0.0227006,0.0143383,0.0194882,0.0255367,0.0347304,0.0219531,0.0177018,0.00288682,0.00328676,0.00605432,0.0105267,0,0.0149342,0.00677691,0.00843112,0.0107049,0,0,0.00609229,0.00817846,0.00585462,0.00689231,0.0031833,0.00614608,0.00669893,0.0274157,0.0186837,0.0163849,0.0138106,0.0226314,0.0146949,0.0199116,0.0197983,0.0279877,0.0231307,0.0193556,0.0139987,0.00324437
64,0.016077,0.00545886,0.00847986,0.00184027,0.012619,0,0.00843943,0.00600226,0.0055943,0.00455522,0.00828401,0.00722624,0,0,0.0208215,0.0121922,0.00969467,0.0226649,0.0143453,0.0194611,0.0255114,0.0347072,0.0219436,0.0176792,0.00288778,0.00328105,0.00607805,0.0105376,0,0.0149216,0.00678994,0.00842342,0.0107015,0,0,0.0060722,0.00816431,0.00583683,0.00690051,0.0031952,0.00617403,0.00668359,0.0273956,0.0186694,0.0163874,0.0138285,0.022628,0.0146756,0.0198676,0.0197906,0.0280047,0.0231001,0.0193531,0.0140017,0.0032535
65,0.0160589,0.00549016,0.00844962,0.00184336,0.0126317,0,0.00847811,0.00599633,0.00558044,0.00453426,0.00830141,0.0072338,0,0,0.0208276,0.012194,0.00970234,0.0226666,0.0143616,0.0194461,0.0254275,0.0346987,0.0219309,0.0176583,0.00286046,0.00329095,0.00605219,0.0105277,0,0.0148803,0.00678307,0.00840458,0.0106973,0,0,0.00595618,0.00815803,0.00584572,0.00689632,0.00326042,0.00615121,0.00670816,0.0274039,0.0186507,0.0163872,0.0137769,0.0226533,0.0146054,0.0198371,0.0197788,0.0279778,0.0230422,0.0193429,0.0139939,0.00325168
66,0.0160623,0.00552553,0.00845021,0.00182777,0.0126402,0,0.00842973,0.00604078,0.00555656,0.0045302,0.00829336,0.00719513,0,0,0.0208026,0.0122207,0.00970085,0.0226723,0.0143432,0.019445,0.0253045,0.0346766,0.021923,0.0176505,0.00286554,0.00326679,0.006053,0.0105333,0,0.0149009,0.00675079,0.00842758,0.0106943,0,0,0.00605128,0.00811685,0.00580868,0.0068917,0.00324148,0.00611316,0.00674103,0.0274473,0.0186468,0.0163918,0.0137501,0.022747,0.0145976,0.0198608,0.0198335,0.0280492,0.0230865,0.0193855,0.0140416,0.00325337
67,0.0160985,0.00554356,0.00845477,0.00183851,0.0126218,0,0.00842573,0.00608017,0.00557299,0.00454242,0.00828737,0.00718914,0,0,0.0207886,0.0122165,0.00968315,0.0226915,0.0143251,0.0195053,0.0253345,0.0347024,0.0219249,0.0176663,0.00288467,0.00326751,0.0060606,0.0105304,0,0.0149091,0.00671678,0.00846084,0.0106682,0,0,0.00609409,0.00824427,0.00581311,0.00687464,0.00319365,0.00609867,0.00675797,0.027428,0.0186229,0.0163949,0.013724,0.0227891,0.0146083,0.0198549,0.0198223,0.0280986,0.023141,0.0194204,0.0140636,0.00322421
68,0.0161364,0.00553562,0.00844284,0.00186801,0.0126128,0,0.00844553,0.00606152,0.0056011,0.00454266,0.00829184,0.00720696,0,0,0.0207433,0.0122134,0.00966636,0.0227033,0.0143261,0.0195403,0.025471,0.0347066,0.0219271,0.017675,0.00290473,0.00328274,0.0060925,0.0105361,0,0.0149135,0.00668335,0.00847839,0.0106609,0,0,0.00609111,0.00826866,0.00582192,0.0068899,0.00316869,0.00610523,0.00674344,0.0273898,0.0185893,0.0163579,0.013724,0.0227722,0.0146245,0.0198594,0.0197872,0.028103,0.0231644,0.0194201,0.0140439,0.00322042
69,0.0161837,0.00554046,0.0084438,0.00188869,0.0126307,0,0.00850773,0.00607863,0.00556849,0.00451471,0.00831433,0.00722173,0,0,0.0206962,0.0122215,0.0096537,0.0227141,0.0143395,0.0195363,0.0255747,0.0346988,0.0219302,0.017667,0.00290942,0.00331474,0.00606573,0.0105464,0,0.0148468,0.00669734,0.00847302,0.0106239,0,0,0.00596102,0.00828091,0.00581804,0.00692474,0.00319044,0.00614485,0.00673722,0.0273764,0.0185915,0.0163237,0.0137426,0.0227223,0.0146386,0.0198625,0.0197893,0.0280772,0.0231565,0.0194177,0.0140099,0.0032362
70,0.0161679,0.00550173,0.00845412,0.0018613,0.0126221,0,0.00846863,0.0061066,0.00555578,0.00451384,0.00830397,0.00721566,0,0,0.0206759,0.0122335,0.00965806,0.0227249,0.0143509,0.0195248,0.0255751,0.0347203,0.0219594,0.0176679,0.00288101,0.00325642,0.00607007,0.0105391,0,0.0149122,0.0067565,0.00848794,0.0106617,0,0,0.00604889,0.00813988,0.00582157,0.00688901,0.00321881,0.00616765,0.0067387,0.0274022,0.018578,0.0163804,0.013752,0.0226795,0.0146569,0.0198665,0.0198026,0.0280307,0.0231339,0.0193791,0.0139758,0.00325776
71,0.0161674,0.00547668,0.00847079,0.00184324,0.0126145,0,0.00848429,0.00610623,0.00559139,0.00452374,0.00828351,0.00722072,0,0,0.0207141,0.0122317,0.00966709,0.0227233,0.0143294,0.0194858,0.0254698,0.0347464,0.0219645,0.0176721,0.00287486,0.00323441,0.00603219,0.0105584,0,0.0149265,0.00679626,0.00848629,0.0106645,0,0,0.00610246,0.00819768,0.00581679,0.0068884,0.00319983,0.0061948,0.00673672,0.0274073,0.0185843,0.0164266,0.0137552,0.0226474,0.0146668,0.0198804,0.0198223,0.0279844,0.0231308,0.0193709,0.0139946,0.00325081
72,0.0161574,0.005469,0.00847285,0.00185054,0.0126346,0,0.00847055,0.00608562,0.00561511,0.00451896,0.00827458,0.0072408,0,0,0.020752,0.0122284,0.00969215,0.0226873,0.0142982,0.0194257,0.0253118,0.0347012,0.0219507,0.0176583,0.00288499,0.00323716,0.00602431,0.0105677,0,0.0149295,0.00678346,0.00846762,0.0106823,0,0,0.00612437,0.00827141,0.00580821,0.00693589,0.00317289,0.00617669,0.00672766,0.0274378,0.0185875,0.0163869,0.0138107,0.0226572,0.0146437,0.0199033,0.0198277,0.0279837,0.0231619,0.019343,0.0140105,0.0032371
73,0.0161498,0.00548182,0.00847719,0.0018574,0.0126627,0,0.00842887,0.00609927,0.00559777,0.00451564,0.0082804,0.00725454,0,0,0.0207695,0.0122312,0.00972415,0.0226461,0.0142896,0.0194247,0.0252766,0.0346512,0.0219474,0.0176465,0.00290002,0.00324868,0.00603519,0.0105428,0,0.0149266,0.0067422,0.00846768,0.0106925,0,0,0.00610789,0.00826522,0.00580786,0.00695577,0.00315411,0.00614038,0.00672825,0.0274669,0.0185963,0.0163362,0.0138754,0.0227054,0.0145776,0.01992,0.0197669,0.027968,0.0232172,0.0193082,0.014019,0.00323123
74,0.0161679,0.0055096,0.00848517,0.0018395,0.012653,0,0.00841931,0.0061303,0.0055742,0.00453267,0.00829196,0.00726855,0,0,0.0207777,0.0122222,0.00976683,0.022635,0.0143105,0.0194922,0.025388,0.0346642,0.0219568,0.0176566,0.00291192,0.00326594,0.00602598,0.0105184,0,0.0149048,0.00671407,0.00848283,0.0106494,0,0,0.00598654,0.00828119,0.0058509,0.00692392,0.0031687,0.00613793,0.00678245,0.0274223,0.0186103,0.0163637,0.0138447,0.0227238,0.0145531,0.0199133,0.0196216,0.0278737,0.023216,0.0192834,0.014033,0.00323528
75,0.016158,0.00552103,0.00847572,0.00180036,0.0126329,0,0.00839035,0.00612612,0.00557797,0.00455036,0.00826665,0.00727143,0,0,0.0207868,0.0122005,0.00978164,0.0226315,0.0143349,0.019543,0.025482,0.0346922,0.0219428,0.0176574,0.00287916,0.00324998,0.00605013,0.0105354,0,0.0149685,0.00670905,0.00848813,0.0106542,0,0,0.0060625,0.00811692,0.00580866,0.00690372,0.00318899,0.00613889,0.00675168,0.0273766,0.0186055,0.0164218,0.0138505,0.0227706,0.0146966,0.0199547,0.019567,0.0278426,0.023239,0.0193311,0.0140936,0.00324698
76,0.0161444,0.00553212,0.0084631,0.00178352,0.0126175,0,0.00839418,0.00608423,0.00555921,0.0045562,0.00827052,0.00727394,0,0,0.0207826,0.0121872,0.00975395,0.0226368,0.0143536,0.0195536,0.0254721,0.0346914,0.0219396,0.0176577,0.00287617,0.00325674,0.006044,0.0105666,0,0.0149733,0.00672448,0.00846058,0.0106497,0,0,0.00607155,0.00807631,0.00578342,0.00691373,0.00324367,0.00614276,0.00673088,0.0273325,0.0186023,0.0164457,0.0138309,0.0227736,0.0147636,0.0199177,0.0195286,0.0278247,0.023233,0.0193401,0.0140759,0.00328443
77,0.0161195,0.00553872,0.00846444,0.00181391,0.0126068,0,0.00841243,0.00600536,0.0055595,0.00454221,0.0082941,0.00724391,0,0,0.0207889,0.0121873,0.0097224,0.0226457,0.0143693,0.0195326,0.0253969,0.0346824,0.0219312,0.017656,0.0028919,0.0032603,0.00602997,0.0105921,0,0.0149544,0.00674482,0.00847239,0.0106701,0,0,0.00607858,0.00806436,0.00576863,0.00691848,0.00328699,0.0061293,0.00671399,0.0273454,0.0186057,0.0164491,0.0138313,0.0227341,0.0147813,0.019887,0.0194582,0.0278072,0.0231928,0.0193099,0.0140001,0.00331138
78,0.016105,0.00552975,0.00847889,0.00186602,0.0126136,0,0.00843597,0.00594044,0.00557088,0.00452945,0.00829898,0.00723424,0,0,0.0207928,0.0121956,0.00972219,0.0226512,0.0143732,0.0195078,0.0253624,0.0346926,0.0219209,0.0176544,0.00289347,0.00325921,0.00602616,0.0105912,0,0.0149354,0.00676853,0.00852067,0.0106797,0,0,0.00608876,0.00807797,0.00575693,0.00689243,0.00329147,0.00612712,0.00672882,0.0274148,0.0186069,0.0164537,0.0138474,0.0226647,0.0148457,0.0199072,0.0193998,0.0278133,0.0231297,0.0192888,0.013943,0.00329348
79,0.0160966,0.00551104,0.00848632,0.00187085,0.0126412,0,0.00843735,0.00591183,0.00554906,0.00453164,0.00828122,0.00726703,0,0,0.0207501,0.0122043,0.00972994,0.022652,0.0143574,0.0195126,0.0254159,0.0347088,0.0219309,0.0176501,0.00287838,0.00325854,0.00602957,0.0105617,0,0.0149333,0.00679148,0.00851912,0.0106599,0,0,0.00612718,0.00816754,0.00575311,0.00685422,0.0032199,0.00614194,0.00674555,0.0274604,0.0186014,0.0164584,0.0138339,0.0226559,0.0148513,0.0199167,0.0194139,0.0278623,0.0231217,0.0192985,0.0139313,0.00325088
80,0.01608,0.00550208,0.00847465,0.00181768,0.0126532,0,0.00841627,0.00589133,0.00553986,0.00452755,0.00828238,0.00727338,0,0,0.0206983,0.0122083,0.00972261,0.0226526,0.0143513,0.0195429,0.0254743,0.0347095,0.0219448,0.0176404,0.00287073,0.00325377,0.00602258,0.01054,0,0.0149434,0.00679559,0.00847411,0.0106427,0,0,0.00618364,0.00831502,0.00575363,0.00684267,0.00313962,0.00615931,0.00672896,0.0274071,0.018594,0.0164542,0.0137891,0.0227082,0.0147506,0.0198911,0.0194787,0.0279291,0.023193,0.0193316,0.0139245,0.00322585
81,0.0160609,0.00550617,0.00844614,0.0017917,0.0126351,0,0.00840626,0.0058778,0.00557915,0.00450039,0.00830458,0.00722288,0,0,0.0207093,0.0122146,0.00971386,0.0226501,0.0143655,0.0195403,0.0254605,0.0346875,0.021926,0.0176309,0.00286889,0.00324589,0.00601221,0.0105487,0,0.014961,0.00677878,0.00849118,0.0106451,0,0,0.00620821,0.00840326,0.00574801,0.00685592,0.00314111,0.00617779,0.0067072,0.0273052,0.0185869,0.0164401,0.0137641,0.0227103,0.0146902,0.0198803,0.0195305,0.0279609,0.023261,0.0193617,0.0139225,0.00322116
82,0.0160564,0.00550318,0.00842015,0.00183305,0.0126181,0,0.00841864,0.00588957,0.00559908,0.00448113,0.00831037,0.00717314,0,0,0.0207481,0.0122186,0.00972109,0.0226393,0.0143608,0.019489,0.0254225,0.0346595,0.0218975,0.0176258,0.00285574,0.00324623,0.00601877,0.0105625,0,0.0149797,0.00677891,0.00857491,0.0106439,0,0,0.00619205,0.00839448,0.00573785,0.00686149,0.00319396,0.00619223,0.00670684,0.0272621,0.0185813,0.0164298,0.013758,0.0226521,0.0147029,0.0198837,0.0195406,0.0279413,0.0232504,0.0193639,0.0139524,0.00322641
83,0.0160616,0.00548452,0.00841508,0.00187713,0.01262,0,0.00842228,0.00590516,0.00556959,0.00448874,0.00829001,0.00716104,0,0,0.0207505,0.0122029,0.00973688,0.0226298,0.0143471,0.0194626,0.025419,0.0346553,0.0219075,0.0176225,0.00284455,0.00326181,0.00604013,0.0105623,0,0.0149841,0.00681144,0.00862491,0.0106278,0,0,0.00617908,0.00836851,0.0057284,0.00685652,0.00323872,0.00617647,0.00671011,0.0272927,0.0185758,0.0164363,0.0137316,0.0226341,0.0147062,0.0198568,0.0195271,0.0279087,0.0231948,0.0193527,0.0139725,0.00325127
84,0.0160578,0.00547361,0.00841172,0.00187598,0.0126277,0,0.00840353,0.00590246,0.00554559,0.00449588,0.00826909,0.00716912,0,0,0.0207389,0.0121796,0.00974293,0.0226318,0.0143776,0.0195002,0.0254329,0.0346799,0.021939,0.0176216,0.00285697,0.00327818,0.00605747,0.0105575,0,0.0149765,0.00683438,0.00860768,0.0106073,0,0,0.00619086,0.00837838,0.00571386,0.00683589,0.00325061,0.00613657,0.00670548,0.0273268,0.0185692,0.01645,0.0137012,0.0226772,0.0147082,0.0198201,0.0195148,0.0278634,0.0231843,0.0193598,0.0139436,0.00329002
