Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.0226467,0.010285,0.01253,0.00746147,0.0133986,0,0.0327623,0.0201878,0.0106116,0.0105459,0.015482,0.0165575,0,0,0.0164093,0.0222407,0.020613,0.0133289,0.0141754,0.0149241,0.0138003,0.0134824,0.00915117,0.00474507,0.00630942,0.0145408,0,0.0316295,0.0180728,0.0133689,0.0140834,0,0,0.00569826,0.00478217,0.0112432,0.0126769,0.00705205,0.0100791,0.00991438,0.0155108,0.0155173,0.0236305,0.0257277,0.0142882,0.0232288,0.0163058,0.0188913,0.0263399,0.0211239,0.00768221
0,0.0171868,0.00777936,0.00802409,0.00789923,0.0106796,0,0.00621532,0.00524846,0.00601701,0.00318897,0.0146588,0.0167302,0,0,0.0167582,0.0174849,0.0098617,0.0130004,0.0186923,0.025967,0.0185489,0.0160386,0.00731366,0.00280909,0.00768797,0.0137138,0,0.0123212,0.00407735,0.00988166,0.00649619,0,0,0.0057904,0.0079376,0.00463916,0.00883498,0.00990115,0.00827992,0.00621544,0.021939,0.00402243,0.0251716,0.0226466,0.00610401,0.015745,0.0101315,0.0191527,0.0166674,0.0180276,0.00964357
1,0.0171962,0.00768999,0.00803663,0.007975,0.010773,0,0.00616743,0.00518374,0.00601814,0.00317117,0.0146401,0.0168024,0,0,0.0165633,0.017506,0.00995075,0.0130295,0.0184692,0.0261833,0.0185357,0.0160938,0.00737194,0.00282438,0.00779821,0.0136837,0,0.0121974,0.00404685,0.00964963,0.00640771,0,0,0.00593977,0.0080637,0.00459192,0.008796,0.00986854,0.00831181,0.00624335,0.0218598,0.00378295,0.0250481,0.0226617,0.00600843,0.0156972,0.0101791,0.0190643,0.0166165,0.0180326,0.00964102
2,0.0171495,0.00764215,0.00800877,0.00797358,0.010826,0,0.00618627,0.00518589,0.00601477,0.00315599,0.0146771,0.0168799,0,0,0.0165652,0.017549,0.010121,0.0130864,0.0184126,0.0262927,0.0184778,0.0161022,0.00740105,0.00282604,0.00782952,0.0136787,0,0.0121564,0.0039919,0.00959835,0.00631186,0,0,0.00603907,0.00812777,0.00455913,0.00876584,0.00983527,0.0082724,0.00625522,0.0218372,0.00374914,0.02506,0.0226793,0.00594246,0.0156359,0.0100719,0.0189239,0.0165912,0.018062,0.00962574
3,0.0171073,0.00761596,0.00794915,0.00793653,0.0108505,0,0.00622055,0.00521162,0.00601361,0.00313534,0.0147519,0.0169416,0,0,0.0166747,0.0176499,0.0102442,0.013089,0.0184233,0.0262515,0.0183657,0.0160586,0.00740304,0.00281741,0.00783528,0.0137005,0,0.0122003,0.0039469,0.00964767,0.00618831,0,0,0.00606349,0.00814479,0.00452168,0.00875607,0.00981218,0.00822129,0.00624219,0.0218424,0.00380267,0.0251765,0.0227137,0.00591018,0.015579,0.00987686,0.0187356,0.0165299,0.0180266,0.00961563
4,0.0170709,0.00758122,0.00790277,0.00790713,0.0108938,0,0.0061952,0.00521479,0.00601574,0.00310609,0.0147628,0.016955,0,0,0.0167315,0.0177766,0.0102391,0.0130198,0.0183032,0.0261747,0.0182366,0.0159952,0.00739703,0.00282198,0.00784824,0.0137368,0,0.0123049,0.00393656,0.00960343,0.00604897,0,0,0.0060619,0.00817653,0.00448954,0.00876313,0.00980101,0.00819768,0.00619291,0.021836,0.00375771,0.025291,0.0227618,0.00589817,0.015524,0.00971288,0.0185756,0.0164345,0.017923,0.00962704
5,0.0169713,0.00755363,0.00788586,0.00787767,0.0109564,0,0.00611101,0.00520688,0.00600687,0.00308101,0.0146651,0.016919,0,0,0.0167298,0.0178411,0.010229,0.0129637,0.0180132,0.0261236,0.0181006,0.0159155,0.00739203,0.00285368,0.00781295,0.0137997,0,0.0124244,0.00392086,0.00947452,0.0058581,0,0,0.00606006,0.00821909,0.0044876,0.00876676,0.00978595,0.00817732,0.00610431,0.02178,0.00368487,0.0253389,0.022814,0.0058549,0.0154647,0.0095685,0.018447,0.0164255,0.0179063,0.00964649
6,0.0168808,0.00752598,0.00789613,0.00785218,0.0109917,0,0.00601671,0.00519359,0.00599615,0.00306231,0.0145365,0.0168918,0,0,0.0167313,0.0178512,0.0102548,0.0129468,0.0177071,0.0260519,0.0179438,0.0157923,0.00738263,0.00289161,0.00775655,0.0138687,0,0.012506,0.00385595,0.0094183,0.00564075,0,0,0.00605618,0.00822229,0.00444531,0.00876782,0.00975644,0.00815223,0.00601067,0.0216141,0.00369438,0.0251569,0.0228645,0.00576644,0.0153986,0.00941174,0.0182788,0.0165115,0.0180071,0.00964166
7,0.0168532,0.00751677,0.00788217,0.00784038,0.0110064,0,0.00593622,0.00515544,0.00601979,0.00303888,0.0144683,0.0169552,0,0,0.0167403,0.0179071,0.0102155,0.0129409,0.0175041,0.025997,0.0177606,0.0156327,0.00736674,0.00293389,0.00774593,0.0139369,0,0.0126134,0.00374203,0.00950537,0.00550059,0,0,0.00608161,0.00821431,0.00437673,0.00876451,0.00972349,0.00813509,0.0059636,0.0213758,0.00368987,0.0247829,0.022896,0.00570364,0.0153474,0.00925458,0.0180961,0.0166335,0.0181089,0.00961284
8,0.0168436,0.00753241,0.00783483,0.00784187,0.0110239,0,0.00587113,0.0051321,0.00602775,0.00302786,0.0144846,0.0171008,0,0,0.0167264,0.0180035,0.0100994,0.012912,0.0174085,0.025989,0.0175631,0.0154881,0.0073735,0.00298605,0.00774778,0.0139863,0,0.0127347,0.00365808,0.00966873,0.00539207,0,0,0.00611843,0.00822948,0.00428583,0.00876003,0.00970586,0.0081301,0.00596688,0.0212302,0.00364266,0.0245087,0.0229076,0.00562535,0.01535,0.00913018,0.0179641,0.0167861,0.0181587,0.00959884
