Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
118,0.0087197,0.0224655,0.0203101,0.00898977,0.00257225,0,0.0271311,0.00842495,0.00786485,0.0040204,0.00490474,0.00798887,0,0,0.00843623,0.00913622,0.00992109,0.00995434,0.0233558,0.0211257,0.015003,0.0111631,0.0116072,0.0010354,0.0037818,0.00421351,0,0.0243977,0.00592185,0.0153312,0.0171087,0,0,0.0053534,0.0059127,0.0222675,0.0170501,0.00539152,0.0031852,0.010907,0.00472427,0.005581,0.00663642,0.00525545,0.00547297,0.00271342,0.00335703,0.00669276,0.00510965,0.00768132,0.00511189
119,0.00900896,0.0213128,0.0200444,0.00890663,0.00241641,0,0.0270201,0.00838125,0.00821953,0.00371203,0.00515915,0.00811226,0,0,0.00847821,0.00791992,0.00894594,0.00945912,0.0228443,0.0206769,0.0145733,0.0112455,0.0119212,0.00108703,0.00363931,0.00379342,0,0.0242537,0.00575852,0.0150947,0.0168319,0,0,0.00517026,0.00572771,0.02205,0.0166907,0.00675707,0.00372874,0.011838,0.00460032,0.00655255,0.00781533,0.00663806,0.0067488,0.00391587,0.0041891,0.00786077,0.00579866,0.00868414,0.00561909
120,0.00927376,0.0200337,0.0197917,0.00896845,0.00249695,0,0.0268726,0.00835714,0.00858809,0.00347064,0.00533734,0.00805378,0,0,0.0084578,0.00656345,0.00803963,0.0088618,0.0221141,0.0199498,0.0140884,0.0112413,0.0122222,0.00117694,0.0035575,0.00361794,0,0.0240504,0.00563788,0.0147953,0.0164761,0,0,0.00492408,0.00549438,0.0215765,0.0161915,0.00801808,0.00398492,0.0123197,0.00455281,0.00712375,0.0084739,0.00747274,0.0075674,0.00494683,0.00468729,0.00844799,0.00619655,0.0091241,0.00603636
121,0.00949065,0.0186172,0.0195761,0.0090962,0.00264268,0,0.0267035,0.00836019,0.00891186,0.00334151,0.00544027,0.00784738,0,0,0.00835718,0.00519779,0.0072942,0.00824753,0.0211479,0.0188862,0.0136207,0.0110814,0.0124126,0.00133655,0.00355291,0.00358909,0,0.0238033,0.00557576,0.0144638,0.0160553,0,0,0.00461939,0.00524251,0.0208605,0.0155418,0.00907024,0.00398324,0.0124322,0.00452788,0.00734588,0.00867817,0.00784596,0.00794236,0.00568824,0.00489861,0.00855837,0.00632047,0.00911143,0.00639653
122,0.00965581,0.0170214,0.0194101,0.00919919,0.0028165,0,0.0265191,0.00838564,0.00917286,0.00341156,0.00547939,0.00753452,0,0,0.00821143,0.00397251,0.00670078,0.00774094,0.0199497,0.0174743,0.013221,0.0107507,0.0123965,0.00161648,0.00362972,0.00363145,0,0.023521,0.00556626,0.0141026,0.0155931,0,0,0.00426508,0.00491939,0.0200013,0.0147664,0.00986132,0.00380437,0.0123047,0.00448486,0.00730555,0.0085837,0.00790839,0.00796077,0.0061421,0.00495187,0.00837993,0.00622685,0.00882387,0.00670074
123,0.00976986,0.015277,0.0192524,0.00916838,0.00308584,0,0.0263465,0.00842539,0.0093722,0.00380249,0.00549885,0.00719733,0,0,0.008095,0.00314161,0.00614293,0.00740881,0.0185525,0.015729,0.0129484,0.0103145,0.0120843,0.00183633,0.00376104,0.00368584,0,0.0232177,0.00559968,0.0137469,0.0150869,0,0,0.0039036,0.0046429,0.0190996,0.0139212,0.0104,0.00353802,0.0120714,0.00444043,0.0071046,0.00834239,0.00781531,0.00774663,0.0063487,0.00495367,0.00809497,0.00597853,0.00842948,0.00692148
124,0.00984548,0.0134795,0.0190545,0.0089113,0.00353454,0,0.0261884,0.00846417,0.00952477,0.00460783,0.00551853,0.00688818,0,0,0.00810839,0.00315659,0.00552829,0.00727887,0.0170256,0.0137032,0.0128618,0.00991629,0.0114221,0.00203654,0.00393803,0.00373827,0,0.0229126,0.00564615,0.0134001,0.0145622,0,0,0.0035712,0.00438029,0.0182685,0.0130815,0.0107281,0.00324994,0.0118293,0.00444434,0.00683432,0.00806135,0.00768055,0.00741942,0.00636706,0.0049761,0.00782069,0.00565926,0.00803697,0.00704391
125,0.00990337,0.0118001,0.0187654,0.00835342,0.00414818,0,0.0260528,0.00848521,0.00963811,0.0057926,0.00556235,0.00665499,0,0,0.00832378,0.0041526,0.00491947,0.00733894,0.0154589,0.0114751,0.012999,0.00973575,0.0104069,0.00219988,0.00413332,0.00379879,0,0.0226205,0.00567533,0.0130668,0.0140366,0,0,0.00328995,0.00412778,0.0175972,0.0123111,0.0109016,0.00298473,0.0116271,0.00454712,0.0065699,0.00779221,0.00756616,0.00706652,0.00625121,0.0050637,0.00760221,0.0053677,0.00770248,0.0070747
126,0.00997518,0.0104417,0.0183603,0.00743676,0.0048316,0,0.0259581,0.00847549,0.00970652,0.00719134,0.00565237,0.00653448,0,0,0.0087447,0.00573939,0.00459998,0.00755442,0.0139464,0.00915118,0.0133531,0.00991646,0.00910622,0.00232474,0.00431725,0.00389416,0,0.0223399,0.00566244,0.0127272,0.0135374,0,0,0.00305807,0.00381079,0.0171477,0.0116544,0.010972,0.00277006,0.0114708,0.00476558,0.00635851,0.00754462,0.00748976,0.00673385,0.00603445,0.00521123,0.00743958,0.00520126,0.00746162,0.00703516
127,0.0100797,0.00955936,0.0178416,0.00612277,0.0054786,0,0.0258945,0.0084298,0.00972245,0.00858036,0.00579962,0.00652743,0,0,0.00930278,0.00758634,0.00491186,0.00787852,0.0125665,0.00687816,0.0138722,0.0104954,0.0076981,0.00243609,0.00446592,0.00405241,0,0.0220968,0.00560133,0.012418,0.0130555,0,0,0.00286341,0.00355547,0.0169431,0.0111298,0.0109805,0.00262065,0.0113411,0.00507696,0.00621575,0.00730633,0.00744088,0.00643894,0.00573481,0.00535695,0.00732161,0.00521981,0.0073494,0.00695211
