Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.0060663,0.0193552,0.0178235,0.0129105,0.00643772,0,0.0280576,0.00638724,0.0103522,0.0136485,0.0107027,0.011259,0,0,0.0103627,0.012581,0.010966,0.0101528,0.016323,0.0191822,0.0153819,0.0125517,0.0138686,0.00404177,0.0056809,0.00804349,0,0.0239106,0.00460802,0.0134954,0.0145488,0,0,0.00405226,0.00456513,0.0204833,0.0157812,0.00949353,0.00586335,0.00850089,0.00823847,0.00628045,0.00995343,0.0085227,0.0059499,0.0100362,0.0101564,0.00919933,0.00961209,0.00991425,0.00816959
0,0.00637811,0.0196249,0.0232376,0.041298,0.00723414,0,0.0278897,0.00809302,0.0320336,0.044691,0.00656521,0.010101,0,0,0.0241499,0.0231153,0.0181292,0.0281871,0.0355148,0.0315201,0.0318511,0.0283526,0.0435086,0.00260059,0.00283365,0.00741462,0,0.0290683,0.0054804,0.0200194,0.0215393,0,0,0.00901451,0.010598,0.0183155,0.0193028,0.00479053,0.0046737,0.00353241,0.00765469,0.00282624,0.00550597,0.00229737,0.00138386,0.00790023,0.00894094,0.00709529,0.00802839,0.00597579,0.0015767
1,0.00551686,0.0191704,0.0235441,0.0422756,0.00636318,0,0.0279619,0.00739788,0.0335884,0.0458804,0.00724226,0.0108856,0,0,0.0253157,0.0236109,0.0191972,0.0284816,0.0356245,0.031749,0.0321804,0.029388,0.0456932,0.00353768,0.00372944,0.00598202,0,0.0294683,0.00502931,0.020214,0.0216632,0,0,0.00916455,0.010919,0.019531,0.0194978,0.00349935,0.00420709,0.00575901,0.0068774,0.00304218,0.00514557,0.00219607,0.00182339,0.00544298,0.00657313,0.00385202,0.00607239,0.00348636,0.00309409
2,0.00481121,0.0184731,0.0236053,0.0413632,0.00611264,0,0.0280589,0.00693165,0.0336675,0.045203,0.00793137,0.0116381,0,0,0.0258377,0.0235434,0.0197314,0.0277264,0.0362178,0.0320274,0.0330767,0.0302021,0.0461307,0.00474995,0.00505793,0.00505525,0,0.0298258,0.00480756,0.0204098,0.0217843,0,0,0.00937694,0.0115043,0.0198525,0.019474,0.00384418,0.00458878,0.00830512,0.00583244,0.00412257,0.00530202,0.00355775,0.00301943,0.00364406,0.00539387,0.00149303,0.00385447,0.00310108,0.00446275
3,0.0048478,0.0171332,0.0240489,0.0393261,0.00543795,0,0.0279478,0.00670192,0.0313718,0.0431881,0.00831928,0.0120475,0,0,0.0247249,0.0214479,0.0175359,0.0256418,0.0350781,0.0308062,0.0314217,0.0287906,0.0452986,0.00394554,0.00393489,0.00342933,0,0.0296516,0.00438144,0.0201954,0.0216167,0,0,0.00905088,0.0107209,0.0208304,0.0191647,0.00436985,0.00481425,0.0105737,0.00592404,0.00529064,0.00694073,0.0057985,0.00504218,0.00307583,0.00422962,0.00228264,0.00228777,0.00410236,0.00538706
4,0.00467337,0.0150457,0.0247315,0.0347087,0.00542587,0,0.0278739,0.0062246,0.0256804,0.0381119,0.00860162,0.0123241,0,0,0.0229989,0.017987,0.0129598,0.0230524,0.033074,0.0288779,0.0284006,0.0262767,0.0418843,0.000382949,0.00242089,0.00208623,0,0.0291909,0.00376121,0.0193506,0.0209959,0,0,0.0084486,0.00913259,0.0218637,0.0184682,0.0053973,0.00466118,0.0110546,0.00527562,0.0057393,0.00773525,0.00687078,0.00578755,0.00387694,0.00473072,0.00531879,0.00167123,0.00665382,0.00647167
5,0.00448339,0.0139267,0.0248518,0.0266522,0.00587859,0,0.0278623,0.0057561,0.0177171,0.0296492,0.00893858,0.0124996,0,0,0.0196356,0.0135785,0.00818352,0.0180308,0.0318011,0.0267822,0.0265341,0.0232656,0.0349961,0.00049601,0.00239492,0.00212912,0,0.028909,0.00326804,0.0188921,0.0204374,0,0,0.00812283,0.00879831,0.0221568,0.0180254,0.00651002,0.00495157,0.0114673,0.00520483,0.00642388,0.00863052,0.00805596,0.00645991,0.00533071,0.00559843,0.00733039,0.00328253,0.00840448,0.00664793
6,0.00491895,0.015313,0.0243965,0.0203517,0.00533205,0,0.0281228,0.00615807,0.0113191,0.0229729,0.00897906,0.0122464,0,0,0.0149061,0.00900754,0.00366809,0.0131691,0.0280153,0.022705,0.0219384,0.0182143,0.0305302,0.000939026,0.00221066,0.00326265,0,0.0286891,0.00351404,0.0188272,0.0205606,0,0,0.00794298,0.00869756,0.0228846,0.017594,0.00729663,0.00521963,0.0114519,0.00513941,0.00666609,0.00943098,0.00890579,0.00693209,0.00592632,0.00567062,0.00794272,0.00422478,0.00898113,0.00628576
7,0.00592927,0.0156464,0.0244392,0.0129205,0.00565666,0,0.0278828,0.00678252,0.00795572,0.00746343,0.00815647,0.0108682,0,0,0.00977907,0.00641848,0.0101895,0.0108859,0.0239723,0.0193461,0.0163192,0.012967,0.0174507,0.00133873,0.00328995,0.00442283,0,0.0278974,0.00389175,0.0182458,0.0202831,0,0,0.00714888,0.00795404,0.0227112,0.0175803,0.0081489,0.00462835,0.0119208,0.00551124,0.00651935,0.00899322,0.00838154,0.00693476,0.00559724,0.00506156,0.00769777,0.00480414,0.00910175,0.00698197
8,0.00587607,0.0139252,0.0241541,0.0135653,0.0058138,0,0.0277697,0.00645763,0.00988691,0.00613878,0.00797621,0.0102661,0,0,0.0096269,0.0054947,0.0102538,0.0105275,0.0226025,0.0178513,0.0156964,0.012267,0.0160169,0.00155677,0.00352817,0.00472567,0,0.0273843,0.00373313,0.0176181,0.019557,0,0,0.00678054,0.00754377,0.0218995,0.0167526,0.00847969,0.00425407,0.0110644,0.00544862,0.00629223,0.00869306,0.00831323,0.00667863,0.00583798,0.00436055,0.00711894,0.0045711,0.00853051,0.00686343
