Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.0149672,0.0133686,0.0188244,0.0085243,0.00809574,0,0.0457241,0.0205908,0.0106414,0.0118501,0.012215,0.0128814,0,0,0.0114648,0.0117779,0.01111,0.00828361,0.00846345,0.00728605,0.0105618,0.00959021,0.00752184,0.00403635,0.00407481,0.00727085,0,0.0447695,0.0191202,0.0124309,0.0127481,0,0,0.00431956,0.00491042,0.0169203,0.0187362,0.00935016,0.0107869,0.0116773,0.0114673,0.00805596,0.0128083,0.0109573,0.00715885,0.00744989,0.006139,0.00637435,0.0100099,0.00802335,0.010365
0,0.0098281,0.0235603,0.0272649,0.00959514,0.00496078,0,0.0329239,0.0132965,0.00478323,0.012821,0.017407,0.0167632,0,0,0.00498153,0.00692451,0.0050794,0.00760433,0.0152349,0.0126468,0.0137029,0.0108675,0.00624965,0.000804331,0.000549892,0.00969319,0,0.0260841,0.00994179,0.0176589,0.0211,0,0,0.00728844,0.0085537,0.0346314,0.0280407,0.0087374,0.00451106,0.00458287,0.00674965,0.00821369,0.00323356,0.00249236,0.00469457,0.0111589,0.011423,0.0109071,0.0114357,0.00941945,0.00794196
1,0.00962418,0.0238935,0.0270174,0.00951577,0.00477999,0,0.0330174,0.013359,0.00474581,0.0129441,0.0174999,0.0168511,0,0,0.0049904,0.00680561,0.00488491,0.0075668,0.0150134,0.0124203,0.0136314,0.0108895,0.00611688,0.000866294,0.000740172,0.00952029,0,0.0263495,0.00986938,0.0177953,0.0212024,0,0,0.00732524,0.00860168,0.0344242,0.0277659,0.00882366,0.00451187,0.00468712,0.00662768,0.00819845,0.00344219,0.00247996,0.00477708,0.0109885,0.0113821,0.0108543,0.0113997,0.00943412,0.00795335
2,0.00944392,0.0241427,0.02684,0.00946052,0.00461105,0,0.0330947,0.0132911,0.00471555,0.0131062,0.0175906,0.0169191,0,0,0.00507759,0.00662324,0.00471316,0.00757419,0.0147921,0.0122166,0.01349,0.0108677,0.00595448,0.000932283,0.000899993,0.00934694,0,0.0264832,0.0098548,0.017904,0.0213571,0,0,0.00741274,0.00868983,0.0342097,0.0275184,0.00886937,0.00453175,0.0048156,0.00665252,0.00821563,0.00347238,0.00245999,0.00479908,0.0108306,0.0112508,0.0108484,0.0113765,0.00941596,0.00792021
3,0.00927319,0.0242846,0.0267137,0.00940835,0.00442988,0,0.0331632,0.0131497,0.0046764,0.0132218,0.0176831,0.0169682,0,0,0.00523744,0.00635915,0.00459536,0.00760146,0.0145726,0.0120406,0.0133173,0.0108085,0.00581338,0.00096756,0.000969717,0.00915084,0,0.0265394,0.00986306,0.0179926,0.0215263,0,0,0.00751009,0.00879178,0.0339724,0.0272961,0.00888701,0.00454405,0.00496738,0.00674041,0.00828138,0.00344882,0.00244601,0.00475496,0.0106788,0.0110546,0.0108448,0.0113751,0.00936383,0.00786223
4,0.00910434,0.0243271,0.0266054,0.00934751,0.00421768,0,0.0332272,0.0130615,0.00463076,0.0132432,0.0177465,0.0170043,0,0,0.00540042,0.0060673,0.00452467,0.00765681,0.0143782,0.0118876,0.0131998,0.0107577,0.00572985,0.000923707,0.00105655,0.00892547,0,0.0266084,0.00983171,0.0180547,0.0216232,0,0,0.00758179,0.0088417,0.0337254,0.0270614,0.00890314,0.00452044,0.00510491,0.00680875,0.00837397,0.00351103,0.00243748,0.00469989,0.0104981,0.0108384,0.0107852,0.0113904,0.00929696,0.0078175
5,0.00892674,0.0243451,0.0264749,0.00926248,0.00399767,0,0.0332829,0.0131023,0.00456545,0.0132162,0.0177867,0.0170286,0,0,0.00544735,0.00583481,0.00441567,0.00769851,0.0141927,0.0117231,0.0131777,0.0107658,0.00566481,0.000884274,0.00100658,0.00869799,0,0.0267151,0.00971612,0.0181042,0.0215423,0,0,0.00760232,0.00890002,0.0334806,0.0267646,0.00894344,0.00448692,0.00518289,0.00689148,0.00846846,0.00362271,0.00242952,0.00471087,0.0102709,0.0106412,0.0106692,0.0114046,0.00925417,0.00780709
6,0.00872614,0.0243285,0.0263196,0.00916733,0.003818,0,0.0332731,0.0131919,0.00448874,0.0132296,0.0178089,0.0170383,0,0,0.00537886,0.00569121,0.00427533,0.00770481,0.013792,0.0115421,0.013195,0.0108555,0.00556952,0.000867042,0.000982645,0.00848913,0,0.0268267,0.0095498,0.0181407,0.0213669,0,0,0.00761355,0.00894638,0.0332497,0.026444,0.00898561,0.00448314,0.0052034,0.007018,0.00855428,0.00361196,0.00242758,0.00475691,0.0100339,0.010487,0.0105214,0.0114375,0.00924918,0.00781111
7,0.00852691,0.0242379,0.0261936,0.00909017,0.00370441,0,0.0332134,0.0131639,0.00441454,0.0133072,0.0178244,0.0170199,0,0,0.00532447,0.00564418,0.00420087,0.00769561,0.0128963,0.0113708,0.0131346,0.0109917,0.00545012,0.000878539,0.000967543,0.00830018,0,0.026893,0.00954013,0.0181649,0.0213223,0,0,0.00761558,0.00899463,0.0330202,0.0262111,0.00900367,0.00450632,0.00520474,0.00709931,0.00861793,0.00348209,0.00244123,0.00477223,0.00981952,0.0103811,0.0103406,0.0115001,0.00924928,0.00780724
8,0.00841035,0.0240921,0.0261515,0.00901891,0.00361924,0,0.0332077,0.0130029,0.00434375,0.0133256,0.0178109,0.0169805,0,0,0.00538146,0.00574232,0.00424418,0.00772768,0.0116635,0.01124,0.0129805,0.0111166,0.00535503,0.000906665,0.00098118,0.00812543,0,0.0268902,0.00991149,0.0181386,0.0214956,0,0,0.00759267,0.00902382,0.0327932,0.0261124,0.00899803,0.00450886,0.00521301,0.00702376,0.00863791,0.00345087,0.00242374,0.00476779,0.00961514,0.010295,0.0101501,0.0115533,0.00921579,0.00778726
