9.17152308997753e-05, 8.99686192953197e-05, 8.82187307979688e-05, 8.64661719335825e-05, 8.47115720113002e-05, 8.29555820259829e-05, 8.11988735188898e-05, 7.94421374004556e-05, 7.76860827390353e-05, 7.59314355198278e-05, 7.41789373779902e-05, 7.24293443102443e-05, 7.06834253692643e-05, 6.89419613449043e-05, 6.72057434368072e-05, 6.54755719223798e-05, 6.37522548245016e-05, 6.20366065829144e-05, 6.03294467334669e-05, 5.86315985988988e-05, 5.69438879952529e-05, 5.52671419572722e-05, 5.36021874863578e-05, 5.19498503245009e-05, 5.0310953757057e-05, 4.86863174476099e-05, 4.7076756307319e-05, 4.54830794014611e-05, 4.39060888954654e-05, 4.23465790422955e-05, 4.08053352133134e-05, 3.92831329739521e-05, 3.77807372057885e-05, 3.62989012760631e-05, 3.48383662556425e-05, 3.33998601859827e-05, 3.19840973959051e-05, 3.05917778680918e-05, 2.92235866556952e-05, 2.78801933487919e-05, 2.65622515904377e-05, 2.52703986418863e-05, 2.40052549962586e-05, 2.27674240399962e-05, 2.15574917611005e-05, 2.03760265030435e-05, 1.92235787633396e-05, 1.81006810352909e-05, 1.7007847691681e-05, 1.59455749088076e-05, 1.49143406294613e-05, 1.39146045630413e-05, 1.29468082213329e-05, 1.20113749881152e-05, 1.11087102208792e-05, 1.02392013829406e-05, 9.40321820409518e-06, 8.6011128680824e-06, 7.83322022504982e-06, 7.09985802725616e-06, 6.40132718624206e-06, 5.73791204976937e-06, 5.10988069677882e-06, 4.51748524874381e-06, 3.96096219577251e-06, 3.44053273587292e-06, 2.95640312586604e-06, 2.50876504243234e-06, 2.09779595191592e-06, 1.7236594874455e-06, 1.38650583212943e-06, 1.08647210703066e-06, 8.23682762727435e-07, 5.98249973365608e-07, 4.10274032092905e-07, 2.59843746902654e-07, 1.47036835919636e-07, 7.19203212636424e-08, 3.45509206528171e-08, 3.49754359979469e-08, 7.32311382662195e-08, 1.4934614798495e-07, 2.63339810773704e-07, 4.15223067376435e-07, 6.04998817698605e-07, 8.32662278411808e-07, 1.09820133373457e-06, 1.40159687904025e-06, 1.7428231569932e-06, 2.12184808594239e-06, 2.53863358036393e-06, 2.99313586315328e-06, 3.48530576962746e-06, 4.01508904310072e-06, 4.58242662197757e-06, 5.1872549182744e-06, 5.8295060875496e-06, 6.50910829024842e-06, 7.22598594445062e-06, 7.98005997007802e-06
8.87255463633376e-05, 8.69950169844608e-05, 8.52619727362526e-05, 8.35270266352541e-05, 8.17908135432786e-05, 8.00539890587856e-05, 7.83172283690625e-05, 7.6581225067007e-05, 7.48466899368489e-05, 7.31143497124219e-05, 7.13849458124688e-05, 6.96592330570385e-05, 6.79379783691494e-05, 6.62219594660117e-05, 6.45119635440377e-05, 6.28087859616978e-05, 6.11132289243513e-05, 5.94261001750593e-05, 5.77482116954854e-05, 5.60803784203196e-05, 5.44234169691576e-05, 5.27781443993376e-05, 5.11453769829284e-05, 4.95259290111898e-05, 4.7920611629391e-05, 4.63302317048254e-05, 4.47555907305388e-05, 4.31974837672066e-05, 4.1656698425194e-05, 4.01340138888478e-05, 3.8630199984567e-05, 3.71460162942465e-05, 3.56822113152353e-05, 3.42395216678955e-05, 3.28186713515234e-05, 3.14203710492231e-05, 3.00453174821006e-05, 2.86941928129801e-05, 2.73676640995357e-05, 2.60663827967607e-05, 2.47909843082203e-05, 2.3542087585721e-05, 2.23202947764493e-05, 2.11261909169566e-05, 1.99603436728342e-05, 1.8823303122981e-05, 1.77156015873009e-05, 1.66377534963947e-05, 1.55902553019075e-05, 1.4573585425919e-05, 1.35882042479285e-05, 1.26345541276806e-05, 1.17130594622348e-05, 1.08241267755137e-05, 9.96814483862074e-06, 9.1454848191254e-06, 8.35650045755662e-06, 7.60152826939207e-06, 6.8808877706777e-06, 6.19488172559475e-06, 5.54379641424549e-06, 4.92790191889395e-06, 4.34745242710892e-06, 3.80268655003642e-06, 3.29382765434447e-06, 2.82108420619977e-06, 2.38465012584661e-06, 1.98470515133052e-06, 1.62141520997794e-06, 1.29493279631022e-06, 1.0053973551321e-06, 7.52935668591831e-07, 5.37662246050164e-07, 3.59679715697294e-07, 2.19079216887413e-07, 1.15940792230038e-07, 5.03337785428781e-08, 2.23171958304157e-08, 3.19401335032935e-08, 7.92421331266708e-08, 1.64253567026097e-07, 2.86996012148033e-07, 4.47482618617425e-07, 6.45718472492698e-07, 8.81700952259446e-07, 1.15542007866709e-06, 1.46685885753861e-06, 1.81599361524866e-06, 2.20279432659045e-06, 2.62722493479778e-06, 3.08924366352838e-06, 3.58880332065848e-06, 4.12585159372735e-06, 4.70033133698836e-06, 5.3121808499458e-06, 5.96133414738199e-06, 6.64772122083218e-06, 7.37126829153099e-06, 8.13189805485468e-06, 8.92952991632436e-06
8.58066029172315e-05, 8.40927232892313e-05, 8.23770800984602e-05, 8.06602921245365e-05, 7.89429990600934e-05, 7.7225860392851e-05, 7.55095542512496e-05, 7.37947762172443e-05, 7.2082238110681e-05, 7.03726667488979e-05, 6.86668026858897e-05, 6.69653989351854e-05, 6.52692196806277e-05, 6.35790389790748e-05, 6.18956394592964e-05, 6.02198110211518e-05, 5.85523495389833e-05, 5.68940555731365e-05, 5.52457330935177e-05, 5.36081882187993e-05, 5.19822279748273e-05, 5.03686590755883e-05, 4.87682867300463e-05, 4.71819134777537e-05, 4.56103380561982e-05, 4.40543543023971e-05, 4.25147500912781e-05, 4.09923063130253e-05, 3.94877958913214e-05, 3.80019828443794e-05, 3.65356213901503e-05, 3.50894550972223e-05, 3.36642160823249e-05, 3.22606242554754e-05, 3.08793866133197e-05, 2.95211965811939e-05, 2.81867334041315e-05, 2.68766615868868e-05, 2.55916303828296e-05, 2.43322733313618e-05, 2.30992078435069e-05, 2.18930348348348e-05, 2.07143384050652e-05, 1.95636855633952e-05, 1.84416259984191e-05, 1.73486918915533e-05, 1.62853977726181e-05, 1.52522404161887e-05, 1.4249698777321e-05, 1.32782339650463e-05, 1.23382892520436e-05, 1.14302901188827e-05, 1.05546443311159e-05, 9.7117420474887e-06, 8.90195595757395e-06, 8.12564144700333e-06, 7.38313678862164e-06, 6.67476335772943e-06, 6.00082586973644e-06, 5.36161263844987e-06, 4.75739585334914e-06, 4.18843187412602e-06, 3.65496154089623e-06, 3.15721049847367e-06, 2.69538953316121e-06, 2.26969492055773e-06, 1.88030878294631e-06, 1.52739945484381e-06, 1.21112185540604e-06, 9.31617866389819e-07, 6.89016714458272e-07, 4.83435356675512e-07, 3.1497886808005e-07, 1.83740830327482e-07, 8.98037203934091e-08, 3.32392984546457e-08, 1.41089940733424e-08, 3.2464289903747e-08, 8.83471021776481e-08, 1.81790157295476e-07, 3.12817363896318e-07, 4.81444179839997e-07, 6.87677973582654e-07, 9.31518379483172e-07, 1.21295764661248e-06, 1.53198098071095e-06, 1.88856687894612e-06, 2.28268745720715e-06, 2.71430876966711e-06, 3.18339112043914e-06, 3.68988936711105e-06, 4.23375321607467e-06, 4.81492750950048e-06, 5.43335250389588e-06, 6.08896414023213e-06, 6.78169430554562e-06, 7.5114710861078e-06, 8.27821901210992e-06, 9.08185929394834e-06, 9.92231005018223e-06
8.29578237848931e-05, 8.12611373152859e-05, 7.95634272238287e-05, 7.78653173430438e-05, 7.61674514935583e-05, 7.44704923588281e-05, 7.2775120326014e-05, 7.10820322966813e-05, 6.93919404715417e-05, 6.77055711131792e-05, 6.60236632908354e-05, 6.43469676114484e-05, 6.26762449409448e-05, 6.10122651200744e-05, 5.93558056786383e-05, 5.77076505523083e-05, 5.60685888057851e-05, 5.44394133661825e-05, 5.28209197704479e-05, 5.12139049301616e-05, 4.9619165917316e-05, 4.80374987742693e-05, 4.64696973509411e-05, 4.49165521721751e-05, 4.33788493379261e-05, 4.18573694588529e-05, 4.03528866293962e-05, 3.88661674407604e-05, 3.73979700352462e-05, 3.59490432038702e-05, 3.45201255285013e-05, 3.31119445698287e-05, 3.17252161019731e-05, 3.03606433946785e-05, 2.90189165434239e-05, 2.77007118480166e-05, 2.64066912395597e-05, 2.51375017559713e-05, 2.38937750656439e-05, 2.26761270389437e-05, 2.14851573669287e-05, 2.03214492265662e-05, 1.91855689916126e-05, 1.80780659880792e-05, 1.69994722932526e-05, 1.59503025769846e-05, 1.49310539839166e-05, 1.39422060552664e-05, 1.29842206886044e-05, 1.20575421341546e-05, 1.11625970259265e-05, 1.02997944460629e-05, 9.46952602068424e-06, 8.67216604552988e-06, 7.90807163964227e-06, 7.17758292536895e-06, 6.48102323292845e-06, 5.81869932780291e-06, 5.19090165926635e-06, 4.59790462830826e-06, 4.03996687331967e-06, 3.5173315719119e-06, 3.03022675722913e-06, 2.57886564725286e-06, 2.16344698556076e-06, 1.784155392086e-06, 1.44116172250396e-06, 1.13462343483388e-06, 8.64684962053617e-07, 6.31478089405231e-07, 4.35122335291345e-07, 2.75725334602618e-07, 1.53383223452379e-07, 6.81810243189596e-08, 2.01930306670826e-08, 9.48319017962262e-09, 3.61054857948708e-08, 1.0010431379159e-07, 2.0151485823299e-07, 3.40363461128446e-07, 5.16667987731275e-07, 7.30438186442124e-07, 9.81676042831543e-07, 1.27037612735791e-06, 1.59652593639569e-06, 1.96010622621721e-06, 2.36109133966446e-06, 2.79944952521758e-06, 3.27514324826904e-06, 3.78812949441031e-06, 4.33836006458582e-06, 4.92578186200332e-06, 5.55033717071397e-06, 6.21196392580422e-06, 6.91059597518474e-06, 7.64616333293805e-06, 8.41859242429316e-06, 9.22780632221748e-06, 1.00737249757072e-05, 1.0956265429862e-05
8.01785779717563e-05, 7.84996034958019e-05, 7.68203333655418e-05, 7.51413957752209e-05, 7.34634379912441e-05, 7.17871252214206e-05, 7.01131394528848e-05, 6.84421782625045e-05, 6.67749536037388e-05, 6.51121905741908e-05, 6.34546261675732e-05, 6.18030080144949e-05, 6.01580931158553e-05, 5.8520646573142e-05, 5.68914403193897e-05, 5.52712518548091e-05, 5.36608629909444e-05, 5.20610586069902e-05, 5.04726254219256e-05, 4.88963507858534e-05, 4.7333021493874e-05, 4.5783422625629e-05, 4.42483364134133e-05, 4.27285411416587e-05, 4.12248100803331e-05, 3.97379104545788e-05, 3.82686024527661e-05, 3.68176382748847e-05, 3.53857612229351e-05, 3.39737048348835e-05, 3.25821920633855e-05, 3.12119345003475e-05, 2.98636316481698e-05, 2.85379702383241e-05, 2.7235623597604e-05, 2.59572510623445e-05, 2.4703497440661e-05, 2.34749925224034e-05, 2.22723506367164e-05, 2.1096170256493e-05, 1.99470336492175e-05, 1.8825506573301e-05, 1.77321380190597e-05, 1.66674599931763e-05, 1.56319873455571e-05, 1.46262176372381e-05, 1.36506310480287e-05, 1.27056903224003e-05, 1.17918407521024e-05, 1.09095101939709e-05, 1.00591091212378e-05, 9.24103070672883e-06, 8.45565093622819e-06, 7.70332875028458e-06, 6.9844062127861e-06, 6.29920870450344e-06, 5.64804513994293e-06, 5.03120820574747e-06, 4.44897461900471e-06, 3.90160540374188e-06, 3.38934618404506e-06, 2.91242749211143e-06, 2.47106508977639e-06, 2.0654603019177e-06, 1.69580036033719e-06, 1.36225875667022e-06, 1.06499560296684e-06, 8.04157998673835e-07, 5.79880402724204e-07, 3.92285009591744e-07, 2.41482128159606e-07, 1.27570562345409e-07, 5.0637992482814e-08, 1.07613565060724e-08, 8.00723005909179e-09, 4.24322047043275e-08, 1.14083263461079e-07, 2.22998152968341e-07, 3.69205751615457e-07, 5.52726433043728e-07, 7.73572424473899e-07, 1.03174815935765e-06, 1.32725062392341e-06, 1.66006969719588e-06, 2.03018848415656e-06, 2.43758364172697e-06, 2.88222569730088e-06, 3.36407935960981e-06, 3.88310382171866e-06, 4.43925305600068e-06, 5.03247610095643e-06, 5.66271733981261e-06, 6.32991677078835e-06, 7.03401026904732e-06, 7.77492984026914e-06, 8.55260386590195e-06, 9.36695734008907e-06, 1.02179120983309e-05, 1.11053870379687e-05, 1.20292983305721e-05
7.74681826244064e-05, 7.5807414031711e-05, 7.41470652132877e-05, 7.2487768054239e-05, 7.08301726064006e-05, 6.91749459539883e-05, 6.75227710502724e-05, 6.58743455293317e-05, 6.4230380496868e-05, 6.25915993040246e-05, 6.09587363082418e-05, 5.93325356251793e-05, 5.77137498756896e-05, 5.61031389318672e-05, 5.45014686659422e-05, 5.29095097059856e-05, 5.13280362020603e-05, 4.97578246063676e-05, 4.81996524710401e-05, 4.66542972667096e-05, 4.51225352251333e-05, 4.36051402088558e-05, 4.21028826106316e-05, 4.06165282853766e-05, 3.91468375169148e-05, 3.76945640218273e-05, 3.62604539923748e-05, 3.48452451802543e-05, 3.34496660227615e-05, 3.20744348127882e-05, 3.07202589136653e-05, 2.93878340198548e-05, 2.80778434642133e-05, 2.67909575722113e-05, 2.55278330636188e-05, 2.42891125015377e-05, 2.3075423788888e-05, 2.18873797119996e-05, 2.07255775308931e-05, 1.95905986157267e-05, 1.84830081285853e-05, 1.74033547498243e-05, 1.63521704479377e-05, 1.53299702917975e-05, 1.43372523041103e-05, 1.33744973547214e-05, 1.24421690923726e-05, 1.15407139134551e-05, 1.06705609661984e-05, 9.83212218870755e-06, 9.0257923792095e-06, 8.25194929686654e-06, 7.51095379140569e-06, 6.80314995994618e-06, 6.12886532923181e-06, 5.48841106158511e-06, 4.88208218292748e-06, 4.31015783110502e-06, 3.77290152291445e-06, 3.27056143817813e-06, 2.80337071926916e-06, 2.37154778451821e-06, 1.9752966540193e-06, 1.61480728630596e-06, 1.29025592453638e-06, 1.00180545077754e-06, 7.496057470951e-07, 5.33794062186523e-07, 3.5449538235937e-07, 2.11822805716642e-07, 1.05877918464751e-07, 3.67511723293702e-08, 4.52226212189678e-09, 9.26050254654641e-09, 5.1025203419085e-08, 1.29866042508321e-07, 2.4582343527583e-07, 3.98928900849875e-07, 5.89205423611642e-07, 8.16667809842468e-07, 1.08132303891204e-06, 1.3831706085574e-06, 1.72220287383335e-06, 2.09840537937434e-06, 2.5117571846363e-06, 2.96223118185288e-06, 3.44979440644274e-06, 3.9744083396923e-06, 4.53602920351902e-06, 5.13460824719861e-06, 5.77009202595314e-06, 6.44242267130005e-06, 7.15153815317694e-06, 7.89737253372938e-06, 8.6798562128683e-06, 9.49891616553998e-06, 1.03544761707876e-05, 1.1246457032682e-05, 1.21747767931603e-05, 1.31393509369174e-05
7.48259055701105e-05, 7.31838115124021e-05, 7.15428395958917e-05, 6.99036247472582e-05, 6.82668191666218e-05, 6.66330911911282e-05, 6.50031241321913e-05, 6.33776150902474e-05, 6.17572737510858e-05, 6.01428211675114e-05, 5.85349885305131e-05, 5.69345159337997e-05, 5.53421511355975e-05, 5.37586483217455e-05, 5.21847668736579e-05, 5.06212701451476e-05, 4.90689242514932e-05, 4.75284968743363e-05, 4.60007560858331e-05, 4.44864691951183e-05, 4.29864016202032e-05, 4.15013157881343e-05, 4.0031970066151e-05, 3.85791177261929e-05, 3.71435059451672e-05, 3.57258748429778e-05, 3.43269565601711e-05, 3.29474743768788e-05, 3.15881418744416e-05, 3.02496621410139e-05, 2.89327270220299e-05, 2.76380164164677e-05, 2.6366197619365e-05, 2.51179247110904e-05, 2.3893837993491e-05, 2.26945634729189e-05, 2.15207123900165e-05, 2.03728807958996e-05, 1.92516491741637e-05, 1.81575821081453e-05, 1.70912279925803e-05, 1.60531187887464e-05, 1.50437698220234e-05, 1.40636796207036e-05, 1.31133297947983e-05, 1.21931849534688e-05, 1.13036926596861e-05, 1.04452834205719e-05, 9.6183707118729e-06, 8.82335103503905e-06, 8.06060400513832e-06, 7.33049246806329e-06, 6.63336264528857e-06, 5.96954430446145e-06, 5.33935095420793e-06, 4.7430800613865e-06, 4.18101328915353e-06, 3.65341675419525e-06, 3.16054130145752e-06, 2.70262279481488e-06, 2.27988242208841e-06, 1.89252701291583e-06, 1.54074936796763e-06, 1.22472859810722e-06, 9.44630472117822e-07, 7.00607771634457e-07, 4.92800652072569e-07, 3.21337008290079e-07, 1.8633284385771e-07, 8.7892642834884e-08, 2.61097430195697e-08, 1.06670969556177e-09, 1.28357089631861e-08, 6.14788797964667e-08, 1.4704870403009e-07, 2.69588373533774e-07, 4.29132153892844e-07, 6.25705743961249e-07, 8.59326630711816e-07, 1.13000443886592e-06, 1.43774127481684e-06, 1.78253206443191e-06, 2.16436488433848e-06, 2.58322128638054e-06, 3.03907661493089e-06, 3.53190031681421e-06, 4.061656243632e-06, 4.62830294629038e-06, 5.23179396162086e-06, 5.87207809093711e-06, 6.54909967048381e-06, 7.26279883369976e-06, 8.01311176526927e-06, 8.79997094695769e-06, 9.62330539527255e-06, 1.04830408909265e-05, 1.13791002002431e-05, 1.23114032885098e-05, 1.32798675253801e-05, 1.42844078824917e-05
7.22509680224649e-05, 7.06279917019903e-05, 6.90068263488432e-05, 6.73881093048501e-05, 6.57724943053614e-05, 6.41606503425167e-05, 6.25532605046344e-05, 6.09510207956203e-05, 5.93546389382299e-05, 5.776483316516e-05, 5.61823310018668e-05, 5.46078680450106e-05, 5.3042186740351e-05, 5.14860351639714e-05, 4.99401658104437e-05, 4.84053343916094e-05, 4.68822986495291e-05, 4.53718171868525e-05, 4.38746483179242e-05, 4.23915489436975e-05, 4.09232734533641e-05, 3.94705726553576e-05, 3.80341927403389e-05, 3.66148742785256e-05, 3.52133512533655e-05, 3.38303501337011e-05, 3.24665889858991e-05, 3.11227766277228e-05, 2.97996118249893e-05, 2.84977825322779e-05, 2.7217965178498e-05, 2.59608239980126e-05, 2.47270104077334e-05, 2.35171624305588e-05, 2.23319041651664e-05, 2.11718453020851e-05, 2.00375806857943e-05, 1.89296899224195e-05, 1.7848737032392e-05, 1.67952701474436e-05, 1.57698212509048e-05, 1.47729059604806e-05, 1.38050233523217e-05, 1.28666558251216e-05, 1.19582690030956e-05, 1.10803116762567e-05, 1.02332157767302e-05, 9.41739638943249e-06, 8.63325179564532e-06, 7.88116354783398e-06, 7.16149657409307e-06, 6.47459931053326e-06, 5.82080385996554e-06, 5.20042617519647e-06, 4.61376626522724e-06, 4.06110842275849e-06, 3.5427214712743e-06, 3.058859030155e-06, 2.60975979614707e-06, 2.19564783970461e-06, 1.81673291461942e-06, 1.47321077948301e-06, 1.16526352954625e-06, 8.93059937592577e-07, 6.56755802474667e-07, 4.56494304055681e-07, 2.92406363324756e-07, 1.64611006514841e-07, 7.32157321234368e-08, 1.83168797845127e-08, 0, 1.83402238043555e-08, 7.34026314876903e-08, 1.65242619563954e-07, 2.93906265230866e-07, 4.59430687615986e-07, 6.61844405168755e-07, 9.01167688603254e-07, 1.17741290885594e-06, 1.49058487956843e-06, 1.8406811936459e-06, 2.22769255350788e-06, 2.65160309468699e-06, 3.11239070244423e-06, 3.61002732115602e-06, 4.14447925625539e-06, 4.71570746849344e-06, 5.32366786041934e-06, 5.96831155491739e-06, 6.64958516571404e-06, 7.36743105980955e-06, 8.12178761176451e-06, 8.91258944987246e-06, 9.73976769417557e-06, 1.06032501863841e-05, 1.15029617117697e-05, 1.24388242130427e-05, 1.34107569963527e-05, 1.44186769294898e-05, 1.54624986323653e-05
6.97425474379405e-05, 6.81391064756412e-05, 6.65381513308283e-05, 6.49403211578616e-05, 6.33462706393853e-05, 6.17566688509101e-05, 6.01721981039223e-05, 5.85935527714685e-05, 5.70214380997885e-05, 5.54565690102213e-05, 5.38996688949715e-05, 5.23514684106765e-05, 5.08127042735485e-05, 4.92841180598012e-05, 4.77664550149099e-05, 4.6260462875302e-05, 4.4766890705832e-05, 4.32864877562793e-05, 4.18200023400493e-05, 4.03681807379311e-05, 3.89317661297246e-05, 3.75114975564077e-05, 3.61081089150294e-05, 3.4722327988827e-05, 3.33548755143185e-05, 3.20064642873002e-05, 3.06777983093162e-05, 2.9369571975915e-05, 2.80824693079568e-05, 2.68171632268952e-05, 2.55743148747528e-05, 2.43545729793803e-05, 2.31585732653754e-05, 2.19869379108196e-05, 2.08402750497684e-05, 1.97191783204261e-05, 1.86242264585027e-05, 1.75559829353722e-05, 1.65149956402811e-05, 1.5501796605856e-05, 1.45169017759603e-05, 1.35608108148703e-05, 1.2634006956603e-05, 1.17369568931589e-05, 1.08701107003274e-05, 1.00339017996723e-05, 9.22874695521056e-06, 8.45504630323683e-06, 7.71318341373915e-06, 7.00352538182396e-06, 6.32642294744103e-06, 5.68221064184605e-06, 5.07120695907471e-06, 4.4937145508002e-06, 3.95002044292474e-06, 3.44039627224162e-06, 2.96509854156372e-06, 2.52436889174471e-06, 2.11843438898366e-06, 1.74750782594289e-06, 1.41178803514703e-06, 1.11146021325556e-06, 8.46696254805788e-07, 6.17655094071625e-07, 4.24483053771545e-07, 2.67314199374508e-07, 1.4627069782972e-07, 6.14631796025015e-08, 1.29911029493065e-08, 9.4311943202505e-10, 2.53974397203487e-08, 8.64221988010881e-08, 1.84075819757982e-07, 3.18407375359167e-07, 4.89456946725945e-07, 6.97255978429143e-07, 9.41827629405347e-07, 1.22318711912936e-06, 1.54134206855224e-06, 1.89629283534076e-06, 2.28803284300706e-06, 2.716548903572e-06, 3.18182153343758e-06, 3.68382526219222e-06, 4.2225289341094e-06, 4.79789600212458e-06, 5.40988481414505e-06, 6.05844889154482e-06, 6.74353719972753e-06, 7.46509441072582e-06, 8.22306115772019e-06, 9.01737428154522e-06, 9.8479670690887e-06, 1.07147694836969e-05, 1.16177083875459e-05, 1.25567077561002e-05, 1.35316888847249e-05, 1.45425705875065e-05, 1.55892693884307e-05, 1.66716997050391e-05
6.7299780507455e-05, 6.57162668893981e-05, 6.41358995720523e-05, 6.25593189443641e-05, 6.0987180074174e-05, 5.94201515757781e-05, 5.78589144582221e-05, 5.63041609583878e-05, 5.47565933625264e-05, 5.321692282015e-05, 5.16858681539977e-05, 5.01641546699173e-05, 4.86525129702408e-05, 4.71516777743553e-05, 4.56623867499182e-05, 4.41853793582355e-05, 4.2721395716916e-05, 4.12711754830585e-05, 3.98354567599462e-05, 3.84149750300135e-05, 3.70104621167409e-05, 3.56226451780124e-05, 3.42522457330852e-05, 3.28999787253284e-05, 3.15665516225688e-05, 3.02526635566802e-05, 2.89590045039462e-05, 2.76862545073802e-05, 2.64350829420614e-05, 2.52061478243352e-05, 2.40000951655164e-05, 2.28175583705756e-05, 2.16591576819468e-05, 2.05254996687057e-05, 1.9417176760819e-05, 1.83347668283436e-05, 1.72788328050346e-05, 1.62499223558573e-05, 1.5248567587594e-05, 1.42752848017448e-05, 1.33305742887189e-05, 1.24149201622104e-05, 1.1528790232614e-05, 1.06726359181075e-05, 9.84689219217284e-06, 9.05197756596369e-06, 8.28829410419431e-06, 7.55622747287628e-06, 6.85614701741279e-06, 6.18840586943156e-06, 5.55334108066948e-06, 4.95127378236005e-06, 4.38250936842555e-06, 3.84733770083244e-06, 3.34603333552308e-06, 2.87885576726491e-06, 2.44604969187105e-06, 2.04784528418706e-06, 1.68445849037904e-06, 1.35609133297106e-06, 1.06293222723932e-06, 8.05156307539299e-07, 5.82925762208901e-07, 3.96390175773395e-07, 2.45686877189375e-07, 1.30941292938266e-07, 5.2267303840834e-08, 9.76760451570384e-09, 3.53406445966917e-09, 3.36480897917634e-08, 1.00180984758145e-07, 2.03194312152006e-07, 3.42740251860906e-07, 5.18861956810037e-07, 7.31593905623313e-07, 9.80962251378287e-07, 1.26698516588882e-06, 1.58967317898973e-06, 1.94902951235818e-06, 2.34505040743352e-06, 2.77772544709248e-06, 3.24703787070005e-06, 3.75296488227349e-06, 4.29547795150491e-06, 4.87454310741783e-06, 5.49012122447142e-06, 6.14216830098783e-06, 6.83063572978236e-06, 7.55547056087852e-06, 8.31661575631575e-06, 9.11401043694331e-06, 9.94759012126192e-06, 1.08172869562747e-05, 1.17230299404117e-05, 1.26647451385809e-05, 1.36423558893953e-05, 1.46557830046741e-05, 1.57049449613535e-05, 1.67897580858512e-05, 1.79101367310423e-05
