Timestep,C7,LARM,LASI,LELB,LFOREARM,LHEEL,LLEPI,LLMAL,LMFL,LMFS,LP1MT,LP5MT,LPAT,LSH,LTHAD,LTHAP,LTHLD,LTHLP,LTIAD,LTIAP,LTILAT,LTOE,LWR,MAN,P1,P2,P3,RARM,RASI,RELB,RFOREARM,RHEEL,RLEPI,RLMAL,RMFL,RMFS,RP1MT,RP5MT,RPAT,RSH,RTHAD,RTHAP,RTHLD,RTHLP,RTIAD,RTIAP,RTILAT,RTOE,RWR,SACR,T7,x52,x53,
309,0.00342918,0.0066127,0.00676974,0.00823952,0.00304635,0.0169245,0.0123236,0.0039685,0.00592226,0.0112979,0.00170672,0.00448588,0,0.0040798,0.00163106,0.00990095,0.0128692,0.0163521,0.00331135,0.0057473,0.00463664,0.00376589,0.00303839,0.00843628,0,0,0,0.00782404,0.0061087,0.00439531,0.00793326,0.0117645,0.0267782,0.0126333,0.017083,0.0102131,0.0231899,0.027033,0,0.00476301,0.0119064,0.0127901,0.0172726,0.0144386,0.00653823,0.0126106,0.0176682,0.0227448,0.00732205,0.00947025,0.00452631,0,0,0
310,0.00310097,0.0071643,0.0069974,0.00738265,0.00253815,0.017904,0.0131843,0.00460555,0.00591529,0.0108944,0.00182054,0.00495247,0,0.00355843,0.00192759,0.00899216,0.0140324,0.0172266,0.00292131,0.00606734,0.00475776,0.00341001,0.00299207,0.00848737,0,0,0,0.00733426,0.00641091,0.00461716,0.00789573,0.0115914,0.0265794,0.0123466,0.0169293,0.00884916,0.0225952,0.0252153,0,0.00401405,0.0131538,0.0133876,0.0179064,0.0161286,0.00631599,0.0126221,0.0177015,0.0204985,0.00704681,0.00969168,0.00540888,0,0,0
311,0.00248291,0.00774057,0.00709619,0.00635163,0.00177836,0.0187943,0.014286,0.00570756,0.0060314,0.0103151,0.00183512,0.00518808,0,0.00268855,0.00304665,0.00864151,0.015413,0.0178858,0.00238135,0.00619814,0.00463415,0.00330172,0.00278417,0.0083551,0,0,0,0.00642438,0.00672487,0.00410016,0.00787806,0.0120223,0.0249506,0.0131617,0.0174887,0.00771885,0.0220071,0.0246443,0,0.00359706,0.0142226,0.014194,0.017748,0.0171485,0.00488665,0.0113595,0.0160896,0.0188976,0.00674753,0.00973155,0.00603361,0,0,0
312,0.00392118,0.0171897,0.00367218,0.00326217,0.0120395,0.0170225,0.0190359,0.00277356,0.00238445,0.00412703,0.00646456,0.0150413,0,0.00942448,0.00953979,0.00940165,0.021098,0.0228279,0.00428632,0.00611814,0.00580771,0.0106847,0.00193646,0.00499451,0,0,0,0.0129667,0.00550889,0.00686806,0.0103358,0.00737692,0.0488075,0.0118685,0.0163235,0.0122652,0.029589,0.0288495,0,0.00411318,0.0137892,0.020978,0.0370684,0.0346299,0.00901808,0.0177493,0.0246538,0.0252901,0.00255613,0.00438535,0.00483905,0,0,0
313,0.0029607,0.0161066,0.00341649,0.00269917,0.00629746,0.0192522,0.018938,0.00311457,0.00265389,0.00338544,0.00829927,0.0134708,0,0.00827058,0.0100319,0.0105035,0.0214768,0.0231579,0.00599757,0.00722166,0.00730162,0.0135797,0.00138251,0.00459992,0,0,0,0.0113145,0.0030441,0.00435753,0.0116889,0.0166812,0.0501217,0.0182083,0.0211307,0.0148967,0.0317963,0.0311286,0,0.00340362,0.014705,0.0187886,0.0369967,0.0331157,0.0134355,0.0203154,0.0228816,0.0249541,0.00164097,0.00393862,0.00579943,0,0,0
314,0.0038046,0.0176642,0.00386819,0.0039249,0.0104134,0.0183129,0.0223933,0.00403828,0.00254798,0.00459596,0.00585157,0.0158315,0,0.00814776,0.0175192,0.0153817,0.0234715,0.0240457,0.00395768,0.00403841,0.00478434,0.0115295,0.00166091,0.00446974,0,0,0,0.0118873,0.00455955,0.00627498,0.0105437,0.0141454,0.0496228,0.0139694,0.0165698,0.010235,0.0263431,0.0197249,0,0.00372229,0.0184232,0.0192977,0.0377882,0.0353505,0.0133375,0.021645,0.0230827,0.0212849,0.00229975,0.00486198,0.00419009,0,0,0
315,0.00306261,0.0147119,0.00284609,0.00287392,0.00509348,0.0205011,0.0225544,0.00514828,0.00350089,0.0038049,0.00934924,0.0138696,0,0.00653313,0.020998,0.0191174,0.023942,0.0252949,0.00407272,0.00339141,0.00498686,0.0149685,0.000958885,0.00418369,0,0,0,0.0103883,0.00234065,0.00545125,0.0110496,0.0194698,0.0474475,0.0182264,0.0191709,0.0128359,0.0299167,0.0362286,0,0.00341813,0.0239829,0.018575,0.0357694,0.0335485,0.0155179,0.0226661,0.0212306,0.0206845,0.00148172,0.00482733,0.00484696,0,0,0
316,0.00312939,0.0162827,0.00293293,0.00365205,0.0103449,0.0201338,0.0225861,0.00644056,0.00312606,0.0040743,0.00786837,0.0136087,0,0.00603515,0.0201964,0.0184383,0.0237143,0.0251583,0.00279596,0.00381222,0.00534856,0.0140513,0.00464195,0.00389544,0,0,0,0.00872829,0.00191823,0.00489576,0.00990796,0.0151102,0.0461714,0.0149536,0.0149603,0.00755663,0.0230359,0,0,0.00343109,0.0294525,0.020207,0.0351313,0.0332211,0.0155408,0.0238377,0.0222176,0.0337908,0.00213731,0.00510728,0.00427384,0,0,0
317,0.00375315,0.015802,0.0025931,0.00566751,0.00890827,0.0205208,0.0277609,0.00761555,0.00272976,0.00463646,0.00697866,0.0148216,0,0.00546138,0.027019,0.0237918,0.0269833,0.0271856,0.00523121,0.00819677,0.0070769,0.0137911,0.00447672,0.00369286,0,0,0,0.0068934,0.00137252,0.00462189,0.00976093,0.00852874,0.0444627,0.00879648,0.00638667,0.00767675,0.0175,0.278231,0,0.00287696,0.0327152,0.0231496,0.0338888,0.0322992,0.0128519,0.0234392,0.0234431,0.0638413,0.00163875,0.00607861,0.0029313,0,0,0
318,0.00314386,0.0094963,0.00129479,0.00315945,0.0190494,0.0203153,0.0360323,0.00783136,0.00400621,0.0039913,0.00990509,0.0130108,0,0.00449422,0.0383335,0.0328977,0.0338674,0.0318674,0.0066542,0.0128849,0.00917203,0.0160951,0.00260285,0.00365343,0,0,0,0.00517974,0.00323134,0.00331852,0.0110877,0.0100099,0.0443691,0.0106633,0.0030031,0.00326753,0,0,0,0.00313685,0.0350599,0.026871,0.032867,0.0304089,0.0176045,0.0288275,0.0298154,0.120397,0.000455861,0.00647274,0.00329175,0,0,0
319,0.00333019,0.00665055,0.000913347,0.00365992,0.0189763,0.0205155,0.0422769,0.00873736,0.00396863,0.00394793,0.00944237,0.0127435,0,0.00394141,0.0455538,0.0382653,0.0390265,0.0334341,0.009755,0.017385,0.0135841,0.0159875,0.00397496,0.00406122,0,0,0,0.00658156,0.00343514,0.00242787,0.0101894,0,0.0460551,0.0120151,0.0065362,0.00633446,0,0,0,0.00363657,0.0366181,0.0318206,0.0332603,0.0296804,0.0186993,0.0317961,0.0339687,0.432373,0.000748359,0.00737949,0.00275612,0,0,0
320,0.00357041,0.0045895,0.00109177,0.00381961,0.021097,0.020185,0.0521169,0.00927415,0.00409256,0.0040971,0.0087784,0.0118365,0,0.00410073,0.0563464,0.0465915,0.0474086,0.0367923,0.0134913,0.023172,0.0199951,0.0153624,0.00505094,0.00556323,0,0,0,0.00847079,0.0038423,0.000946513,0.00992563,0.00808569,0.0507734,0.0158898,0.00954287,0.00164902,0,0,0,0.00394448,0.0451906,0.0410387,0.0337508,0.0268595,0.0211995,0.0367964,0.0352511,0.670632,0.00114893,0.00836809,0.00196359,0,0,0
321,0.00386459,0.00890749,0.00540296,0.00385222,0.0213335,0.0180258,0.0717969,0.00872226,0.00522805,0.00474702,0.00913499,0.00948608,0,0.00574338,0.0773699,0.0626489,0.0635587,0.0477235,0.0178636,0.0331604,0.0290513,0.0143874,0.00612058,0.00982111,0,0,0,0.0104858,0.00441887,0.000806159,0.0069541,0.015496,0.0589571,0.0230264,0.00753958,0.00564702,0.016749,0,0,0.00622665,0.0488269,0.046914,0.0372761,0.0280484,0.0242348,0.0403901,0.0401448,0,0.000811627,0.0086674,0.0050282,0,0,0
